"행정구역","2014년01월_거주자 인구수","2014년01월_세대수","2014년01월_세대당 인구","2014년02월_거주자 인구수","2014년02월_세대수","2014년02월_세대당 인구","2014년03월_거주자 인구수","2014년03월_세대수","2014년03월_세대당 인구","2014년04월_거주자 인구수","2014년04월_세대수","2014년04월_세대당 인구","2014년05월_거주자 인구수","2014년05월_세대수","2014년05월_세대당 인구","2014년06월_거주자 인구수","2014년06월_세대수","2014년06월_세대당 인구","2014년07월_거주자 인구수","2014년07월_세대수","2014년07월_세대당 인구","2014년08월_거주자 인구수","2014년08월_세대수","2014년08월_세대당 인구","2014년09월_거주자 인구수","2014년09월_세대수","2014년09월_세대당 인구","2014년10월_거주자 인구수","2014년10월_세대수","2014년10월_세대당 인구","2014년11월_거주자 인구수","2014년11월_세대수","2014년11월_세대당 인구","2014년12월_거주자 인구수","2014년12월_세대수","2014년12월_세대당 인구"
"대구광역시 동구 (2714000000)","342,330","136,579","          2.51","343,711","137,239","          2.50","344,308","137,691","          2.50","344,362","137,754","          2.50","344,151","137,753","          2.50","344,216","137,855","          2.50","343,963","137,814","          2.50","344,153","137,977","          2.49","343,623","138,126","          2.49","344,252","138,533","          2.48","344,615","138,799","          2.48","344,873","139,093","          2.48"
"대구광역시 동구 신암1동(2714051000)","12,727","5,723","          2.22","12,688","5,713","          2.22","12,639","5,700","          2.22","12,615","5,698","          2.21","12,543","5,676","          2.21","12,472","5,658","          2.20","12,456","5,655","          2.20","12,383","5,630","          2.20","12,301","5,610","          2.19","12,225","5,588","          2.19","12,151","5,575","          2.18","12,159","5,583","          2.18"
"대구광역시 동구 신암2동(2714052000)","12,637","4,936","          2.56","12,687","4,945","          2.57","12,686","4,939","          2.57","12,675","4,925","          2.57","12,657","4,917","          2.57","12,645","4,918","          2.57","12,630","4,912","          2.57","12,622","4,905","          2.57","12,597","4,891","          2.58","12,595","4,893","          2.57","12,607","4,895","          2.58","12,599","4,890","          2.58"
"대구광역시 동구 신암3동(2714053000)","9,615","4,331","          2.22","9,588","4,322","          2.22","9,513","4,309","          2.21","9,486","4,318","          2.20","9,451","4,304","          2.20","9,433","4,312","          2.19","9,418","4,312","          2.18","9,410","4,297","          2.19","9,388","4,281","          2.19","9,368","4,283","          2.19","9,345","4,277","          2.18","9,295","4,265","          2.18"
"대구광역시 동구 신암4동(2714054000)","18,330","8,392","          2.18","18,165","8,350","          2.18","18,108","8,335","          2.17","18,063","8,303","          2.18","18,002","8,285","          2.17","18,000","8,292","          2.17","17,930","8,279","          2.17","17,849","8,262","          2.16","17,798","8,248","          2.16","17,797","8,254","          2.16","17,841","8,268","          2.16","17,870","8,302","          2.15"
"대구광역시 동구 신암5동(2714054100)","8,692","3,605","          2.41","8,649","3,598","          2.40","8,613","3,594","          2.40","8,568","3,579","          2.39","8,554","3,583","          2.39","8,515","3,576","          2.38","8,508","3,565","          2.39","8,490","3,555","          2.39","8,447","3,553","          2.38","8,436","3,557","          2.37","8,417","3,560","          2.36","8,392","3,555","          2.36"
"대구광역시 동구 신천1.2동(2714055500)","14,766","5,953","          2.48","14,709","5,952","          2.47","14,770","5,969","          2.47","14,787","5,976","          2.47","14,772","5,970","          2.47","14,795","5,982","          2.47","14,771","5,982","          2.47","14,735","5,982","          2.46","14,690","5,981","          2.46","14,717","5,984","          2.46","14,743","5,993","          2.46","14,784","6,004","          2.46"
"대구광역시 동구 신천3동(2714057000)","12,958","5,125","          2.53","12,943","5,130","          2.52","12,929","5,121","          2.52","12,914","5,105","          2.53","12,907","5,094","          2.53","12,889","5,087","          2.53","12,892","5,082","          2.54","12,874","5,080","          2.53","12,766","5,047","          2.53","12,547","4,952","          2.53","12,368","4,886","          2.53","12,326","4,867","          2.53"
"대구광역시 동구 신천4동(2714058000)","9,219","4,277","          2.16","9,185","4,258","          2.16","9,172","4,263","          2.15","9,148","4,259","          2.15","9,116","4,245","          2.15","9,133","4,251","          2.15","9,112","4,238","          2.15","9,085","4,241","          2.14","9,062","4,232","          2.14","9,047","4,227","          2.14","9,031","4,232","          2.13","9,066","4,288","          2.11"
"대구광역시 동구 효목1동(2714059000)","16,007","6,788","          2.36","15,960","6,785","          2.35","15,891","6,785","          2.34","15,840","6,755","          2.34","15,797","6,761","          2.34","15,814","6,753","          2.34","15,812","6,759","          2.34","15,758","6,741","          2.34","15,766","6,747","          2.34","15,719","6,735","          2.33","15,733","6,763","          2.33","15,714","6,773","          2.32"
