"행정구역","2018년01월_거주자 인구수","2018년01월_세대수","2018년01월_세대당 인구","2018년02월_거주자 인구수","2018년02월_세대수","2018년02월_세대당 인구","2018년03월_거주자 인구수","2018년03월_세대수","2018년03월_세대당 인구","2018년04월_거주자 인구수","2018년04월_세대수","2018년04월_세대당 인구","2018년05월_거주자 인구수","2018년05월_세대수","2018년05월_세대당 인구","2018년06월_거주자 인구수","2018년06월_세대수","2018년06월_세대당 인구","2018년07월_거주자 인구수","2018년07월_세대수","2018년07월_세대당 인구","2018년08월_거주자 인구수","2018년08월_세대수","2018년08월_세대당 인구","2018년09월_거주자 인구수","2018년09월_세대수","2018년09월_세대당 인구","2018년10월_거주자 인구수","2018년10월_세대수","2018년10월_세대당 인구","2018년11월_거주자 인구수","2018년11월_세대수","2018년11월_세대당 인구","2018년12월_거주자 인구수","2018년12월_세대수","2018년12월_세대당 인구"
"대구광역시 남구 (2720000000)","150,190","71,419","          2.10","150,065","71,556","          2.10","149,859","71,597","          2.09","149,723","71,692","          2.09","149,622","71,795","          2.08","149,533","71,900","          2.08","149,562","72,007","          2.08","149,481","72,141","          2.07","149,123","72,096","          2.07","148,720","72,064","          2.06","148,395","72,054","          2.06","148,126","72,075","          2.06"
"대구광역시 남구 이천동(2720051500)","13,763","5,947","          2.31","13,796","5,966","          2.31","13,806","5,972","          2.31","13,750","5,969","          2.30","13,719","5,961","          2.30","13,699","5,967","          2.30","13,666","5,962","          2.29","13,672","5,976","          2.29","13,651","5,979","          2.28","13,580","5,947","          2.28","13,506","5,918","          2.28","13,426","5,892","          2.28"
"대구광역시 남구 봉덕1동(2720053000)","8,981","4,653","          1.93","8,971","4,655","          1.93","9,036","4,679","          1.93","9,090","4,696","          1.94","9,134","4,717","          1.94","9,189","4,752","          1.93","9,187","4,764","          1.93","9,215","4,792","          1.92","9,221","4,788","          1.93","9,222","4,802","          1.92","9,183","4,800","          1.91","9,161","4,795","          1.91"
"대구광역시 남구 봉덕2동(2720054000)","10,792","4,525","          2.38","10,737","4,512","          2.38","10,687","4,482","          2.38","10,663","4,485","          2.38","10,705","4,501","          2.38","10,789","4,537","          2.38","10,799","4,549","          2.37","10,827","4,564","          2.37","10,823","4,564","          2.37","10,782","4,547","          2.37","10,734","4,513","          2.38","10,658","4,485","          2.38"
"대구광역시 남구 봉덕3동(2720055000)","16,278","7,374","          2.21","16,265","7,369","          2.21","16,198","7,348","          2.20","16,142","7,342","          2.20","16,092","7,343","          2.19","16,014","7,330","          2.18","16,033","7,351","          2.18","16,064","7,378","          2.18","16,014","7,382","          2.17","16,008","7,394","          2.16","16,011","7,414","          2.16","16,008","7,434","          2.15"
"대구광역시 남구 대명1동(2720056000)","11,769","5,337","          2.21","11,759","5,351","          2.20","11,733","5,372","          2.18","11,724","5,372","          2.18","11,703","5,375","          2.18","11,715","5,378","          2.18","11,748","5,399","          2.18","11,748","5,425","          2.17","11,755","5,443","          2.16","11,749","5,454","          2.15","11,747","5,469","          2.15","11,719","5,468","          2.14"
"대구광역시 남구 대명2동(2720057100)","12,165","6,335","          1.92","12,169","6,360","          1.91","12,131","6,350","          1.91","12,108","6,348","          1.91","12,114","6,356","          1.91","12,067","6,357","          1.90","12,014","6,326","          1.90","11,877","6,278","          1.89","11,806","6,246","          1.89","11,740","6,214","          1.89","11,680","6,202","          1.88","11,624","6,185","          1.88"
"대구광역시 남구 대명3동(2720058600)","13,059","6,578","          1.99","13,030","6,587","          1.98","12,982","6,577","          1.97","12,969","6,570","          1.97","12,927","6,574","          1.97","12,896","6,551","          1.97","12,888","6,539","          1.97","12,863","6,544","          1.97","12,799","6,522","          1.96","12,767","6,516","          1.96","12,714","6,511","          1.95","12,670","6,501","          1.95"
"대구광역시 남구 대명4동(2720059000)","11,291","5,403","          2.09","11,269","5,423","          2.08","11,295","5,454","          2.07","11,342","5,496","          2.06","11,337","5,500","          2.06","11,359","5,533","          2.05","11,362","5,541","          2.05","11,339","5,540","          2.05","11,327","5,550","          2.04","11,252","5,527","          2.04","11,213","5,531","          2.03","11,207","5,533","          2.03"
"대구광역시 남구 대명5동(2720060000)","8,089","4,047","          2.00","8,123","4,094","          1.98","8,098","4,116","          1.97","8,117","4,155","          1.95","8,114","4,168","          1.95","8,118","4,201","          1.93","8,107","4,210","          1.93","8,134","4,229","          1.92","8,110","4,226","          1.92","8,116","4,242","          1.91","8,075","4,223","          1.91","8,058","4,231","          1.90"
