"행정구역","2020년01월_거주자 인구수","2020년01월_세대수","2020년01월_세대당 인구","2020년02월_거주자 인구수","2020년02월_세대수","2020년02월_세대당 인구","2020년03월_거주자 인구수","2020년03월_세대수","2020년03월_세대당 인구","2020년04월_거주자 인구수","2020년04월_세대수","2020년04월_세대당 인구","2020년05월_거주자 인구수","2020년05월_세대수","2020년05월_세대당 인구","2020년06월_거주자 인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년07월_거주자 인구수","2020년07월_세대수","2020년07월_세대당 인구","2020년08월_거주자 인구수","2020년08월_세대수","2020년08월_세대당 인구","2020년09월_거주자 인구수","2020년09월_세대수","2020년09월_세대당 인구","2020년10월_거주자 인구수","2020년10월_세대수","2020년10월_세대당 인구","2020년11월_거주자 인구수","2020년11월_세대수","2020년11월_세대당 인구","2020년12월_거주자 인구수","2020년12월_세대수","2020년12월_세대당 인구"
"대구광역시 달성군 (2771000000)","255,846","103,279","          2.48","255,616","103,343","          2.47","255,839","103,784","          2.47","256,010","104,287","          2.45","256,132","104,645","          2.45","256,255","104,917","          2.44","256,714","105,219","          2.44","257,339","105,612","          2.44","257,465","105,908","          2.43","257,747","106,195","          2.43","258,056","106,643","          2.42","258,442","107,195","          2.41"
"대구광역시 달성군 화원읍(2771025000)","48,975","18,785","          2.61","48,825","18,764","          2.60","48,769","18,829","          2.59","48,608","18,866","          2.58","48,470","18,894","          2.57","48,418","18,931","          2.56","48,417","18,953","          2.55","48,338","18,979","          2.55","48,258","18,996","          2.54","48,220","19,016","          2.54","47,986","19,023","          2.52","47,860","19,045","          2.51"
"대구광역시 달성군 논공읍(2771025300)","4,500","2,246","          2.00","4,502","2,247","          2.00","4,507","2,263","          1.99","4,501","2,274","          1.98","4,500","2,275","          1.98","4,516","2,285","          1.98","4,573","2,300","          1.99","4,610","2,313","          1.99","4,616","2,329","          1.98","4,621","2,341","          1.97","4,619","2,341","          1.97","4,650","2,365","          1.97"
"대구광역시 달성군 논공읍공단출장소(2771025400)","14,140","6,282","          2.25","14,060","6,261","          2.25","14,041","6,282","          2.24","14,039","6,325","          2.22","14,008","6,343","          2.21","13,970","6,354","          2.20","13,917","6,358","          2.19","13,876","6,384","          2.17","13,842","6,390","          2.17","13,813","6,404","          2.16","13,743","6,404","          2.15","13,696","6,414","          2.14"
"대구광역시 달성군 다사읍(2771025600)","51,198","18,680","          2.74","51,156","18,690","          2.74","51,188","18,764","          2.73","51,147","18,793","          2.72","51,093","18,804","          2.72","51,065","18,810","          2.71","51,058","18,839","          2.71","51,032","18,863","          2.71","50,971","18,879","          2.70","50,942","18,886","          2.70","50,859","18,900","          2.69","50,681","18,895","          2.68"
"대구광역시 달성군 다사읍서재출장소(2771025700)","38,797","14,242","          2.72","38,687","14,239","          2.72","38,699","14,281","          2.71","38,674","14,307","          2.70","38,659","14,335","          2.70","38,630","14,341","          2.69","38,614","14,325","          2.70","38,655","14,344","          2.69","38,588","14,360","          2.69","38,570","14,377","          2.68","38,596","14,395","          2.68","38,564","14,418","          2.67"
"대구광역시 달성군 유가읍(2771025900)","29,935","11,140","          2.69","29,821","11,103","          2.69","29,870","11,117","          2.69","29,896","11,172","          2.68","29,857","11,164","          2.67","29,911","11,208","          2.67","29,817","11,202","          2.66","29,775","11,170","          2.67","29,685","11,134","          2.67","29,681","11,139","          2.66","29,763","11,174","          2.66","29,682","11,182","          2.65"
"대구광역시 달성군 옥포읍(2771026200)","24,252","10,296","          2.36","24,276","10,309","          2.35","24,267","10,331","          2.35","24,608","10,550","          2.33","25,006","10,761","          2.32","25,180","10,856","          2.32","25,299","10,902","          2.32","25,336","10,914","          2.32","25,291","10,912","          2.32","25,348","10,956","          2.31","25,359","10,991","          2.31","25,284","10,999","          2.30"
"대구광역시 달성군 현풍읍(2771026500)","23,082","11,402","          2.02","23,273","11,489","          2.03","23,405","11,609","          2.02","23,450","11,647","          2.01","23,439","11,680","          2.01","23,430","11,700","          2.00","23,401","11,696","          2.00","23,415","11,721","          2.00","23,467","11,766","          1.99","23,463","11,790","          1.99","23,389","11,782","          1.99","23,231","11,733","          1.98"
"대구광역시 달성군 가창면(2771031000)","7,972","3,651","          2.18","7,978","3,658","          2.18","7,962","3,663","          2.17","7,958","3,676","          2.16","7,959","3,683","          2.16","7,955","3,687","          2.16","7,945","3,688","          2.15","7,928","3,690","          2.15","7,911","3,694","          2.14","7,904","3,695","          2.14","7,889","3,709","          2.13","7,886","3,722","          2.12"
"대구광역시 달성군 하빈면(2771033000)","3,735","1,960","          1.91","3,734","1,966","          1.90","3,721","1,966","          1.89","3,696","1,974","          1.87","3,693","1,983","          1.86","3,695","1,997","          1.85","3,687","1,996","          1.85","3,669","1,983","          1.85","3,656","1,983","          1.84","3,666","1,992","          1.84","3,662","1,996","          1.83","3,672","2,003","          1.83"
"대구광역시 달성군 구지면(2771038000)","9,260","4,595","          2.02","9,304","4,617","          2.02","9,410","4,679","          2.01","9,433","4,703","          2.01","9,448","4,723","          2.00","9,485","4,748","          2.00","9,986","4,960","          2.01","10,705","5,251","          2.04","11,180","5,465","          2.05","11,519","5,599","          2.06","12,191","5,928","          2.06","13,236","6,419","          2.06"
