"행정구역","2012년01월_거주자 인구수","2012년01월_세대수","2012년01월_세대당 인구","2012년02월_거주자 인구수","2012년02월_세대수","2012년02월_세대당 인구","2012년03월_거주자 인구수","2012년03월_세대수","2012년03월_세대당 인구","2012년04월_거주자 인구수","2012년04월_세대수","2012년04월_세대당 인구","2012년05월_거주자 인구수","2012년05월_세대수","2012년05월_세대당 인구","2012년06월_거주자 인구수","2012년06월_세대수","2012년06월_세대당 인구","2012년07월_거주자 인구수","2012년07월_세대수","2012년07월_세대당 인구","2012년08월_거주자 인구수","2012년08월_세대수","2012년08월_세대당 인구","2012년09월_거주자 인구수","2012년09월_세대수","2012년09월_세대당 인구","2012년10월_거주자 인구수","2012년10월_세대수","2012년10월_세대당 인구","2012년11월_거주자 인구수","2012년11월_세대수","2012년11월_세대당 인구","2012년12월_거주자 인구수","2012년12월_세대수","2012년12월_세대당 인구"
"대구광역시 서구 (2717000000)","219,398","88,475","          2.48","219,092","88,473","          2.48","218,617","88,246","          2.48","218,663","88,342","          2.48","218,445","88,349","          2.47","218,300","88,421","          2.47","218,133","88,421","          2.47","218,115","88,487","          2.46","217,966","88,478","          2.46","217,595","88,295","          2.46","217,643","88,413","          2.46","217,258","88,385","          2.46"
"대구광역시 서구 내당1동(2717051000)","12,251","4,914","          2.49","12,194","4,903","          2.49","12,173","4,889","          2.49","12,129","4,890","          2.48","12,098","4,888","          2.48","12,074","4,889","          2.47","12,081","4,905","          2.46","12,058","4,912","          2.45","12,094","4,929","          2.45","12,094","4,897","          2.47","12,106","4,919","          2.46","12,082","4,912","          2.46"
"대구광역시 서구 내당2.3동(2717052500)","12,714","5,306","          2.40","12,655","5,297","          2.39","12,572","5,265","          2.39","12,547","5,250","          2.39","12,530","5,253","          2.39","12,511","5,249","          2.38","12,496","5,242","          2.38","12,456","5,222","          2.39","12,458","5,231","          2.38","12,410","5,217","          2.38","12,410","5,224","          2.38","12,366","5,211","          2.37"
"대구광역시 서구 내당4동(2717054000)","19,880","7,552","          2.63","19,836","7,546","          2.63","19,751","7,509","          2.63","19,808","7,547","          2.62","19,728","7,528","          2.62","19,718","7,539","          2.62","19,678","7,523","          2.62","19,721","7,536","          2.62","19,714","7,515","          2.62","19,727","7,522","          2.62","19,695","7,531","          2.62","19,660","7,538","          2.61"
"대구광역시 서구 비산1동(2717055000)","13,008","5,285","          2.46","12,949","5,273","          2.46","12,909","5,259","          2.45","12,881","5,260","          2.45","12,888","5,271","          2.45","12,818","5,258","          2.44","12,774","5,240","          2.44","12,776","5,244","          2.44","12,775","5,246","          2.44","12,744","5,236","          2.43","12,760","5,244","          2.43","12,698","5,237","          2.42"
"대구광역시 서구 비산2.3동(2717056500)","12,848","5,599","          2.29","12,815","5,590","          2.29","12,770","5,580","          2.29","12,677","5,551","          2.28","12,656","5,540","          2.28","12,623","5,548","          2.28","12,598","5,544","          2.27","12,582","5,550","          2.27","12,509","5,545","          2.26","12,486","5,530","          2.26","12,419","5,518","          2.25","12,404","5,526","          2.24"
"대구광역시 서구 비산4동(2717058000)","12,327","4,801","          2.57","12,295","4,794","          2.56","12,250","4,771","          2.57","12,244","4,773","          2.57","12,208","4,768","          2.56","12,137","4,743","          2.56","12,135","4,746","          2.56","12,141","4,755","          2.55","12,101","4,743","          2.55","12,074","4,738","          2.55","12,078","4,733","          2.55","12,035","4,721","          2.55"
"대구광역시 서구 비산5동(2717059000)","8,141","3,518","          2.31","8,121","3,522","          2.31","8,100","3,518","          2.30","8,068","3,505","          2.30","8,038","3,502","          2.30","8,029","3,503","          2.29","7,957","3,479","          2.29","7,969","3,494","          2.28","7,968","3,498","          2.28","7,921","3,475","          2.28","7,939","3,482","          2.28","7,924","3,490","          2.27"
"대구광역시 서구 비산6동(2717060000)","9,885","3,947","          2.50","9,850","3,935","          2.50","9,826","3,926","          2.50","9,811","3,926","          2.50","9,781","3,926","          2.49","9,762","3,925","          2.49","9,780","3,934","          2.49","9,762","3,925","          2.49","9,766","3,931","          2.48","9,725","3,906","          2.49","9,718","3,896","          2.49","9,674","3,880","          2.49"
"대구광역시 서구 비산7동(2717061000)","14,161","6,308","          2.24","14,108","6,292","          2.24","14,094","6,291","          2.24","14,110","6,306","          2.24","14,032","6,275","          2.24","13,977","6,267","          2.23","13,973","6,269","          2.23","13,951","6,283","          2.22","13,929","6,265","          2.22","13,887","6,243","          2.22","13,897","6,256","          2.22","13,877","6,255","          2.22"
