"행정구역","2012년01월_거주자 인구수","2012년01월_세대수","2012년01월_세대당 인구","2012년02월_거주자 인구수","2012년02월_세대수","2012년02월_세대당 인구","2012년03월_거주자 인구수","2012년03월_세대수","2012년03월_세대당 인구","2012년04월_거주자 인구수","2012년04월_세대수","2012년04월_세대당 인구","2012년05월_거주자 인구수","2012년05월_세대수","2012년05월_세대당 인구","2012년06월_거주자 인구수","2012년06월_세대수","2012년06월_세대당 인구","2012년07월_거주자 인구수","2012년07월_세대수","2012년07월_세대당 인구","2012년08월_거주자 인구수","2012년08월_세대수","2012년08월_세대당 인구","2012년09월_거주자 인구수","2012년09월_세대수","2012년09월_세대당 인구","2012년10월_거주자 인구수","2012년10월_세대수","2012년10월_세대당 인구","2012년11월_거주자 인구수","2012년11월_세대수","2012년11월_세대당 인구","2012년12월_거주자 인구수","2012년12월_세대수","2012년12월_세대당 인구"
"대구광역시 달성군 (2771000000)","179,750","64,038","          2.81","180,050","64,196","          2.80","180,824","64,479","          2.80","181,826","64,916","          2.80","182,242","65,099","          2.80","182,533","65,236","          2.80","182,683","65,338","          2.80","183,017","65,521","          2.79","183,256","65,685","          2.79","183,272","65,738","          2.79","183,434","65,823","          2.79","183,378","65,878","          2.78"
"대구광역시 달성군 화원읍(2771025000)","55,665","18,330","          3.04","55,691","18,356","          3.03","55,576","18,346","          3.03","55,525","18,352","          3.03","55,516","18,340","          3.03","55,458","18,310","          3.03","55,344","18,287","          3.03","55,292","18,295","          3.02","55,170","18,286","          3.02","55,131","18,302","          3.01","55,059","18,288","          3.01","55,000","18,297","          3.01"
"대구광역시 달성군 논공읍(2771025300)","3,613","1,584","          2.28","3,600","1,574","          2.29","3,629","1,582","          2.29","3,622","1,584","          2.29","3,616","1,580","          2.29","3,610","1,581","          2.28","3,602","1,579","          2.28","3,602","1,582","          2.28","3,613","1,590","          2.27","3,587","1,579","          2.27","3,578","1,580","          2.26","3,568","1,576","          2.26"
"대구광역시 달성군 논공읍공단출장소(2771025400)","19,469","7,025","          2.77","19,437","7,017","          2.77","19,452","7,029","          2.77","19,529","7,066","          2.76","19,536","7,095","          2.75","19,556","7,136","          2.74","19,544","7,143","          2.74","19,524","7,145","          2.73","19,534","7,168","          2.73","19,498","7,159","          2.72","19,484","7,148","          2.73","19,483","7,151","          2.72"
"대구광역시 달성군 다사읍(2771025600)","39,646","13,154","          3.01","39,832","13,224","          3.01","40,785","13,510","          3.02","41,770","13,853","          3.02","42,123","13,995","          3.01","42,466","14,088","          3.01","42,764","14,189","          3.01","43,040","14,289","          3.01","43,327","14,388","          3.01","43,543","14,464","          3.01","43,739","14,533","          3.01","43,816","14,576","          3.01"
"대구광역시 달성군 다사읍서재출장소(2771025700)","17,960","5,867","          3.06","17,985","5,876","          3.06","17,963","5,872","          3.06","17,942","5,866","          3.06","18,002","5,880","          3.06","17,975","5,884","          3.05","17,981","5,881","          3.06","17,958","5,873","          3.06","17,963","5,871","          3.06","17,934","5,866","          3.06","17,928","5,869","          3.05","17,942","5,872","          3.06"
"대구광역시 달성군 가창면(2771031000)","8,497","3,473","          2.45","8,474","3,464","          2.45","8,433","3,456","          2.44","8,425","3,453","          2.44","8,396","3,436","          2.44","8,379","3,433","          2.44","8,356","3,439","          2.43","8,375","3,451","          2.43","8,407","3,466","          2.43","8,409","3,462","          2.43","8,418","3,462","          2.43","8,407","3,464","          2.43"
"대구광역시 달성군 하빈면(2771033000)","4,359","1,924","          2.27","4,350","1,927","          2.26","4,337","1,917","          2.26","4,338","1,920","          2.26","4,329","1,915","          2.26","4,339","1,919","          2.26","4,329","1,917","          2.26","4,344","1,929","          2.25","4,331","1,927","          2.25","4,302","1,927","          2.23","4,288","1,927","          2.23","4,279","1,934","          2.21"
"대구광역시 달성군 옥포면(2771034000)","10,710","4,157","          2.58","10,768","4,186","          2.57","10,741","4,174","          2.57","10,736","4,191","          2.56","10,753","4,198","          2.56","10,767","4,205","          2.56","10,750","4,199","          2.56","10,764","4,206","          2.56","10,737","4,202","          2.56","10,715","4,201","          2.55","10,717","4,210","          2.55","10,705","4,200","          2.55"
"대구광역시 달성군 현풍면(2771036000)","10,449","4,220","          2.48","10,468","4,235","          2.47","10,413","4,220","          2.47","10,393","4,226","          2.46","10,390","4,233","          2.45","10,377","4,239","          2.45","10,390","4,252","          2.44","10,434","4,270","          2.44","10,487","4,291","          2.44","10,477","4,278","          2.45","10,495","4,280","          2.45","10,480","4,288","          2.44"
"대구광역시 달성군 유가면(2771037000)","2,644","1,209","          2.19","2,646","1,210","          2.19","2,623","1,201","          2.18","2,620","1,203","          2.18","2,608","1,198","          2.18","2,607","1,198","          2.18","2,596","1,200","          2.16","2,574","1,195","          2.15","2,563","1,195","          2.14","2,550","1,192","          2.14","2,538","1,191","          2.13","2,530","1,191","          2.12"
"대구광역시 달성군 구지면(2771038000)","6,738","3,095","          2.18","6,799","3,127","          2.17","6,872","3,172","          2.17","6,926","3,202","          2.16","6,973","3,229","          2.16","6,999","3,243","          2.16","7,027","3,252","          2.16","7,110","3,286","          2.16","7,124","3,301","          2.16","7,126","3,308","          2.15","7,190","3,335","          2.16","7,168","3,329","          2.15"
