"행정구역","2019년01월_거주자 인구수","2019년01월_세대수","2019년01월_세대당 인구","2019년02월_거주자 인구수","2019년02월_세대수","2019년02월_세대당 인구","2019년03월_거주자 인구수","2019년03월_세대수","2019년03월_세대당 인구","2019년04월_거주자 인구수","2019년04월_세대수","2019년04월_세대당 인구","2019년05월_거주자 인구수","2019년05월_세대수","2019년05월_세대당 인구","2019년06월_거주자 인구수","2019년06월_세대수","2019년06월_세대당 인구","2019년07월_거주자 인구수","2019년07월_세대수","2019년07월_세대당 인구","2019년08월_거주자 인구수","2019년08월_세대수","2019년08월_세대당 인구","2019년09월_거주자 인구수","2019년09월_세대수","2019년09월_세대당 인구","2019년10월_거주자 인구수","2019년10월_세대수","2019년10월_세대당 인구","2019년11월_거주자 인구수","2019년11월_세대수","2019년11월_세대당 인구","2019년12월_거주자 인구수","2019년12월_세대수","2019년12월_세대당 인구"
"대구광역시 동구 (2714000000)","348,214","149,966","          2.32","347,567","149,984","          2.32","347,256","150,000","          2.32","346,993","150,017","          2.31","346,382","150,009","          2.31","345,767","149,886","          2.31","345,191","149,769","          2.30","344,685","149,686","          2.30","344,264","149,770","          2.30","343,763","149,787","          2.30","343,269","149,825","          2.29","342,392","149,878","          2.28"
"대구광역시 동구 신암1동(2714051000)","9,487","4,674","          2.03","9,454","4,663","          2.03","9,411","4,647","          2.03","9,288","4,595","          2.02","8,932","4,430","          2.02","8,587","4,278","          2.01","8,327","4,161","          2.00","8,256","4,132","          2.00","8,203","4,111","          2.00","8,149","4,089","          1.99","8,042","4,043","          1.99","7,960","4,001","          1.99"
"대구광역시 동구 신암2동(2714052000)","11,820","4,805","          2.46","11,771","4,800","          2.45","11,758","4,801","          2.45","11,740","4,792","          2.45","11,709","4,794","          2.44","11,681","4,794","          2.44","11,680","4,795","          2.44","11,634","4,788","          2.43","11,591","4,785","          2.42","11,567","4,781","          2.42","11,558","4,777","          2.42","11,473","4,757","          2.41"
"대구광역시 동구 신암3동(2714053000)","8,181","3,707","          2.21","8,517","3,817","          2.23","8,609","3,851","          2.24","8,699","3,883","          2.24","8,783","3,916","          2.24","8,794","3,932","          2.24","8,762","3,904","          2.24","8,793","3,911","          2.25","8,828","3,926","          2.25","8,852","3,938","          2.25","8,816","3,932","          2.24","8,831","3,942","          2.24"
"대구광역시 동구 신암4동(2714054000)","15,493","7,876","          1.97","15,334","7,792","          1.97","15,237","7,760","          1.96","15,069","7,686","          1.96","14,833","7,580","          1.96","14,584","7,480","          1.95","14,365","7,388","          1.94","14,278","7,346","          1.94","14,231","7,326","          1.94","14,182","7,298","          1.94","14,085","7,269","          1.94","13,899","7,189","          1.93"
"대구광역시 동구 신암5동(2714054100)","7,107","3,268","          2.17","7,000","3,238","          2.16","6,913","3,194","          2.16","6,858","3,171","          2.16","6,838","3,170","          2.16","6,832","3,161","          2.16","6,781","3,148","          2.15","6,748","3,151","          2.14","6,725","3,147","          2.14","6,735","3,157","          2.13","6,696","3,142","          2.13","6,646","3,141","          2.12"
"대구광역시 동구 신천1.2동(2714055500)","13,680","5,974","          2.29","13,676","5,974","          2.29","13,671","5,982","          2.29","13,676","5,979","          2.29","13,681","5,986","          2.29","13,696","5,985","          2.29","13,685","5,992","          2.28","13,690","6,013","          2.28","13,687","6,016","          2.28","13,623","6,003","          2.27","13,616","6,011","          2.27","13,539","6,010","          2.25"
"대구광역시 동구 신천3동(2714057000)","12,858","5,212","          2.47","12,796","5,188","          2.47","12,766","5,169","          2.47","12,752","5,166","          2.47","12,762","5,168","          2.47","12,738","5,165","          2.47","12,745","5,165","          2.47","12,754","5,171","          2.47","12,720","5,166","          2.46","12,642","5,151","          2.45","12,642","5,165","          2.45","12,596","5,159","          2.44"
"대구광역시 동구 신천4동(2714058000)","8,005","4,567","          1.75","7,875","4,508","          1.75","7,755","4,473","          1.73","7,710","4,446","          1.73","7,701","4,449","          1.73","7,718","4,467","          1.73","7,745","4,490","          1.72","7,691","4,466","          1.72","7,671","4,454","          1.72","7,670","4,469","          1.72","7,669","4,476","          1.71","7,620","4,467","          1.71"
"대구광역시 동구 효목1동(2714059000)","14,327","6,664","          2.15","14,328","6,678","          2.15","14,312","6,680","          2.14","14,281","6,674","          2.14","14,310","6,705","          2.13","14,322","6,727","          2.13","14,351","6,756","          2.12","14,343","6,750","          2.12","14,307","6,752","          2.12","14,313","6,767","          2.12","14,291","6,782","          2.11","14,288","6,810","          2.10"
