"행정구역","2020년01월_거주자 인구수","2020년01월_세대수","2020년01월_세대당 인구","2020년02월_거주자 인구수","2020년02월_세대수","2020년02월_세대당 인구","2020년03월_거주자 인구수","2020년03월_세대수","2020년03월_세대당 인구","2020년04월_거주자 인구수","2020년04월_세대수","2020년04월_세대당 인구","2020년05월_거주자 인구수","2020년05월_세대수","2020년05월_세대당 인구","2020년06월_거주자 인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년07월_거주자 인구수","2020년07월_세대수","2020년07월_세대당 인구","2020년08월_거주자 인구수","2020년08월_세대수","2020년08월_세대당 인구","2020년09월_거주자 인구수","2020년09월_세대수","2020년09월_세대당 인구","2020년10월_거주자 인구수","2020년10월_세대수","2020년10월_세대당 인구","2020년11월_거주자 인구수","2020년11월_세대수","2020년11월_세대당 인구","2020년12월_거주자 인구수","2020년12월_세대수","2020년12월_세대당 인구"
"대구광역시 중구 (2711000000)","75,828","37,088","          2.04","75,668","37,087","          2.04","75,688","37,324","          2.03","75,551","37,514","          2.01","75,490","37,600","          2.01","75,596","37,719","          2.00","75,682","37,824","          2.00","75,742","37,931","          2.00","75,659","37,986","          1.99","75,469","37,905","          1.99","75,354","37,882","          1.99","75,175","37,890","          1.98"
"대구광역시 중구 동인동(2711051700)","9,018","5,159","          1.75","8,920","5,136","          1.74","8,870","5,151","          1.72","8,804","5,138","          1.71","8,686","5,090","          1.71","8,605","5,047","          1.70","8,553","5,030","          1.70","8,534","5,020","          1.70","8,507","5,005","          1.70","8,472","4,977","          1.70","8,402","4,936","          1.70","8,379","4,929","          1.70"
"대구광역시 중구 삼덕동(2711054500)","6,486","3,725","          1.74","6,490","3,741","          1.73","6,557","3,812","          1.72","6,611","3,869","          1.71","6,643","3,915","          1.70","6,628","3,937","          1.68","6,619","3,952","          1.67","6,631","3,969","          1.67","6,639","4,001","          1.66","6,616","3,985","          1.66","6,640","4,016","          1.65","6,631","4,018","          1.65"
"대구광역시 중구 성내1동(2711056500)","4,789","3,067","          1.56","4,826","3,093","          1.56","4,875","3,150","          1.55","4,919","3,210","          1.53","4,920","3,232","          1.52","4,910","3,237","          1.52","4,921","3,261","          1.51","4,977","3,308","          1.50","4,987","3,331","          1.50","4,980","3,322","          1.50","4,959","3,316","          1.50","4,953","3,312","          1.50"
"대구광역시 중구 성내2동(2711057500)","4,416","2,678","          1.65","4,415","2,686","          1.64","4,451","2,726","          1.63","4,458","2,746","          1.62","4,457","2,748","          1.62","4,422","2,732","          1.62","4,430","2,748","          1.61","4,426","2,749","          1.61","4,416","2,747","          1.61","4,410","2,743","          1.61","4,420","2,746","          1.61","4,409","2,756","          1.60"
"대구광역시 중구 성내3동(2711058500)","5,183","2,464","          2.10","5,161","2,450","          2.11","5,152","2,451","          2.10","5,126","2,459","          2.08","5,129","2,462","          2.08","5,098","2,455","          2.08","5,109","2,462","          2.08","5,113","2,461","          2.08","5,106","2,465","          2.07","5,072","2,457","          2.06","5,062","2,449","          2.07","5,040","2,435","          2.07"
"대구광역시 중구 대신동(2711059500)","8,227","3,320","          2.48","8,189","3,314","          2.47","8,180","3,317","          2.47","8,151","3,318","          2.46","8,149","3,317","          2.46","8,116","3,315","          2.45","8,117","3,318","          2.45","8,097","3,311","          2.45","8,085","3,314","          2.44","8,061","3,309","          2.44","7,994","3,291","          2.43","7,996","3,302","          2.42"
"대구광역시 중구 남산1동(2711064000)","5,152","2,755","          1.87","5,151","2,759","          1.87","5,151","2,779","          1.85","5,151","2,800","          1.84","5,092","2,784","          1.83","5,057","2,775","          1.82","5,015","2,761","          1.82","5,007","2,765","          1.81","4,980","2,756","          1.81","5,001","2,756","          1.81","5,027","2,764","          1.82","5,031","2,777","          1.81"
"대구광역시 중구 남산2동(2711065000)","3,284","1,706","          1.92","3,291","1,701","          1.93","3,300","1,713","          1.93","3,295","1,721","          1.91","3,473","1,805","          1.92","3,897","1,984","          1.96","4,072","2,051","          1.99","4,123","2,083","          1.98","4,165","2,101","          1.98","4,171","2,102","          1.98","4,185","2,109","          1.98","4,185","2,121","          1.97"
"대구광역시 중구 남산3동(2711066000)","7,069","2,916","          2.42","7,058","2,921","          2.42","7,040","2,922","          2.41","7,005","2,927","          2.39","6,982","2,923","          2.39","6,950","2,915","          2.38","6,971","2,924","          2.38","6,967","2,932","          2.38","6,956","2,941","          2.37","6,925","2,944","          2.35","6,936","2,951","          2.35","6,920","2,961","          2.34"
"대구광역시 중구 남산4동(2711067000)","12,118","4,854","          2.50","12,080","4,830","          2.50","12,063","4,838","          2.49","12,002","4,841","          2.48","11,958","4,834","          2.47","11,943","4,843","          2.47","11,910","4,836","          2.46","11,897","4,838","          2.46","11,865","4,832","          2.46","11,819","4,826","          2.45","11,828","4,827","          2.45","11,759","4,814","          2.44"
"대구광역시 중구 대봉1동(2711068000)","7,629","3,208","          2.38","7,631","3,223","          2.37","7,597","3,230","          2.35","7,591","3,245","          2.34","7,565","3,249","          2.33","7,546","3,241","          2.33","7,559","3,253","          2.32","7,562","3,268","          2.31","7,538","3,268","          2.31","7,558","3,273","          2.31","7,545","3,273","          2.31","7,557","3,285","          2.30"
"대구광역시 중구 대봉2동(2711069000)","2,457","1,236","          1.99","2,456","1,233","          1.99","2,452","1,235","          1.99","2,438","1,240","          1.97","2,436","1,241","          1.96","2,424","1,238","          1.96","2,406","1,228","          1.96","2,408","1,227","          1.96","2,415","1,225","          1.97","2,384","1,211","          1.97","2,356","1,204","          1.96","2,315","1,180","          1.96"
