"행정구역","2015년01월_거주자 인구수","2015년01월_세대수","2015년01월_세대당 인구","2015년02월_거주자 인구수","2015년02월_세대수","2015년02월_세대당 인구","2015년03월_거주자 인구수","2015년03월_세대수","2015년03월_세대당 인구","2015년04월_거주자 인구수","2015년04월_세대수","2015년04월_세대당 인구","2015년05월_거주자 인구수","2015년05월_세대수","2015년05월_세대당 인구","2015년06월_거주자 인구수","2015년06월_세대수","2015년06월_세대당 인구","2015년07월_거주자 인구수","2015년07월_세대수","2015년07월_세대당 인구","2015년08월_거주자 인구수","2015년08월_세대수","2015년08월_세대당 인구","2015년09월_거주자 인구수","2015년09월_세대수","2015년09월_세대당 인구","2015년10월_거주자 인구수","2015년10월_세대수","2015년10월_세대당 인구","2015년11월_거주자 인구수","2015년11월_세대수","2015년11월_세대당 인구","2015년12월_거주자 인구수","2015년12월_세대수","2015년12월_세대당 인구"
"대구광역시 중구 (2711000000)","77,375","35,883","          2.16","77,344","35,936","          2.15","77,316","35,966","          2.15","77,999","36,231","          2.15","78,890","36,586","          2.16","79,319","36,735","          2.16","79,425","36,789","          2.16","79,324","36,752","          2.16","79,303","36,717","          2.16","79,213","36,769","          2.15","79,206","36,781","          2.15","79,473","36,964","          2.15"
"대구광역시 중구 동인동(2711051700)","10,196","5,197","          1.96","10,185","5,212","          1.95","10,210","5,222","          1.96","10,166","5,202","          1.95","10,166","5,217","          1.95","10,181","5,222","          1.95","10,192","5,236","          1.95","10,151","5,231","          1.94","10,163","5,239","          1.94","10,233","5,312","          1.93","10,328","5,400","          1.91","10,470","5,514","          1.90"
"대구광역시 중구 삼덕동(2711054500)","6,639","3,420","          1.94","6,641","3,431","          1.94","6,665","3,439","          1.94","6,653","3,439","          1.93","6,664","3,447","          1.93","6,669","3,447","          1.93","6,656","3,438","          1.94","6,679","3,455","          1.93","6,672","3,430","          1.95","6,691","3,449","          1.94","6,688","3,438","          1.95","6,668","3,441","          1.94"
"대구광역시 중구 성내1동(2711056500)","4,618","2,633","          1.75","4,641","2,643","          1.76","4,655","2,655","          1.75","4,665","2,658","          1.76","4,663","2,672","          1.75","4,666","2,676","          1.74","4,658","2,675","          1.74","4,637","2,662","          1.74","4,619","2,656","          1.74","4,584","2,647","          1.73","4,581","2,637","          1.74","4,576","2,635","          1.74"
"대구광역시 중구 성내2동(2711057500)","4,899","2,640","          1.86","4,912","2,649","          1.85","4,898","2,652","          1.85","4,864","2,638","          1.84","4,856","2,634","          1.84","4,835","2,632","          1.84","4,827","2,626","          1.84","4,822","2,623","          1.84","4,809","2,615","          1.84","4,784","2,608","          1.83","4,749","2,602","          1.83","4,732","2,593","          1.82"
"대구광역시 중구 성내3동(2711058500)","3,638","1,930","          1.88","3,646","1,939","          1.88","3,621","1,932","          1.87","3,594","1,918","          1.87","3,580","1,911","          1.87","3,593","1,921","          1.87","3,589","1,930","          1.86","3,564","1,922","          1.85","3,577","1,922","          1.86","3,565","1,921","          1.86","3,544","1,913","          1.85","3,516","1,911","          1.84"
"대구광역시 중구 대신동(2711059500)","4,652","1,948","          2.39","4,611","1,932","          2.39","4,554","1,910","          2.38","5,466","2,233","          2.45","6,513","2,591","          2.51","7,059","2,777","          2.54","7,220","2,838","          2.54","7,263","2,848","          2.55","7,331","2,869","          2.56","7,358","2,879","          2.56","7,374","2,874","          2.57","7,403","2,877","          2.57"
"대구광역시 중구 남산1동(2711064000)","5,159","2,472","          2.09","5,160","2,477","          2.08","5,175","2,499","          2.07","5,162","2,494","          2.07","5,153","2,493","          2.07","5,145","2,488","          2.07","5,157","2,492","          2.07","5,141","2,476","          2.08","5,138","2,477","          2.07","5,138","2,486","          2.07","5,141","2,486","          2.07","5,129","2,484","          2.06"
"대구광역시 중구 남산2동(2711065000)","4,719","2,214","          2.13","4,739","2,222","          2.13","4,744","2,224","          2.13","4,751","2,230","          2.13","4,745","2,228","          2.13","4,730","2,226","          2.12","4,710","2,214","          2.13","4,708","2,211","          2.13","4,678","2,202","          2.12","4,664","2,193","          2.13","4,657","2,188","          2.13","4,662","2,197","          2.12"
"대구광역시 중구 남산3동(2711066000)","7,476","2,967","          2.52","7,455","2,972","          2.51","7,497","2,981","          2.51","7,486","2,974","          2.52","7,470","2,969","          2.52","7,475","2,969","          2.52","7,473","2,966","          2.52","7,481","2,977","          2.51","7,493","2,983","          2.51","7,515","2,995","          2.51","7,494","2,990","          2.51","7,469","2,978","          2.51"
"대구광역시 중구 남산4동(2711067000)","13,934","5,454","          2.55","13,924","5,459","          2.55","13,919","5,465","          2.55","13,852","5,461","          2.54","13,775","5,453","          2.53","13,712","5,433","          2.52","13,715","5,433","          2.52","13,679","5,417","          2.53","13,611","5,386","          2.53","13,526","5,366","          2.52","13,515","5,359","          2.52","13,476","5,342","          2.52"
"대구광역시 중구 대봉1동(2711068000)","7,553","3,155","          2.39","7,560","3,154","          2.40","7,513","3,140","          2.39","7,488","3,138","          2.39","7,468","3,126","          2.39","7,398","3,096","          2.39","7,397","3,094","          2.39","7,390","3,093","          2.39","7,398","3,102","          2.38","7,363","3,086","          2.39","7,385","3,089","          2.39","7,681","3,214","          2.39"
"대구광역시 중구 대봉2동(2711069000)","3,892","1,853","          2.10","3,870","1,846","          2.10","3,865","1,847","          2.09","3,852","1,846","          2.09","3,837","1,845","          2.08","3,856","1,848","          2.09","3,831","1,847","          2.07","3,809","1,837","          2.07","3,814","1,836","          2.08","3,792","1,827","          2.08","3,750","1,805","          2.08","3,691","1,778","          2.08"
