"행정구역","2020년01월_거주자 인구수","2020년01월_세대수","2020년01월_세대당 인구","2020년02월_거주자 인구수","2020년02월_세대수","2020년02월_세대당 인구","2020년03월_거주자 인구수","2020년03월_세대수","2020년03월_세대당 인구","2020년04월_거주자 인구수","2020년04월_세대수","2020년04월_세대당 인구","2020년05월_거주자 인구수","2020년05월_세대수","2020년05월_세대당 인구","2020년06월_거주자 인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년07월_거주자 인구수","2020년07월_세대수","2020년07월_세대당 인구","2020년08월_거주자 인구수","2020년08월_세대수","2020년08월_세대당 인구","2020년09월_거주자 인구수","2020년09월_세대수","2020년09월_세대당 인구","2020년10월_거주자 인구수","2020년10월_세대수","2020년10월_세대당 인구","2020년11월_거주자 인구수","2020년11월_세대수","2020년11월_세대당 인구","2020년12월_거주자 인구수","2020년12월_세대수","2020년12월_세대당 인구"
"대구광역시 북구 (2723000000)","434,479","177,790","          2.44","433,820","177,886","          2.44","434,166","178,816","          2.43","434,265","179,728","          2.42","435,024","180,721","          2.41","436,057","181,577","          2.40","436,881","182,345","          2.40","437,174","183,006","          2.39","437,992","183,940","          2.38","438,329","184,417","          2.38","438,243","184,806","          2.37","437,760","185,300","          2.36"
"대구광역시 북구 고성동(2723051000)","4,100","2,026","          2.02","4,065","2,000","          2.03","4,031","1,989","          2.03","4,068","2,009","          2.02","4,599","2,190","          2.10","5,021","2,334","          2.15","5,085","2,345","          2.17","5,028","2,314","          2.17","4,979","2,285","          2.18","4,943","2,266","          2.18","4,912","2,248","          2.19","4,894","2,239","          2.19"
"대구광역시 북구 칠성동(2723052600)","23,379","9,724","          2.40","23,441","9,752","          2.40","23,434","9,782","          2.40","23,443","9,847","          2.38","23,338","9,845","          2.37","23,215","9,814","          2.37","23,130","9,790","          2.36","23,211","9,885","          2.35","23,324","10,045","          2.32","23,359","10,104","          2.31","23,349","10,134","          2.30","23,328","10,154","          2.30"
"대구광역시 북구 침산1동(2723055000)","4,252","2,004","          2.12","4,235","2,001","          2.12","4,245","2,021","          2.10","4,239","2,027","          2.09","4,237","2,038","          2.08","4,222","2,038","          2.07","4,220","2,041","          2.07","4,212","2,047","          2.06","4,214","2,057","          2.05","4,201","2,052","          2.05","4,196","2,053","          2.04","4,188","2,055","          2.04"
"대구광역시 북구 침산2동(2723056000)","19,693","7,048","          2.79","19,675","7,058","          2.79","19,644","7,069","          2.78","19,612","7,079","          2.77","19,553","7,076","          2.76","19,538","7,087","          2.76","19,552","7,097","          2.75","19,491","7,084","          2.75","19,442","7,073","          2.75","19,443","7,070","          2.75","19,387","7,053","          2.75","19,331","7,053","          2.74"
"대구광역시 북구 침산3동(2723057000)","20,798","7,481","          2.78","20,799","7,489","          2.78","20,794","7,510","          2.77","20,731","7,516","          2.76","20,576","7,498","          2.74","20,547","7,499","          2.74","20,491","7,498","          2.73","20,463","7,505","          2.73","20,415","7,496","          2.72","20,395","7,508","          2.72","20,379","7,521","          2.71","20,317","7,535","          2.70"
"대구광역시 북구 산격1동(2723061000)","9,752","5,183","          1.88","9,763","5,193","          1.88","9,713","5,170","          1.88","9,641","5,169","          1.87","9,611","5,166","          1.86","9,548","5,156","          1.85","9,554","5,163","          1.85","9,538","5,176","          1.84","9,520","5,183","          1.84","9,508","5,191","          1.83","9,480","5,184","          1.83","9,454","5,201","          1.82"
"대구광역시 북구 산격2동(2723062000)","11,440","4,602","          2.49","11,415","4,613","          2.47","11,409","4,630","          2.46","11,376","4,649","          2.45","11,336","4,639","          2.44","11,299","4,637","          2.44","11,286","4,645","          2.43","11,250","4,653","          2.42","11,161","4,635","          2.41","11,142","4,638","          2.40","11,113","4,632","          2.40","11,064","4,638","          2.39"
"대구광역시 북구 산격3동(2723063000)","8,861","5,221","          1.70","8,835","5,210","          1.70","8,893","5,293","          1.68","8,933","5,347","          1.67","8,976","5,413","          1.66","8,931","5,418","          1.65","8,959","5,448","          1.64","9,005","5,513","          1.63","8,991","5,529","          1.63","8,989","5,550","          1.62","8,978","5,567","          1.61","9,075","5,662","          1.60"
"대구광역시 북구 산격4동(2723063100)","8,640","4,243","          2.04","8,641","4,245","          2.04","8,679","4,294","          2.02","8,661","4,307","          2.01","8,655","4,332","          2.00","8,606","4,326","          1.99","8,597","4,327","          1.99","8,583","4,338","          1.98","8,543","4,338","          1.97","8,535","4,343","          1.97","8,516","4,346","          1.96","8,552","4,376","          1.95"
