"행정구역","2021년01월_거주자 인구수","2021년01월_세대수","2021년01월_세대당 인구","2021년02월_거주자 인구수","2021년02월_세대수","2021년02월_세대당 인구","2021년03월_거주자 인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년04월_거주자 인구수","2021년04월_세대수","2021년04월_세대당 인구","2021년05월_거주자 인구수","2021년05월_세대수","2021년05월_세대당 인구","2021년06월_거주자 인구수","2021년06월_세대수","2021년06월_세대당 인구","2021년07월_거주자 인구수","2021년07월_세대수","2021년07월_세대당 인구","2021년08월_거주자 인구수","2021년08월_세대수","2021년08월_세대당 인구","2021년09월_거주자 인구수","2021년09월_세대수","2021년09월_세대당 인구","2021년10월_거주자 인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년11월_거주자 인구수","2021년11월_세대수","2021년11월_세대당 인구","2021년12월_거주자 인구수","2021년12월_세대수","2021년12월_세대당 인구"
"대구광역시 달성군 (2771000000)","258,800","107,581","          2.41","259,124","108,018","          2.40","259,254","108,365","          2.39","259,613","108,667","          2.39","259,828","108,868","          2.39","259,978","109,086","          2.38","260,387","109,400","          2.38","261,091","109,837","          2.38","261,897","110,368","          2.37","262,240","110,688","          2.37","262,333","110,853","          2.37","261,885","110,923","          2.36"
"대구광역시 달성군 화원읍(2771025000)","47,807","19,090","          2.50","47,783","19,147","          2.50","47,642","19,146","          2.49","47,573","19,129","          2.49","47,533","19,163","          2.48","47,531","19,197","          2.48","47,414","19,189","          2.47","47,360","19,179","          2.47","47,336","19,201","          2.47","47,240","19,171","          2.46","47,121","19,148","          2.46","46,896","19,115","          2.45"
"대구광역시 달성군 논공읍(2771025300)","4,633","2,369","          1.96","4,615","2,370","          1.95","4,637","2,383","          1.95","4,712","2,418","          1.95","4,736","2,428","          1.95","4,745","2,440","          1.94","4,747","2,440","          1.95","4,764","2,442","          1.95","4,754","2,442","          1.95","4,746","2,441","          1.94","4,746","2,439","          1.95","4,762","2,440","          1.95"
"대구광역시 달성군 논공읍공단출장소(2771025400)","13,619","6,410","          2.12","13,540","6,407","          2.11","13,486","6,411","          2.10","13,472","6,429","          2.10","13,447","6,437","          2.09","13,449","6,454","          2.08","13,344","6,437","          2.07","13,230","6,406","          2.07","13,216","6,418","          2.06","13,182","6,412","          2.06","13,136","6,388","          2.06","13,086","6,395","          2.05"
"대구광역시 달성군 다사읍(2771025600)","50,655","18,926","          2.68","50,476","18,913","          2.67","50,391","18,922","          2.66","50,359","18,924","          2.66","50,325","18,943","          2.66","50,335","18,984","          2.65","50,270","19,000","          2.65","50,293","19,048","          2.64","50,748","19,297","          2.63","50,946","19,389","          2.63","51,024","19,449","          2.62","50,938","19,459","          2.62"
"대구광역시 달성군 다사읍서재출장소(2771025700)","38,564","14,442","          2.67","38,569","14,477","          2.66","38,546","14,478","          2.66","38,556","14,494","          2.66","38,588","14,499","          2.66","38,601","14,509","          2.66","38,636","14,518","          2.66","38,632","14,531","          2.66","38,548","14,522","          2.65","38,488","14,516","          2.65","38,439","14,521","          2.65","38,264","14,509","          2.64"
"대구광역시 달성군 유가읍(2771025900)","29,714","11,221","          2.65","29,698","11,245","          2.64","29,660","11,252","          2.64","29,606","11,248","          2.63","29,648","11,278","          2.63","29,662","11,278","          2.63","29,599","11,246","          2.63","29,535","11,239","          2.63","29,460","11,216","          2.63","29,536","11,268","          2.62","29,592","11,302","          2.62","29,521","11,287","          2.62"
"대구광역시 달성군 옥포읍(2771026200)","25,303","11,015","          2.30","25,332","11,052","          2.29","25,301","11,095","          2.28","25,370","11,145","          2.28","25,359","11,154","          2.27","25,350","11,161","          2.27","25,333","11,171","          2.27","25,337","11,208","          2.26","25,377","11,221","          2.26","25,322","11,214","          2.26","25,255","11,209","          2.25","25,195","11,205","          2.25"
"대구광역시 달성군 현풍읍(2771026500)","23,028","11,652","          1.98","22,999","11,669","          1.97","23,014","11,695","          1.97","23,091","11,743","          1.97","23,127","11,748","          1.97","23,130","11,780","          1.96","23,043","11,759","          1.96","22,896","11,681","          1.96","22,874","11,690","          1.96","22,948","11,786","          1.95","22,959","11,834","          1.94","22,989","11,869","          1.94"
"대구광역시 달성군 가창면(2771031000)","7,846","3,712","          2.11","7,828","3,718","          2.11","7,822","3,732","          2.10","7,829","3,744","          2.09","7,840","3,752","          2.09","7,821","3,751","          2.09","7,807","3,750","          2.08","7,804","3,749","          2.08","7,792","3,754","          2.08","7,780","3,760","          2.07","7,746","3,743","          2.07","7,744","3,749","          2.07"
"대구광역시 달성군 하빈면(2771033000)","3,660","2,007","          1.82","3,675","2,020","          1.82","3,666","2,025","          1.81","3,650","2,018","          1.81","3,650","2,015","          1.81","3,653","2,016","          1.81","3,640","2,015","          1.81","3,637","2,021","          1.80","3,609","2,013","          1.79","3,593","2,004","          1.79","3,578","2,005","          1.78","3,568","2,003","          1.78"
"대구광역시 달성군 구지면(2771038000)","13,971","6,737","          2.07","14,609","7,000","          2.09","15,089","7,226","          2.09","15,395","7,375","          2.09","15,575","7,451","          2.09","15,701","7,516","          2.09","16,554","7,875","          2.10","17,603","8,333","          2.11","18,183","8,594","          2.12","18,459","8,727","          2.12","18,737","8,815","          2.13","18,922","8,892","          2.13"
