"행정구역","2011년01월_거주자 인구수","2011년01월_세대수","2011년01월_세대당 인구","2011년02월_거주자 인구수","2011년02월_세대수","2011년02월_세대당 인구","2011년03월_거주자 인구수","2011년03월_세대수","2011년03월_세대당 인구","2011년04월_거주자 인구수","2011년04월_세대수","2011년04월_세대당 인구","2011년05월_거주자 인구수","2011년05월_세대수","2011년05월_세대당 인구","2011년06월_거주자 인구수","2011년06월_세대수","2011년06월_세대당 인구","2011년07월_거주자 인구수","2011년07월_세대수","2011년07월_세대당 인구","2011년08월_거주자 인구수","2011년08월_세대수","2011년08월_세대당 인구","2011년09월_거주자 인구수","2011년09월_세대수","2011년09월_세대당 인구","2011년10월_거주자 인구수","2011년10월_세대수","2011년10월_세대당 인구","2011년11월_거주자 인구수","2011년11월_세대수","2011년11월_세대당 인구","2011년12월_거주자 인구수","2011년12월_세대수","2011년12월_세대당 인구"
"대구광역시 달성군 (2771000000)","177,737","62,855","          2.83","177,626","62,856","          2.83","177,709","62,967","          2.82","177,913","63,070","          2.82","178,024","63,130","          2.82","178,083","63,170","          2.82","178,119","63,205","          2.82","178,000","63,232","          2.82","177,962","63,268","          2.81","178,165","63,386","          2.81","178,994","63,708","          2.81","179,315","63,908","          2.81"
"대구광역시 달성군 화원읍(2771025000)","56,578","18,517","          3.06","56,529","18,505","          3.05","56,414","18,481","          3.05","56,410","18,475","          3.05","56,355","18,463","          3.05","56,306","18,456","          3.05","56,254","18,447","          3.05","56,133","18,425","          3.05","55,979","18,403","          3.04","55,883","18,393","          3.04","55,793","18,370","          3.04","55,675","18,340","          3.04"
"대구광역시 달성군 논공읍(2771025300)","3,707","1,592","          2.33","3,694","1,588","          2.33","3,675","1,588","          2.31","3,684","1,587","          2.32","3,676","1,590","          2.31","3,657","1,584","          2.31","3,648","1,582","          2.31","3,643","1,586","          2.30","3,630","1,587","          2.29","3,618","1,585","          2.28","3,615","1,581","          2.29","3,609","1,582","          2.28"
"대구광역시 달성군 논공읍공단출장소(2771025400)","19,882","7,126","          2.79","19,724","7,079","          2.79","19,686","7,073","          2.78","19,605","7,054","          2.78","19,586","7,038","          2.78","19,583","7,047","          2.78","19,525","7,035","          2.78","19,473","7,017","          2.78","19,473","7,018","          2.77","19,476","7,015","          2.78","19,474","7,017","          2.78","19,457","7,024","          2.77"
"대구광역시 달성군 다사읍(2771025600)","37,410","12,510","          2.99","37,414","12,497","          2.99","37,491","12,505","          3.00","37,604","12,535","          3.00","37,699","12,565","          3.00","37,765","12,565","          3.01","37,885","12,604","          3.01","37,861","12,600","          3.00","37,860","12,596","          3.01","38,141","12,673","          3.01","38,926","12,928","          3.01","39,337","13,074","          3.01"
"대구광역시 달성군 다사읍서재출장소(2771025700)","17,924","5,842","          3.07","17,868","5,830","          3.06","17,881","5,832","          3.07","17,907","5,838","          3.07","17,913","5,833","          3.07","17,894","5,832","          3.07","17,933","5,837","          3.07","17,968","5,853","          3.07","17,941","5,845","          3.07","17,929","5,852","          3.06","17,929","5,859","          3.06","17,903","5,861","          3.05"
"대구광역시 달성군 가창면(2771031000)","8,892","3,562","          2.50","8,731","3,521","          2.48","8,599","3,481","          2.47","8,574","3,468","          2.47","8,557","3,474","          2.46","8,537","3,467","          2.46","8,517","3,458","          2.46","8,502","3,458","          2.46","8,475","3,449","          2.46","8,481","3,462","          2.45","8,509","3,473","          2.45","8,495","3,472","          2.45"
"대구광역시 달성군 하빈면(2771033000)","4,424","1,912","          2.31","4,428","1,916","          2.31","4,436","1,923","          2.31","4,443","1,928","          2.30","4,427","1,924","          2.30","4,437","1,925","          2.30","4,416","1,917","          2.30","4,387","1,912","          2.29","4,395","1,915","          2.30","4,399","1,913","          2.30","4,363","1,914","          2.28","4,357","1,920","          2.27"
"대구광역시 달성군 옥포면(2771034000)","10,748","4,126","          2.60","10,774","4,133","          2.61","10,759","4,137","          2.60","10,770","4,136","          2.60","10,784","4,145","          2.60","10,780","4,159","          2.59","10,764","4,155","          2.59","10,735","4,140","          2.59","10,748","4,147","          2.59","10,717","4,151","          2.58","10,732","4,157","          2.58","10,719","4,158","          2.58"
"대구광역시 달성군 현풍면(2771036000)","10,820","4,263","          2.54","10,813","4,270","          2.53","10,669","4,220","          2.53","10,608","4,213","          2.52","10,574","4,208","          2.51","10,577","4,208","          2.51","10,549","4,203","          2.51","10,556","4,216","          2.50","10,581","4,227","          2.50","10,520","4,215","          2.50","10,502","4,211","          2.49","10,467","4,224","          2.48"
"대구광역시 달성군 유가면(2771037000)","2,901","1,285","          2.26","2,850","1,263","          2.26","2,747","1,232","          2.23","2,720","1,224","          2.22","2,703","1,216","          2.22","2,690","1,216","          2.21","2,695","1,223","          2.20","2,701","1,228","          2.20","2,687","1,221","          2.20","2,654","1,209","          2.20","2,641","1,209","          2.18","2,638","1,207","          2.19"
"대구광역시 달성군 구지면(2771038000)","4,451","2,120","          2.10","4,801","2,254","          2.13","5,352","2,495","          2.15","5,588","2,612","          2.14","5,750","2,674","          2.15","5,857","2,711","          2.16","5,933","2,744","          2.16","6,041","2,797","          2.16","6,193","2,860","          2.17","6,347","2,918","          2.18","6,510","2,989","          2.18","6,658","3,046","          2.19"
