"행정구역","2021년01월_거주자 인구수","2021년01월_세대수","2021년01월_세대당 인구","2021년02월_거주자 인구수","2021년02월_세대수","2021년02월_세대당 인구","2021년03월_거주자 인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년04월_거주자 인구수","2021년04월_세대수","2021년04월_세대당 인구","2021년05월_거주자 인구수","2021년05월_세대수","2021년05월_세대당 인구","2021년06월_거주자 인구수","2021년06월_세대수","2021년06월_세대당 인구","2021년07월_거주자 인구수","2021년07월_세대수","2021년07월_세대당 인구","2021년08월_거주자 인구수","2021년08월_세대수","2021년08월_세대당 인구","2021년09월_거주자 인구수","2021년09월_세대수","2021년09월_세대당 인구","2021년10월_거주자 인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년11월_거주자 인구수","2021년11월_세대수","2021년11월_세대당 인구","2021년12월_거주자 인구수","2021년12월_세대수","2021년12월_세대당 인구"
"대구광역시 중구 (2711000000)","75,008","37,873","          1.98","74,794","37,841","          1.98","74,402","37,713","          1.97","74,117","37,593","          1.97","73,912","37,556","          1.97","73,653","37,428","          1.97","73,364","37,339","          1.96","73,060","37,263","          1.96","72,973","37,242","          1.96","73,645","37,453","          1.97","73,797","37,467","          1.97","73,790","37,504","          1.97"
"대구광역시 중구 동인동(2711051700)","8,315","4,911","          1.69","8,301","4,912","          1.69","8,294","4,916","          1.69","8,251","4,891","          1.69","8,229","4,884","          1.68","8,185","4,850","          1.69","8,138","4,838","          1.68","8,098","4,817","          1.68","8,108","4,822","          1.68","8,091","4,814","          1.68","8,055","4,793","          1.68","7,947","4,757","          1.67"
"대구광역시 중구 삼덕동(2711054500)","6,629","4,025","          1.65","6,621","4,036","          1.64","6,613","4,046","          1.63","6,589","4,037","          1.63","6,597","4,055","          1.63","6,570","4,036","          1.63","6,566","4,033","          1.63","6,567","4,045","          1.62","6,582","4,063","          1.62","6,552","4,044","          1.62","6,530","4,026","          1.62","6,515","4,038","          1.61"
"대구광역시 중구 성내1동(2711056500)","4,961","3,323","          1.49","4,976","3,343","          1.49","4,940","3,322","          1.49","4,900","3,294","          1.49","4,903","3,304","          1.48","4,880","3,292","          1.48","4,846","3,283","          1.48","4,865","3,297","          1.48","4,846","3,285","          1.48","4,799","3,253","          1.48","4,748","3,220","          1.47","4,769","3,242","          1.47"
"대구광역시 중구 성내2동(2711057500)","4,381","2,744","          1.60","4,345","2,720","          1.60","4,305","2,692","          1.60","4,284","2,680","          1.60","4,277","2,685","          1.59","4,284","2,694","          1.59","4,269","2,685","          1.59","4,256","2,689","          1.58","4,272","2,698","          1.58","4,247","2,687","          1.58","4,217","2,669","          1.58","4,209","2,673","          1.57"
"대구광역시 중구 성내3동(2711058500)","5,022","2,425","          2.07","5,015","2,412","          2.08","4,972","2,384","          2.09","4,922","2,362","          2.08","4,857","2,330","          2.08","4,846","2,313","          2.10","4,837","2,303","          2.10","4,807","2,294","          2.10","4,797","2,297","          2.09","4,773","2,279","          2.09","4,732","2,269","          2.09","4,710","2,262","          2.08"
"대구광역시 중구 대신동(2711059500)","8,021","3,317","          2.42","7,999","3,308","          2.42","7,956","3,300","          2.41","7,947","3,298","          2.41","7,930","3,292","          2.41","7,932","3,296","          2.41","7,931","3,303","          2.40","7,931","3,303","          2.40","7,904","3,295","          2.40","7,838","3,281","          2.39","7,800","3,258","          2.39","7,800","3,252","          2.40"
"대구광역시 중구 남산1동(2711064000)","5,026","2,781","          1.81","5,002","2,778","          1.80","5,008","2,784","          1.80","4,990","2,774","          1.80","4,979","2,775","          1.79","4,923","2,754","          1.79","4,901","2,749","          1.78","4,907","2,763","          1.78","4,879","2,748","          1.78","4,829","2,723","          1.77","4,800","2,715","          1.77","4,740","2,682","          1.77"
"대구광역시 중구 남산2동(2711065000)","4,189","2,119","          1.98","4,182","2,121","          1.97","4,176","2,125","          1.97","4,164","2,119","          1.97","4,164","2,119","          1.97","4,151","2,113","          1.96","4,149","2,109","          1.97","4,159","2,116","          1.97","4,273","2,172","          1.97","5,545","2,615","          2.12","6,126","2,821","          2.17","6,387","2,922","          2.19"
"대구광역시 중구 남산3동(2711066000)","6,918","2,960","          2.34","6,909","2,968","          2.33","6,884","2,955","          2.33","6,885","2,962","          2.32","6,869","2,958","          2.32","6,841","2,946","          2.32","6,830","2,951","          2.31","6,778","2,922","          2.32","6,766","2,917","          2.32","6,715","2,908","          2.31","6,656","2,892","          2.30","6,628","2,881","          2.30"
"대구광역시 중구 남산4동(2711067000)","11,731","4,828","          2.43","11,739","4,838","          2.43","11,667","4,818","          2.42","11,660","4,825","          2.42","11,630","4,822","          2.41","11,616","4,829","          2.41","11,598","4,820","          2.41","11,546","4,815","          2.40","11,510","4,809","          2.39","11,444","4,796","          2.39","11,409","4,797","          2.38","11,396","4,799","          2.37"
"대구광역시 중구 대봉1동(2711068000)","7,540","3,277","          2.30","7,493","3,273","          2.29","7,459","3,280","          2.27","7,442","3,278","          2.27","7,405","3,266","          2.27","7,393","3,263","          2.27","7,305","3,237","          2.26","7,172","3,186","          2.25","7,087","3,140","          2.26","6,888","3,063","          2.25","6,837","3,037","          2.25","6,839","3,040","          2.25"
"대구광역시 중구 대봉2동(2711069000)","2,275","1,163","          1.96","2,212","1,132","          1.95","2,128","1,091","          1.95","2,083","1,073","          1.94","2,072","1,066","          1.94","2,032","1,042","          1.95","1,994","1,028","          1.94","1,974","1,016","          1.94","1,949","996","          1.96","1,924","990","          1.94","1,887","970","          1.95","1,850","956","          1.94"
