"행정구역","2013년01월_거주자 인구수","2013년01월_세대수","2013년01월_세대당 인구","2013년02월_거주자 인구수","2013년02월_세대수","2013년02월_세대당 인구","2013년03월_거주자 인구수","2013년03월_세대수","2013년03월_세대당 인구","2013년04월_거주자 인구수","2013년04월_세대수","2013년04월_세대당 인구","2013년05월_거주자 인구수","2013년05월_세대수","2013년05월_세대당 인구","2013년06월_거주자 인구수","2013년06월_세대수","2013년06월_세대당 인구","2013년07월_거주자 인구수","2013년07월_세대수","2013년07월_세대당 인구","2013년08월_거주자 인구수","2013년08월_세대수","2013년08월_세대당 인구","2013년09월_거주자 인구수","2013년09월_세대수","2013년09월_세대당 인구","2013년10월_거주자 인구수","2013년10월_세대수","2013년10월_세대당 인구","2013년11월_거주자 인구수","2013년11월_세대수","2013년11월_세대당 인구","2013년12월_거주자 인구수","2013년12월_세대수","2013년12월_세대당 인구"
"대구광역시 동구 (2714000000)","338,834","133,533","          2.54","338,730","133,627","          2.53","338,694","133,646","          2.53","338,821","133,837","          2.53","338,706","133,977","          2.53","339,056","134,200","          2.53","339,471","134,480","          2.52","339,903","134,845","          2.52","340,568","135,224","          2.52","340,817","135,617","          2.51","340,867","135,835","          2.51","340,638","135,963","          2.51"
"대구광역시 동구 신암1동(2714051000)","13,122","5,779","          2.27","13,070","5,772","          2.26","13,062","5,772","          2.26","13,048","5,781","          2.26","13,011","5,768","          2.26","12,973","5,760","          2.25","12,910","5,753","          2.24","12,884","5,740","          2.24","12,867","5,757","          2.24","12,823","5,744","          2.23","12,797","5,751","          2.23","12,748","5,747","          2.22"
"대구광역시 동구 신암2동(2714052000)","10,812","4,234","          2.55","10,799","4,230","          2.55","10,795","4,225","          2.56","10,769","4,219","          2.55","10,739","4,218","          2.55","10,721","4,220","          2.54","10,708","4,209","          2.54","11,119","4,360","          2.55","11,837","4,631","          2.56","12,326","4,830","          2.55","12,510","4,898","          2.55","12,643","4,935","          2.56"
"대구광역시 동구 신암3동(2714053000)","9,884","4,341","          2.28","9,824","4,321","          2.27","9,799","4,314","          2.27","9,813","4,328","          2.27","9,793","4,329","          2.26","9,785","4,342","          2.25","9,756","4,348","          2.24","9,770","4,353","          2.24","9,689","4,316","          2.24","9,668","4,325","          2.24","9,677","4,332","          2.23","9,646","4,330","          2.23"
"대구광역시 동구 신암4동(2714054000)","18,813","8,402","          2.24","18,806","8,418","          2.23","18,847","8,428","          2.24","18,825","8,455","          2.23","18,809","8,464","          2.22","18,735","8,438","          2.22","18,705","8,444","          2.22","18,715","8,463","          2.21","18,652","8,443","          2.21","18,561","8,428","          2.20","18,486","8,422","          2.19","18,371","8,396","          2.19"
"대구광역시 동구 신암5동(2714054100)","8,929","3,639","          2.45","8,933","3,640","          2.45","8,871","3,621","          2.45","8,874","3,620","          2.45","8,893","3,625","          2.45","8,883","3,624","          2.45","8,857","3,622","          2.45","8,840","3,616","          2.44","8,811","3,607","          2.44","8,781","3,608","          2.43","8,737","3,607","          2.42","8,731","3,620","          2.41"
"대구광역시 동구 신천1.2동(2714055500)","14,928","5,952","          2.51","14,914","5,941","          2.51","14,910","5,932","          2.51","14,846","5,919","          2.51","14,831","5,925","          2.50","14,826","5,935","          2.50","14,792","5,923","          2.50","14,735","5,912","          2.49","14,734","5,921","          2.49","14,743","5,937","          2.48","14,720","5,928","          2.48","14,741","5,949","          2.48"
"대구광역시 동구 신천3동(2714057000)","12,914","5,027","          2.57","12,910","5,038","          2.56","12,947","5,058","          2.56","12,991","5,083","          2.56","12,997","5,092","          2.55","12,977","5,074","          2.56","12,960","5,076","          2.55","12,944","5,075","          2.55","12,989","5,101","          2.55","12,989","5,122","          2.54","12,968","5,121","          2.53","12,968","5,127","          2.53"
"대구광역시 동구 신천4동(2714058000)","9,451","4,256","          2.22","9,425","4,254","          2.22","9,459","4,283","          2.21","9,451","4,284","          2.21","9,452","4,293","          2.20","9,428","4,297","          2.19","9,422","4,298","          2.19","9,401","4,300","          2.19","9,402","4,309","          2.18","9,337","4,299","          2.17","9,280","4,287","          2.16","9,257","4,275","          2.17"
"대구광역시 동구 효목1동(2714059000)","16,301","6,782","          2.40","16,268","6,784","          2.40","16,290","6,795","          2.40","16,262","6,787","          2.40","16,257","6,798","          2.39","16,251","6,813","          2.39","16,234","6,798","          2.39","16,198","6,802","          2.38","16,186","6,808","          2.38","16,168","6,812","          2.37","16,112","6,806","          2.37","16,075","6,801","          2.36"
"대구광역시 동구 효목2동(2714060000)","17,384","7,026","          2.47","17,352","7,029","          2.47","17,297","7,021","          2.46","17,298","7,022","          2.46","17,275","7,029","          2.46","17,232","7,036","          2.45","17,193","7,034","          2.44","17,192","7,040","          2.44","17,136","7,055","          2.43","17,129","7,065","          2.42","17,104","7,062","          2.42","17,057","7,062","          2.42"
"대구광역시 동구 도평동(2714061500)","5,359","2,116","          2.53","5,295","2,094","          2.53","5,247","2,083","          2.52","5,254","2,082","          2.52","5,287","2,093","          2.53","5,273","2,093","          2.52","5,285","2,101","          2.52","5,275","2,104","          2.51","5,309","2,116","          2.51","5,358","2,135","          2.51","5,386","2,154","          2.50","5,356","2,145","          2.50"
"대구광역시 동구 불로.봉무동(2714062000)","15,571","5,969","          2.61","15,639","6,007","          2.60","15,697","6,040","          2.60","15,680","6,049","          2.59","15,673","6,050","          2.59","16,421","6,287","          2.61","17,259","6,564","          2.63","17,538","6,670","          2.63","17,657","6,719","          2.63","17,746","6,749","          2.63","17,727","6,742","          2.63","17,832","6,788","          2.63"
"대구광역시 동구 지저동(2714064000)","11,609","4,686","          2.48","11,610","4,697","          2.47","11,602","4,693","          2.47","11,626","4,707","          2.47","11,644","4,719","          2.47","11,632","4,712","          2.47","11,576","4,696","          2.47","11,552","4,699","          2.46","11,542","4,688","          2.46","11,501","4,677","          2.46","11,485","4,663","          2.46","11,408","4,655","          2.45"
"대구광역시 동구 동촌동(2714065500)","14,142","5,783","          2.45","14,142","5,794","          2.44","14,094","5,779","          2.44","14,102","5,792","          2.43","14,149","5,831","          2.43","14,140","5,839","          2.42","14,111","5,859","          2.41","14,133","5,881","          2.40","14,128","5,892","          2.40","14,110","5,889","          2.40","14,069","5,877","          2.39","14,055","5,861","          2.40"
"대구광역시 동구 방촌동(2714067000)","21,309","7,719","          2.76","21,308","7,724","          2.76","21,299","7,713","          2.76","21,319","7,730","          2.76","21,316","7,749","          2.75","21,267","7,751","          2.74","21,236","7,763","          2.74","21,196","7,774","          2.73","21,179","7,773","          2.72","21,119","7,770","          2.72","21,178","7,793","          2.72","21,180","7,811","          2.71"
"대구광역시 동구 해안동(2714068500)","18,465","7,256","          2.54","18,359","7,211","          2.55","18,360","7,218","          2.54","18,393","7,238","          2.54","18,303","7,233","          2.53","18,328","7,236","          2.53","18,287","7,231","          2.53","18,235","7,224","          2.52","18,238","7,238","          2.52","18,232","7,251","          2.51","18,253","7,282","          2.51","18,201","7,267","          2.50"
"대구광역시 동구 안심1동(2714072000)","43,272","17,242","          2.51","43,399","17,302","          2.51","43,427","17,310","          2.51","43,506","17,356","          2.51","43,536","17,380","          2.50","43,509","17,367","          2.51","43,558","17,385","          2.51","43,501","17,389","          2.50","43,503","17,396","          2.50","43,545","17,442","          2.50","43,588","17,463","          2.50","43,540","17,499","          2.49"
"대구광역시 동구 안심2동(2714073000)","10,832","4,137","          2.62","10,823","4,139","          2.61","10,788","4,137","          2.61","10,815","4,146","          2.61","10,805","4,142","          2.61","10,781","4,133","          2.61","10,722","4,117","          2.60","10,672","4,110","          2.60","10,669","4,125","          2.59","10,622","4,117","          2.58","10,607","4,118","          2.58","10,585","4,111","          2.57"
"대구광역시 동구 안심3.4동(2714074500)","49,457","16,963","          2.92","49,533","16,997","          2.91","49,636","17,018","          2.92","49,680","17,023","          2.92","49,658","17,020","          2.92","49,697","17,040","          2.92","49,772","17,065","          2.92","49,795","17,085","          2.91","49,822","17,077","          2.92","49,811","17,137","          2.91","49,933","17,224","          2.90","49,997","17,266","          2.90"
"대구광역시 동구 공산동(2714076000)","16,280","6,224","          2.62","16,321","6,235","          2.62","16,267","6,206","          2.62","16,269","6,216","          2.62","16,278","6,219","          2.62","16,197","6,203","          2.61","16,128","6,194","          2.60","16,208","6,248","          2.59","16,218","6,252","          2.59","16,248","6,280","          2.59","16,250","6,305","          2.58","16,247","6,318","          2.57"
