"행정구역","2017년01월_거주자 인구수","2017년01월_세대수","2017년01월_세대당 인구","2017년02월_거주자 인구수","2017년02월_세대수","2017년02월_세대당 인구","2017년03월_거주자 인구수","2017년03월_세대수","2017년03월_세대당 인구","2017년04월_거주자 인구수","2017년04월_세대수","2017년04월_세대당 인구","2017년05월_거주자 인구수","2017년05월_세대수","2017년05월_세대당 인구","2017년06월_거주자 인구수","2017년06월_세대수","2017년06월_세대당 인구","2017년07월_거주자 인구수","2017년07월_세대수","2017년07월_세대당 인구","2017년08월_거주자 인구수","2017년08월_세대수","2017년08월_세대당 인구","2017년09월_거주자 인구수","2017년09월_세대수","2017년09월_세대당 인구","2017년10월_거주자 인구수","2017년10월_세대수","2017년10월_세대당 인구","2017년11월_거주자 인구수","2017년11월_세대수","2017년11월_세대당 인구","2017년12월_거주자 인구수","2017년12월_세대수","2017년12월_세대당 인구"
"대구광역시 동구 (2714000000)","348,379","144,652","          2.41","348,509","145,074","          2.40","348,251","145,120","          2.40","348,238","145,148","          2.40","348,152","145,308","          2.40","348,123","145,418","          2.39","348,186","145,622","          2.39","347,938","145,760","          2.39","347,442","145,727","          2.38","346,858","145,777","          2.38","346,411","145,816","          2.38","346,343","146,052","          2.37"
"대구광역시 동구 신암1동(2714051000)","11,131","5,271","          2.11","11,101","5,277","          2.10","11,071","5,258","          2.11","11,011","5,237","          2.10","10,958","5,226","          2.10","10,922","5,216","          2.09","10,897","5,209","          2.09","10,885","5,204","          2.09","10,874","5,207","          2.09","10,792","5,176","          2.09","10,725","5,164","          2.08","10,682","5,147","          2.08"
"대구광역시 동구 신암2동(2714052000)","12,118","4,805","          2.52","12,119","4,806","          2.52","12,125","4,807","          2.52","12,164","4,818","          2.52","12,182","4,833","          2.52","12,200","4,841","          2.52","12,238","4,854","          2.52","12,225","4,852","          2.52","12,201","4,847","          2.52","12,164","4,842","          2.51","12,064","4,815","          2.51","12,035","4,816","          2.50"
"대구광역시 동구 신암3동(2714053000)","7,830","3,611","          2.17","7,804","3,613","          2.16","7,771","3,598","          2.16","7,762","3,596","          2.16","7,724","3,588","          2.15","7,711","3,580","          2.15","7,708","3,581","          2.15","7,669","3,570","          2.15","7,637","3,564","          2.14","7,576","3,537","          2.14","7,558","3,520","          2.15","7,495","3,496","          2.14"
"대구광역시 동구 신암4동(2714054000)","16,920","8,188","          2.07","16,928","8,216","          2.06","16,878","8,209","          2.06","16,825","8,196","          2.05","16,822","8,215","          2.05","16,769","8,191","          2.05","16,751","8,195","          2.04","16,721","8,205","          2.04","16,685","8,195","          2.04","16,673","8,212","          2.03","16,613","8,210","          2.02","16,583","8,206","          2.02"
"대구광역시 동구 신암5동(2714054100)","7,895","3,467","          2.28","7,863","3,445","          2.28","7,845","3,435","          2.28","7,828","3,435","          2.28","7,792","3,424","          2.28","7,777","3,418","          2.28","7,717","3,404","          2.27","7,683","3,401","          2.26","7,652","3,399","          2.25","7,608","3,385","          2.25","7,578","3,374","          2.25","7,534","3,373","          2.23"
"대구광역시 동구 신천1.2동(2714055500)","14,328","5,998","          2.39","14,311","5,990","          2.39","14,301","5,984","          2.39","14,230","5,972","          2.38","14,250","5,979","          2.38","14,231","5,971","          2.38","14,222","5,973","          2.38","14,195","5,964","          2.38","14,161","5,976","          2.37","14,084","5,959","          2.36","14,042","5,947","          2.36","13,998","5,944","          2.35"
"대구광역시 동구 신천3동(2714057000)","11,843","4,728","          2.50","11,773","4,704","          2.50","11,707","4,661","          2.51","11,757","4,680","          2.51","11,725","4,681","          2.50","11,725","4,692","          2.50","11,731","4,716","          2.49","11,709","4,715","          2.48","11,722","4,730","          2.48","11,676","4,713","          2.48","11,635","4,700","          2.48","11,575","4,693","          2.47"
"대구광역시 동구 신천4동(2714058000)","9,235","4,881","          1.89","9,219","4,866","          1.89","9,221","4,870","          1.89","9,214","4,870","          1.89","9,213","4,880","          1.89","9,161","4,879","          1.88","9,164","4,892","          1.87","9,159","4,891","          1.87","9,068","4,849","          1.87","9,029","4,857","          1.86","8,973","4,839","          1.85","8,947","4,829","          1.85"
"대구광역시 동구 효목1동(2714059000)","14,967","6,649","          2.25","14,910","6,640","          2.25","14,876","6,638","          2.24","14,849","6,607","          2.25","14,774","6,593","          2.24","14,744","6,597","          2.23","14,702","6,590","          2.23","14,708","6,594","          2.23","14,680","6,586","          2.23","14,634","6,581","          2.22","14,600","6,575","          2.22","14,595","6,586","          2.22"
"대구광역시 동구 효목2동(2714060000)","16,027","6,930","          2.31","16,018","6,936","          2.31","15,955","6,933","          2.30","15,966","6,932","          2.30","15,947","6,951","          2.29","15,926","6,957","          2.29","15,920","6,967","          2.29","15,945","7,001","          2.28","15,933","6,997","          2.28","15,897","6,997","          2.27","15,824","6,977","          2.27","15,775","6,980","          2.26"
"대구광역시 동구 도평동(2714061500)","4,752","2,070","          2.30","4,731","2,072","          2.28","4,695","2,073","          2.26","4,663","2,060","          2.26","4,662","2,057","          2.27","4,640","2,050","          2.26","4,624","2,049","          2.26","4,578","2,032","          2.25","4,547","2,023","          2.25","4,526","2,016","          2.25","4,515","2,012","          2.24","4,501","2,014","          2.23"
"대구광역시 동구 불로.봉무동(2714062000)","25,736","9,645","          2.67","25,777","9,668","          2.67","25,763","9,671","          2.66","25,861","9,707","          2.66","25,855","9,714","          2.66","25,825","9,712","          2.66","25,832","9,722","          2.66","25,831","9,719","          2.66","25,821","9,706","          2.66","25,773","9,698","          2.66","25,788","9,712","          2.66","25,717","9,705","          2.65"
"대구광역시 동구 지저동(2714064000)","10,640","4,670","          2.28","10,702","4,706","          2.27","10,718","4,707","          2.28","10,679","4,696","          2.27","10,684","4,694","          2.28","10,750","4,712","          2.28","10,823","4,738","          2.28","10,823","4,746","          2.28","10,804","4,737","          2.28","10,815","4,753","          2.28","10,765","4,738","          2.27","10,674","4,712","          2.27"
"대구광역시 동구 동촌동(2714065500)","15,404","6,637","          2.32","15,404","6,656","          2.31","15,342","6,655","          2.31","15,342","6,657","          2.30","15,341","6,665","          2.30","15,316","6,655","          2.30","15,299","6,649","          2.30","15,290","6,655","          2.30","15,321","6,665","          2.30","15,289","6,675","          2.29","15,300","6,686","          2.29","15,375","6,731","          2.28"
"대구광역시 동구 방촌동(2714067000)","19,803","7,753","          2.55","19,788","7,753","          2.55","19,797","7,775","          2.55","19,811","7,796","          2.54","19,777","7,803","          2.53","19,771","7,816","          2.53","19,730","7,812","          2.53","19,664","7,813","          2.52","19,663","7,833","          2.51","19,655","7,842","          2.51","19,617","7,840","          2.50","19,524","7,821","          2.50"
"대구광역시 동구 해안동(2714068500)","16,663","6,970","          2.39","16,554","6,948","          2.38","16,571","6,944","          2.39","16,554","6,939","          2.39","16,504","6,933","          2.38","16,477","6,926","          2.38","16,467","6,930","          2.38","16,456","6,936","          2.37","16,443","6,938","          2.37","16,439","6,957","          2.36","16,373","6,952","          2.36","16,303","6,942","          2.35"
"대구광역시 동구 안심1동(2714072000)","45,337","18,910","          2.40","45,266","18,933","          2.39","45,242","18,950","          2.39","45,246","18,960","          2.39","45,298","18,991","          2.39","45,337","19,017","          2.38","45,341","19,034","          2.38","45,337","19,067","          2.38","45,140","19,010","          2.37","45,092","19,037","          2.37","44,930","19,008","          2.36","44,748","18,967","          2.36"
"대구광역시 동구 안심2동(2714073000)","11,089","4,506","          2.46","11,110","4,512","          2.46","11,076","4,505","          2.46","11,044","4,484","          2.46","11,030","4,490","          2.46","11,021","4,493","          2.45","11,012","4,499","          2.45","11,016","4,512","          2.44","10,991","4,506","          2.44","10,957","4,496","          2.44","10,912","4,491","          2.43","10,864","4,482","          2.42"
"대구광역시 동구 안심3.4동(2714074500)","61,240","22,714","          2.70","61,755","23,097","          2.67","61,946","23,214","          2.67","62,086","23,272","          2.67","62,277","23,350","          2.67","62,521","23,469","          2.66","62,675","23,558","          2.66","62,721","23,603","          2.66","62,790","23,682","          2.65","62,898","23,776","          2.65","63,357","23,986","          2.64","64,180","24,330","          2.64"
