,행정구역,count,month,year
4442,효목2동,"13,167",12,2021
4443,도평동,"3,984",12,2021
4444,불로.봉무동,"21,242",12,2021
4445,지저동,"14,374",12,2021
4446,동촌동,"15,513",12,2021
4447,방촌동,"18,728",12,2021
4448,해안동,"15,019",12,2021
4449,안심1동,"42,078",12,2021
4450,안심2동,"10,969",12,2021
4451,안심3동,"21,470",12,2021
4452,안심4동,"28,967",12,2021
4453,혁신동,"18,734",12,2021
4454,공산동,"21,659",12,2021
4455,신암1동,"8,668",1,2022
4456,신암2동,"10,313",1,2022
4457,신암3동,"11,593",1,2022
4458,신암4동,"11,263",1,2022
4459,신암5동,"6,261",1,2022
4460,신천1.2동,"12,846",1,2022
4461,신천3동,"11,630",1,2022
4462,신천4동,"7,940",1,2022
4463,효목1동,"13,578",1,2022
4464,효목2동,"13,121",1,2022
4465,도평동,"3,965",1,2022
4466,불로.봉무동,"21,225",1,2022
4467,지저동,"14,378",1,2022
4468,동촌동,"15,488",1,2022
4469,방촌동,"18,715",1,2022
4470,해안동,"15,043",1,2022
4471,안심1동,"42,020",1,2022
4472,안심2동,"10,960",1,2022
4473,안심3동,"21,711",1,2022
4474,안심4동,"28,836",1,2022
4475,혁신동,"18,667",1,2022
4476,공산동,"21,639",1,2022
4477,신암1동,"8,806",2,2022
4478,신암2동,"10,270",2,2022
4479,신암3동,"11,668",2,2022
4480,신암4동,"11,221",2,2022
4481,신암5동,"6,229",2,2022
4482,신천1.2동,"12,820",2,2022
4483,신천3동,"11,565",2,2022
4484,신천4동,"8,211",2,2022
4485,효목1동,"13,536",2,2022
4486,효목2동,"13,098",2,2022
4487,도평동,"3,982",2,2022
4488,불로.봉무동,"21,157",2,2022
4489,지저동,"14,389",2,2022
4490,동촌동,"15,506",2,2022
4491,방촌동,"18,699",2,2022
4492,해안동,"15,080",2,2022
4493,안심1동,"41,876",2,2022
4494,안심2동,"10,939",2,2022
4495,안심3동,"21,869",2,2022
4496,안심4동,"28,789",2,2022
4497,혁신동,"18,541",2,2022
4498,공산동,"21,641",2,2022
4499,신암1동,"8,866",3,2022
4500,신암2동,"10,259",3,2022
4501,신암3동,"11,611",3,2022
4502,신암4동,"11,218",3,2022
4503,신암5동,"6,236",3,2022
4504,신천1.2동,"12,777",3,2022
4505,신천3동,"11,534",3,2022
4506,신천4동,"8,268",3,2022
4507,효목1동,"13,490",3,2022
4508,효목2동,"13,070",3,2022
4509,도평동,"3,980",3,2022
4510,불로.봉무동,"21,146",3,2022
4511,지저동,"14,360",3,2022
4512,동촌동,"15,496",3,2022
4513,방촌동,"18,689",3,2022
4514,해안동,"15,040",3,2022
4515,안심1동,"41,834",3,2022
4516,안심2동,"10,929",3,2022
4517,안심3동,"21,936",3,2022
4518,안심4동,"28,707",3,2022
4519,혁신동,"18,594",3,2022
4520,공산동,"21,622",3,2022
4521,신암1동,"8,901",4,2022
4522,신암2동,"10,237",4,2022
4523,신암3동,"11,527",4,2022
4524,신암4동,"11,190",4,2022
4525,신암5동,"6,207",4,2022
4526,신천1.2동,"12,722",4,2022
4527,신천3동,"11,749",4,2022
4528,신천4동,"8,318",4,2022
4529,효목1동,"13,433",4,2022
4530,효목2동,"13,043",4,2022
4531,도평동,"3,973",4,2022
4532,불로.봉무동,"21,073",4,2022
4533,지저동,"14,316",4,2022
4534,동촌동,"15,497",4,2022
4535,방촌동,"18,657",4,2022
4536,해안동,"15,025",4,2022
4537,안심1동,"41,758",4,2022
4538,안심2동,"10,932",4,2022
4539,안심3동,"21,941",4,2022
4540,안심4동,"28,605",4,2022
4541,혁신동,"18,616",4,2022
4542,공산동,"21,578",4,2022
4543,내당1동,"12,449",10,2010
4544,내당2.3동,"13,202",10,2010
4545,내당4동,"20,089",10,2010
4546,비산1동,"13,762",10,2010
4547,비산2.3동,"13,438",10,2010
4548,비산4동,"12,610",10,2010
4549,비산5동,"8,503",10,2010
4550,비산6동,"10,138",10,2010
4551,비산7동,"14,756",10,2010
4552,평리1동,"10,176",10,2010
4553,평리2동,"7,639",10,2010
4554,평리3동,"15,262",10,2010
4555,평리4동,"15,554",10,2010
4556,평리5동,"8,602",10,2010
4557,평리6동,"10,301",10,2010
4558,상중이동,"23,860",10,2010
4559,원대동,"11,619",10,2010
4560,내당1동,"12,448",11,2010
4561,내당2.3동,"13,208",11,2010
4562,내당4동,"20,136",11,2010
4563,비산1동,"13,717",11,2010
4564,비산2.3동,"13,413",11,2010
4565,비산4동,"12,600",11,2010
4566,비산5동,"8,462",11,2010
4567,비산6동,"10,129",11,2010
4568,비산7동,"14,728",11,2010
4569,평리1동,"10,133",11,2010
4570,평리2동,"7,748",11,2010
4571,평리3동,"15,178",11,2010
4572,평리4동,"15,517",11,2010
4573,평리5동,"8,573",11,2010
4574,평리6동,"10,256",11,2010
4575,상중이동,"23,850",11,2010
4576,원대동,"11,572",11,2010
4577,내당1동,"12,456",12,2010
4578,내당2.3동,"13,180",12,2010
4579,내당4동,"20,070",12,2010
4580,비산1동,"13,632",12,2010
4581,비산2.3동,"13,370",12,2010
4582,비산4동,"12,595",12,2010
4583,비산5동,"8,465",12,2010
4584,비산6동,"10,087",12,2010
4585,비산7동,"14,631",12,2010
4586,평리1동,"10,052",12,2010
4587,평리2동,"7,821",12,2010
4588,평리3동,"15,195",12,2010
4589,평리4동,"15,456",12,2010
4590,평리5동,"8,571",12,2010
4591,평리6동,"10,247",12,2010
4592,상중이동,"23,847",12,2010
4593,원대동,"11,499",12,2010
4594,내당1동,"12,437",1,2011
4595,내당2.3동,"13,129",1,2011
4596,내당4동,"20,081",1,2011
4597,비산1동,"13,611",1,2011
4598,비산2.3동,"13,298",1,2011
4599,비산4동,"12,573",1,2011
4600,비산5동,"8,416",1,2011
4601,비산6동,"10,097",1,2011
4602,비산7동,"14,651",1,2011
4603,평리1동,"10,047",1,2011
4604,평리2동,"7,903",1,2011
4605,평리3동,"15,219",1,2011
4606,평리4동,"15,410",1,2011
4607,평리5동,"8,523",1,2011
4608,평리6동,"10,200",1,2011
4609,상중이동,"23,846",1,2011
4610,원대동,"11,472",1,2011
4611,내당1동,"12,421",2,2011
4612,내당2.3동,"13,109",2,2011
4613,내당4동,"20,029",2,2011
4614,비산1동,"13,569",2,2011
4615,비산2.3동,"13,253",2,2011
4616,비산4동,"12,565",2,2011
4617,비산5동,"8,386",2,2011
4618,비산6동,"10,060",2,2011
4619,비산7동,"14,606",2,2011
4620,평리1동,"10,034",2,2011
4621,평리2동,"8,048",2,2011
4622,평리3동,"15,202",2,2011
4623,평리4동,"15,562",2,2011
4624,평리5동,"8,537",2,2011
4625,평리6동,"10,167",2,2011
4626,상중이동,"23,781",2,2011
4627,원대동,"11,440",2,2011
4628,내당1동,"12,415",3,2011
4629,내당2.3동,"13,094",3,2011
4630,내당4동,"19,903",3,2011
4631,비산1동,"13,497",3,2011
4632,비산2.3동,"13,196",3,2011
4633,비산4동,"12,530",3,2011
4634,비산5동,"8,350",3,2011
4635,비산6동,"10,007",3,2011
4636,비산7동,"14,558",3,2011
4637,평리1동,"9,940",3,2011
4638,평리2동,"8,200",3,2011
4639,평리3동,"15,119",3,2011
4640,평리4동,"16,266",3,2011
4641,평리5동,"8,502",3,2011
4642,평리6동,"10,137",3,2011
4643,상중이동,"23,759",3,2011
4644,원대동,"11,443",3,2011
4645,내당1동,"12,369",4,2011
4646,내당2.3동,"13,051",4,2011
4647,내당4동,"19,843",4,2011
4648,비산1동,"13,444",4,2011
4649,비산2.3동,"13,136",4,2011
4650,비산4동,"12,529",4,2011
4651,비산5동,"8,317",4,2011
4652,비산6동,"9,962",4,2011
4653,비산7동,"14,485",4,2011
4654,평리1동,"9,923",4,2011
4655,평리2동,"8,328",4,2011
4656,평리3동,"15,016",4,2011
4657,평리4동,"16,745",4,2011
4658,평리5동,"8,477",4,2011
4659,평리6동,"10,086",4,2011
4660,상중이동,"23,727",4,2011
4661,원대동,"11,418",4,2011
4662,내당1동,"12,334",5,2011
4663,내당2.3동,"12,986",5,2011
4664,내당4동,"19,889",5,2011
4665,비산1동,"13,351",5,2011
4666,비산2.3동,"13,135",5,2011
4667,비산4동,"12,507",5,2011
4668,비산5동,"8,305",5,2011
4669,비산6동,"9,966",5,2011
4670,비산7동,"14,415",5,2011
4671,평리1동,"9,887",5,2011
4672,평리2동,"8,515",5,2011
4673,평리3동,"15,028",5,2011
4674,평리4동,"16,887",5,2011
4675,평리5동,"8,440",5,2011
4676,평리6동,"10,022",5,2011
4677,상중이동,"23,681",5,2011
4678,원대동,"11,363",5,2011
4679,내당1동,"12,312",6,2011
4680,내당2.3동,"12,927",6,2011
4681,내당4동,"19,924",6,2011
4682,비산1동,"13,277",6,2011
4683,비산2.3동,"13,144",6,2011
4684,비산4동,"12,521",6,2011
4685,비산5동,"8,303",6,2011
4686,비산6동,"9,942",6,2011
4687,비산7동,"14,388",6,2011
4688,평리1동,"9,894",6,2011
4689,평리2동,"8,633",6,2011
4690,평리3동,"14,977",6,2011
4691,평리4동,"16,984",6,2011
4692,평리5동,"8,443",6,2011
4693,평리6동,"10,010",6,2011
4694,상중이동,"23,737",6,2011
4695,원대동,"11,321",6,2011
4696,내당1동,"12,299",7,2011
4697,내당2.3동,"12,870",7,2011
4698,내당4동,"19,883",7,2011
4699,비산1동,"13,253",7,2011
4700,비산2.3동,"13,102",7,2011
4701,비산4동,"12,502",7,2011
4702,비산5동,"8,288",7,2011
4703,비산6동,"9,954",7,2011
4704,비산7동,"14,350",7,2011
4705,평리1동,"9,868",7,2011
4706,평리2동,"8,721",7,2011
4707,평리3동,"14,945",7,2011
4708,평리4동,"17,024",7,2011
4709,평리5동,"8,437",7,2011
4710,평리6동,"9,983",7,2011
4711,상중이동,"23,743",7,2011
4712,원대동,"11,275",7,2011
4713,내당1동,"12,306",8,2011
4714,내당2.3동,"12,808",8,2011
4715,내당4동,"19,891",8,2011
4716,비산1동,"13,237",8,2011
4717,비산2.3동,"13,052",8,2011
4718,비산4동,"12,460",8,2011
4719,비산5동,"8,270",8,2011
4720,비산6동,"9,941",8,2011
4721,비산7동,"14,296",8,2011
4722,평리1동,"9,830",8,2011
4723,평리2동,"8,841",8,2011
4724,평리3동,"14,930",8,2011
4725,평리4동,"17,082",8,2011
4726,평리5동,"8,415",8,2011
4727,평리6동,"9,956",8,2011
4728,상중이동,"23,741",8,2011
4729,원대동,"11,280",8,2011
4730,내당1동,"12,311",9,2011
4731,내당2.3동,"12,782",9,2011
4732,내당4동,"19,929",9,2011
4733,비산1동,"13,173",9,2011
4734,비산2.3동,"12,997",9,2011
4735,비산4동,"12,416",9,2011
4736,비산5동,"8,229",9,2011
4737,비산6동,"9,933",9,2011
4738,비산7동,"14,257",9,2011
4739,평리1동,"9,789",9,2011
4740,평리2동,"8,933",9,2011
4741,평리3동,"14,949",9,2011
4742,평리4동,"17,148",9,2011
4743,평리5동,"8,349",9,2011
4744,평리6동,"9,968",9,2011
4745,상중이동,"23,653",9,2011
4746,원대동,"11,230",9,2011
4747,내당1동,"12,286",10,2011
4748,내당2.3동,"12,784",10,2011
4749,내당4동,"19,932",10,2011
4750,비산1동,"13,130",10,2011
4751,비산2.3동,"12,964",10,2011
4752,비산4동,"12,424",10,2011
4753,비산5동,"8,221",10,2011
4754,비산6동,"9,915",10,2011
4755,비산7동,"14,228",10,2011
4756,평리1동,"9,774",10,2011
4757,평리2동,"8,982",10,2011
4758,평리3동,"14,848",10,2011
4759,평리4동,"17,271",10,2011
4760,평리5동,"8,306",10,2011
4761,평리6동,"9,944",10,2011
4762,상중이동,"23,643",10,2011
4763,원대동,"11,168",10,2011
4764,내당1동,"12,267",11,2011
4765,내당2.3동,"12,752",11,2011
4766,내당4동,"19,922",11,2011
4767,비산1동,"13,092",11,2011
4768,비산2.3동,"12,951",11,2011
4769,비산4동,"12,369",11,2011
4770,비산5동,"8,200",11,2011
4771,비산6동,"9,902",11,2011
4772,비산7동,"14,206",11,2011
4773,평리1동,"9,759",11,2011
4774,평리2동,"9,098",11,2011
4775,평리3동,"14,769",11,2011
4776,평리4동,"17,468",11,2011
4777,평리5동,"8,311",11,2011
4778,평리6동,"9,907",11,2011
4779,상중이동,"23,597",11,2011
4780,원대동,"11,106",11,2011
4781,내당1동,"12,233",12,2011
4782,내당2.3동,"12,703",12,2011
4783,내당4동,"19,868",12,2011
4784,비산1동,"13,083",12,2011
4785,비산2.3동,"12,878",12,2011
4786,비산4동,"12,369",12,2011
4787,비산5동,"8,187",12,2011
4788,비산6동,"9,891",12,2011
4789,비산7동,"14,167",12,2011
4790,평리1동,"9,747",12,2011
4791,평리2동,"9,139",12,2011
4792,평리3동,"14,683",12,2011
4793,평리4동,"17,743",12,2011
4794,평리5동,"8,328",12,2011
4795,평리6동,"9,863",12,2011
4796,상중이동,"23,543",12,2011
4797,원대동,"11,083",12,2011
4798,내당1동,"12,251",1,2012
4799,내당2.3동,"12,714",1,2012
4800,내당4동,"19,880",1,2012
4801,비산1동,"13,008",1,2012
4802,비산2.3동,"12,848",1,2012
4803,비산4동,"12,327",1,2012
4804,비산5동,"8,141",1,2012
4805,비산6동,"9,885",1,2012
4806,비산7동,"14,161",1,2012
4807,평리1동,"9,723",1,2012
4808,평리2동,"9,208",1,2012
4809,평리3동,"14,673",1,2012
4810,평리4동,"17,851",1,2012
4811,평리5동,"8,290",1,2012
4812,평리6동,"9,834",1,2012
4813,상중이동,"23,560",1,2012
4814,원대동,"11,044",1,2012
4815,내당1동,"12,194",2,2012
4816,내당2.3동,"12,655",2,2012
4817,내당4동,"19,836",2,2012
4818,비산1동,"12,949",2,2012
4819,비산2.3동,"12,815",2,2012
4820,비산4동,"12,295",2,2012
4821,비산5동,"8,121",2,2012
4822,비산6동,"9,850",2,2012
4823,비산7동,"14,108",2,2012
4824,평리1동,"9,679",2,2012
4825,평리2동,"9,264",2,2012
4826,평리3동,"14,620",2,2012
4827,평리4동,"18,112",2,2012
4828,평리5동,"8,258",2,2012
4829,평리6동,"9,796",2,2012
4830,상중이동,"23,570",2,2012
4831,원대동,"10,970",2,2012
4832,내당1동,"12,173",3,2012
4833,내당2.3동,"12,572",3,2012
4834,내당4동,"19,751",3,2012
4835,비산1동,"12,909",3,2012
4836,비산2.3동,"12,770",3,2012
4837,비산4동,"12,250",3,2012
4838,비산5동,"8,100",3,2012
4839,비산6동,"9,826",3,2012
4840,비산7동,"14,094",3,2012
4841,평리1동,"9,637",3,2012
4842,평리2동,"9,286",3,2012
4843,평리3동,"14,589",3,2012
4844,평리4동,"18,265",3,2012
4845,평리5동,"8,252",3,2012
4846,평리6동,"9,769",3,2012
4847,상중이동,"23,449",3,2012
4848,원대동,"10,925",3,2012
4849,내당1동,"12,129",4,2012
4850,내당2.3동,"12,547",4,2012
4851,내당4동,"19,808",4,2012
4852,비산1동,"12,881",4,2012
4853,비산2.3동,"12,677",4,2012
4854,비산4동,"12,244",4,2012
4855,비산5동,"8,068",4,2012
4856,비산6동,"9,811",4,2012
4857,비산7동,"14,110",4,2012
4858,평리1동,"9,617",4,2012
4859,평리2동,"9,324",4,2012
4860,평리3동,"14,558",4,2012
4861,평리4동,"18,624",4,2012
4862,평리5동,"8,214",4,2012
4863,평리6동,"9,747",4,2012
4864,상중이동,"23,420",4,2012
4865,원대동,"10,884",4,2012
4866,내당1동,"12,098",5,2012
4867,내당2.3동,"12,530",5,2012
4868,내당4동,"19,728",5,2012
4869,비산1동,"12,888",5,2012
4870,비산2.3동,"12,656",5,2012
4871,비산4동,"12,208",5,2012
4872,비산5동,"8,038",5,2012
4873,비산6동,"9,781",5,2012
4874,비산7동,"14,032",5,2012
4875,평리1동,"9,582",5,2012
4876,평리2동,"9,317",5,2012
4877,평리3동,"14,555",5,2012
4878,평리4동,"18,893",5,2012
4879,평리5동,"8,181",5,2012
4880,평리6동,"9,745",5,2012
4881,상중이동,"23,341",5,2012
4882,원대동,"10,872",5,2012
4883,내당1동,"12,074",6,2012
4884,내당2.3동,"12,511",6,2012
4885,내당4동,"19,718",6,2012
4886,비산1동,"12,818",6,2012
4887,비산2.3동,"12,623",6,2012
4888,비산4동,"12,137",6,2012
4889,비산5동,"8,029",6,2012
4890,비산6동,"9,762",6,2012
4891,비산7동,"13,977",6,2012
4892,평리1동,"9,554",6,2012
4893,평리2동,"9,321",6,2012
4894,평리3동,"14,564",6,2012
4895,평리4동,"19,137",6,2012
4896,평리5동,"8,185",6,2012
4897,평리6동,"9,743",6,2012
4898,상중이동,"23,261",6,2012
4899,원대동,"10,886",6,2012
4900,내당1동,"12,081",7,2012
4901,내당2.3동,"12,496",7,2012
4902,내당4동,"19,678",7,2012
4903,비산1동,"12,774",7,2012
4904,비산2.3동,"12,598",7,2012
4905,비산4동,"12,135",7,2012
4906,비산5동,"7,957",7,2012
4907,비산6동,"9,780",7,2012
4908,비산7동,"13,973",7,2012
4909,평리1동,"9,506",7,2012
4910,평리2동,"9,308",7,2012
4911,평리3동,"14,543",7,2012
4912,평리4동,"19,357",7,2012
4913,평리5동,"8,186",7,2012
4914,평리6동,"9,725",7,2012
4915,상중이동,"23,181",7,2012
4916,원대동,"10,855",7,2012
4917,내당1동,"12,058",8,2012
4918,내당2.3동,"12,456",8,2012
4919,내당4동,"19,721",8,2012
4920,비산1동,"12,776",8,2012
4921,비산2.3동,"12,582",8,2012
4922,비산4동,"12,141",8,2012
4923,비산5동,"7,969",8,2012
4924,비산6동,"9,762",8,2012
4925,비산7동,"13,951",8,2012
4926,평리1동,"9,504",8,2012
4927,평리2동,"9,326",8,2012
4928,평리3동,"14,519",8,2012
4929,평리4동,"19,479",8,2012
4930,평리5동,"8,153",8,2012
4931,평리6동,"9,723",8,2012
4932,상중이동,"23,147",8,2012
4933,원대동,"10,848",8,2012
4934,내당1동,"12,094",9,2012
4935,내당2.3동,"12,458",9,2012
4936,내당4동,"19,714",9,2012
4937,비산1동,"12,775",9,2012
4938,비산2.3동,"12,509",9,2012
4939,비산4동,"12,101",9,2012
4940,비산5동,"7,968",9,2012
4941,비산6동,"9,766",9,2012
4942,비산7동,"13,929",9,2012
4943,평리1동,"9,475",9,2012
4944,평리2동,"9,262",9,2012
4945,평리3동,"14,462",9,2012
4946,평리4동,"19,602",9,2012
4947,평리5동,"8,119",9,2012
4948,평리6동,"9,725",9,2012
4949,상중이동,"23,169",9,2012
4950,원대동,"10,838",9,2012
4951,내당1동,"12,094",10,2012
4952,내당2.3동,"12,410",10,2012
4953,내당4동,"19,727",10,2012
4954,비산1동,"12,744",10,2012
4955,비산2.3동,"12,486",10,2012
4956,비산4동,"12,074",10,2012
4957,비산5동,"7,921",10,2012
4958,비산6동,"9,725",10,2012
4959,비산7동,"13,887",10,2012
4960,평리1동,"9,410",10,2012
4961,평리2동,"9,226",10,2012
4962,평리3동,"14,411",10,2012
4963,평리4동,"19,749",10,2012
4964,평리5동,"8,108",10,2012
4965,평리6동,"9,702",10,2012
4966,상중이동,"23,085",10,2012
4967,원대동,"10,836",10,2012
4968,내당1동,"12,106",11,2012
4969,내당2.3동,"12,410",11,2012
4970,내당4동,"19,695",11,2012
4971,비산1동,"12,760",11,2012
4972,비산2.3동,"12,419",11,2012
4973,비산4동,"12,078",11,2012
4974,비산5동,"7,939",11,2012
4975,비산6동,"9,718",11,2012
4976,비산7동,"13,897",11,2012
4977,평리1동,"9,383",11,2012
4978,평리2동,"9,183",11,2012
4979,평리3동,"14,410",11,2012
4980,평리4동,"19,912",11,2012
4981,평리5동,"8,091",11,2012
4982,평리6동,"9,687",11,2012
4983,상중이동,"23,103",11,2012
4984,원대동,"10,852",11,2012
4985,내당1동,"12,082",12,2012
4986,내당2.3동,"12,366",12,2012
4987,내당4동,"19,660",12,2012
4988,비산1동,"12,698",12,2012
4989,비산2.3동,"12,404",12,2012
4990,비산4동,"12,035",12,2012
4991,비산5동,"7,924",12,2012
4992,비산6동,"9,674",12,2012
4993,비산7동,"13,877",12,2012
4994,평리1동,"9,335",12,2012
4995,평리2동,"9,174",12,2012
4996,평리3동,"14,418",12,2012
4997,평리4동,"19,960",12,2012
4998,평리5동,"8,066",12,2012
4999,평리6동,"9,649",12,2012
5000,상중이동,"23,096",12,2012
5001,원대동,"10,840",12,2012
5002,내당1동,"12,055",1,2013
5003,내당2.3동,"12,349",1,2013
5004,내당4동,"19,648",1,2013
5005,비산1동,"12,653",1,2013
5006,비산2.3동,"12,331",1,2013
5007,비산4동,"11,979",1,2013
5008,비산5동,"7,912",1,2013
5009,비산6동,"9,676",1,2013
5010,비산7동,"13,855",1,2013
5011,평리1동,"9,338",1,2013
5012,평리2동,"9,132",1,2013
5013,평리3동,"14,393",1,2013
5014,평리4동,"19,968",1,2013
5015,평리5동,"8,048",1,2013
5016,평리6동,"9,629",1,2013
5017,상중이동,"23,096",1,2013
5018,원대동,"10,812",1,2013
5019,내당1동,"12,059",2,2013
5020,내당2.3동,"12,285",2,2013
5021,내당4동,"19,623",2,2013
5022,비산1동,"12,638",2,2013
5023,비산2.3동,"12,312",2,2013
5024,비산4동,"11,929",2,2013
5025,비산5동,"7,901",2,2013
5026,비산6동,"9,637",2,2013
5027,비산7동,"13,781",2,2013
5028,평리1동,"9,325",2,2013
5029,평리2동,"9,144",2,2013
5030,평리3동,"14,388",2,2013
5031,평리4동,"19,962",2,2013
5032,평리5동,"8,045",2,2013
5033,평리6동,"9,627",2,2013
5034,상중이동,"23,125",2,2013
5035,원대동,"10,800",2,2013
5036,내당1동,"12,044",3,2013
5037,내당2.3동,"12,247",3,2013
5038,내당4동,"19,603",3,2013
5039,비산1동,"12,602",3,2013
5040,비산2.3동,"12,253",3,2013
5041,비산4동,"11,930",3,2013
5042,비산5동,"7,897",3,2013
5043,비산6동,"9,636",3,2013
5044,비산7동,"13,814",3,2013
5045,평리1동,"9,308",3,2013
5046,평리2동,"9,156",3,2013
5047,평리3동,"14,337",3,2013
5048,평리4동,"19,963",3,2013
5049,평리5동,"8,044",3,2013
5050,평리6동,"9,591",3,2013
5051,상중이동,"23,123",3,2013
5052,원대동,"10,780",3,2013
5053,내당1동,"12,049",4,2013
5054,내당2.3동,"12,220",4,2013
5055,내당4동,"19,621",4,2013
5056,비산1동,"12,578",4,2013
5057,비산2.3동,"12,252",4,2013
5058,비산4동,"11,956",4,2013
5059,비산5동,"7,887",4,2013
5060,비산6동,"9,568",4,2013
5061,비산7동,"13,772",4,2013
5062,평리1동,"9,295",4,2013
5063,평리2동,"9,155",4,2013
5064,평리3동,"14,334",4,2013
5065,평리4동,"19,918",4,2013
5066,평리5동,"8,027",4,2013
5067,평리6동,"9,571",4,2013
5068,상중이동,"23,045",4,2013
5069,원대동,"10,764",4,2013
5070,내당1동,"11,965",5,2013
5071,내당2.3동,"12,201",5,2013
5072,내당4동,"19,602",5,2013
5073,비산1동,"12,595",5,2013
5074,비산2.3동,"12,210",5,2013
5075,비산4동,"11,955",5,2013
5076,비산5동,"7,848",5,2013
5077,비산6동,"9,542",5,2013
5078,비산7동,"13,751",5,2013
5079,평리1동,"9,264",5,2013
5080,평리2동,"9,118",5,2013
5081,평리3동,"14,244",5,2013
5082,평리4동,"19,919",5,2013
5083,평리5동,"8,017",5,2013
5084,평리6동,"9,552",5,2013
5085,상중이동,"23,004",5,2013
5086,원대동,"10,745",5,2013
5087,내당1동,"11,913",6,2013
5088,내당2.3동,"12,135",6,2013
5089,내당4동,"19,524",6,2013
5090,비산1동,"12,506",6,2013
5091,비산2.3동,"12,181",6,2013
5092,비산4동,"11,926",6,2013
5093,비산5동,"7,860",6,2013
5094,비산6동,"9,518",6,2013
5095,비산7동,"13,676",6,2013
5096,평리1동,"9,239",6,2013
5097,평리2동,"9,111",6,2013
5098,평리3동,"14,252",6,2013
5099,평리4동,"19,872",6,2013
5100,평리5동,"7,976",6,2013
5101,평리6동,"9,507",6,2013
5102,상중이동,"22,924",6,2013
5103,원대동,"10,735",6,2013
5104,내당1동,"11,926",7,2013
5105,내당2.3동,"12,148",7,2013
5106,내당4동,"19,560",7,2013
5107,비산1동,"12,487",7,2013
5108,비산2.3동,"12,154",7,2013
5109,비산4동,"11,891",7,2013
5110,비산5동,"7,842",7,2013
5111,비산6동,"9,504",7,2013
5112,비산7동,"13,581",7,2013
5113,평리1동,"9,158",7,2013
5114,평리2동,"9,102",7,2013
5115,평리3동,"14,268",7,2013
5116,평리4동,"19,924",7,2013
5117,평리5동,"7,942",7,2013
5118,평리6동,"9,485",7,2013
5119,상중이동,"22,853",7,2013
5120,원대동,"10,686",7,2013
5121,내당1동,"11,911",8,2013
5122,내당2.3동,"12,096",8,2013
5123,내당4동,"19,600",8,2013
5124,비산1동,"12,494",8,2013
5125,비산2.3동,"12,145",8,2013
5126,비산4동,"11,888",8,2013
5127,비산5동,"7,834",8,2013
5128,비산6동,"9,460",8,2013
5129,비산7동,"13,543",8,2013
5130,평리1동,"9,082",8,2013
5131,평리2동,"9,088",8,2013
5132,평리3동,"14,302",8,2013
5133,평리4동,"19,870",8,2013
5134,평리5동,"7,904",8,2013
5135,평리6동,"9,433",8,2013
5136,상중이동,"22,841",8,2013
5137,원대동,"10,660",8,2013
5138,내당1동,"11,908",9,2013
5139,내당2.3동,"12,047",9,2013
5140,내당4동,"19,556",9,2013
5141,비산1동,"12,476",9,2013
5142,비산2.3동,"12,142",9,2013
5143,비산4동,"11,857",9,2013
5144,비산5동,"7,812",9,2013
5145,비산6동,"9,447",9,2013
5146,비산7동,"13,511",9,2013
5147,평리1동,"9,103",9,2013
5148,평리2동,"9,122",9,2013
5149,평리3동,"14,284",9,2013
5150,평리4동,"19,869",9,2013
5151,평리5동,"7,851",9,2013
5152,평리6동,"9,415",9,2013
5153,상중이동,"22,801",9,2013
5154,원대동,"10,589",9,2013
5155,내당1동,"11,930",10,2013
5156,내당2.3동,"12,042",10,2013
5157,내당4동,"19,596",10,2013
5158,비산1동,"12,457",10,2013
5159,비산2.3동,"12,076",10,2013
5160,비산4동,"11,812",10,2013
5161,비산5동,"7,769",10,2013
5162,비산6동,"9,425",10,2013
5163,비산7동,"13,495",10,2013
5164,평리1동,"9,092",10,2013
5165,평리2동,"9,175",10,2013
5166,평리3동,"14,257",10,2013
5167,평리4동,"19,875",10,2013
5168,평리5동,"7,822",10,2013
5169,평리6동,"9,370",10,2013
5170,상중이동,"22,728",10,2013
5171,원대동,"10,528",10,2013
5172,내당1동,"11,914",11,2013
5173,내당2.3동,"12,016",11,2013
5174,내당4동,"19,543",11,2013
5175,비산1동,"12,407",11,2013
5176,비산2.3동,"12,095",11,2013
5177,비산4동,"11,840",11,2013
5178,비산5동,"7,741",11,2013
5179,비산6동,"9,390",11,2013
5180,비산7동,"13,459",11,2013
5181,평리1동,"9,064",11,2013
5182,평리2동,"9,172",11,2013
5183,평리3동,"14,194",11,2013
5184,평리4동,"19,854",11,2013
5185,평리5동,"7,860",11,2013
5186,평리6동,"9,363",11,2013
5187,상중이동,"22,677",11,2013
5188,원대동,"10,492",11,2013
5189,내당1동,"11,881",12,2013
5190,내당2.3동,"12,045",12,2013
5191,내당4동,"19,470",12,2013
5192,비산1동,"12,384",12,2013
5193,비산2.3동,"12,061",12,2013
5194,비산4동,"11,815",12,2013
5195,비산5동,"7,721",12,2013
5196,비산6동,"9,349",12,2013
5197,비산7동,"13,407",12,2013
5198,평리1동,"9,075",12,2013
5199,평리2동,"9,239",12,2013
5200,평리3동,"14,156",12,2013
5201,평리4동,"19,872",12,2013
5202,평리5동,"7,816",12,2013
5203,평리6동,"9,318",12,2013
5204,상중이동,"22,647",12,2013
5205,원대동,"10,464",12,2013
5206,내당1동,"11,886",1,2014
5207,내당2.3동,"12,017",1,2014
5208,내당4동,"19,467",1,2014
5209,비산1동,"12,369",1,2014
5210,비산2.3동,"12,054",1,2014
5211,비산4동,"11,806",1,2014
