,행정구역,count,month,year
11846,칠성동,"23,413",1,2022
11847,침산1동,"4,058",1,2022
11848,침산2동,"18,676",1,2022
11849,침산3동,"19,784",1,2022
11850,산격1동,"9,124",1,2022
11851,산격2동,"10,750",1,2022
11852,산격3동,"8,881",1,2022
11853,산격4동,"8,352",1,2022
11854,대현동,"17,498",1,2022
11855,복현1동,"7,438",1,2022
11856,복현2동,"30,700",1,2022
11857,검단동,"6,429",1,2022
11858,무태조야동,"36,344",1,2022
11859,관문동,"36,466",1,2022
11860,태전1동,"21,904",1,2022
11861,태전2동,"24,350",1,2022
11862,구암동,"34,872",1,2022
11863,관음동,"16,371",1,2022
11864,읍내동,"26,797",1,2022
11865,동천동,"27,789",1,2022
11866,노원동,"11,439",1,2022
11867,국우동,"29,125",1,2022
11868,고성동,"4,830",2,2022
11869,칠성동,"23,336",2,2022
11870,침산1동,"4,065",2,2022
11871,침산2동,"18,570",2,2022
11872,침산3동,"19,725",2,2022
11873,산격1동,"9,115",2,2022
11874,산격2동,"10,702",2,2022
11875,산격3동,"8,863",2,2022
11876,산격4동,"8,337",2,2022
11877,대현동,"17,436",2,2022
11878,복현1동,"7,470",2,2022
11879,복현2동,"30,837",2,2022
11880,검단동,"6,394",2,2022
11881,무태조야동,"36,279",2,2022
11882,관문동,"36,441",2,2022
11883,태전1동,"21,912",2,2022
11884,태전2동,"24,277",2,2022
11885,구암동,"34,802",2,2022
11886,관음동,"16,311",2,2022
11887,읍내동,"26,706",2,2022
11888,동천동,"27,703",2,2022
11889,노원동,"11,413",2,2022
11890,국우동,"29,474",2,2022
11891,고성동,"4,839",3,2022
11892,칠성동,"23,309",3,2022
11893,침산1동,"4,051",3,2022
11894,침산2동,"18,527",3,2022
11895,침산3동,"19,695",3,2022
11896,산격1동,"9,062",3,2022
11897,산격2동,"10,688",3,2022
11898,산격3동,"9,344",3,2022
11899,산격4동,"8,294",3,2022
11900,대현동,"17,513",3,2022
11901,복현1동,"7,713",3,2022
11902,복현2동,"31,032",3,2022
11903,검단동,"6,372",3,2022
11904,무태조야동,"36,248",3,2022
11905,관문동,"36,383",3,2022
11906,태전1동,"22,186",3,2022
11907,태전2동,"24,251",3,2022
11908,구암동,"34,720",3,2022
11909,관음동,"16,286",3,2022
11910,읍내동,"26,581",3,2022
11911,동천동,"27,640",3,2022
11912,노원동,"11,349",3,2022
11913,국우동,"29,593",3,2022
11914,고성동,"4,816",4,2022
11915,칠성동,"23,218",4,2022
11916,침산1동,"4,031",4,2022
11917,침산2동,"18,473",4,2022
11918,침산3동,"19,632",4,2022
11919,산격1동,"9,019",4,2022
11920,산격2동,"10,674",4,2022
11921,산격3동,"9,407",4,2022
11922,산격4동,"8,265",4,2022
11923,대현동,"17,350",4,2022
11924,복현1동,"7,702",4,2022
11925,복현2동,"30,960",4,2022
11926,검단동,"6,355",4,2022
11927,무태조야동,"36,122",4,2022
11928,관문동,"36,340",4,2022
11929,태전1동,"22,202",4,2022
11930,태전2동,"24,227",4,2022
11931,구암동,"34,615",4,2022
11932,관음동,"16,261",4,2022
11933,읍내동,"26,502",4,2022
11934,동천동,"27,558",4,2022
11935,노원동,"11,299",4,2022
11936,국우동,"29,745",4,2022
11937,성당1동,"9,046",10,2010
11938,성당2동,"18,362",10,2010
11939,두류1동,"6,875",10,2010
11940,두류2동,"11,933",10,2010
11941,두류3동,"11,265",10,2010
11942,감삼동,"26,398",10,2010
11943,죽전동,"17,326",10,2010
11944,장기동,"19,071",10,2010
11945,용산1동,"35,995",10,2010
11946,용산2동,"35,330",10,2010
11947,이곡1동,"28,114",10,2010
11948,이곡2동,"20,420",10,2010
11949,신당동,"39,644",10,2010
11950,본리동,"23,806",10,2010
11951,월성1동,"34,033",10,2010
11952,월성2동,"21,748",10,2010
11953,진천동,"52,779",10,2010
11954,상인1동,"43,801",10,2010
11955,상인2동,"23,988",10,2010
11956,상인3동,"16,173",10,2010
11957,도원동,"43,067",10,2010
11958,송현1동,"23,509",10,2010
11959,송현2동,"23,341",10,2010
11960,본동,"16,336",10,2010
11961,성당1동,"9,018",11,2010
11962,성당2동,"18,281",11,2010
11963,두류1동,"6,852",11,2010
11964,두류2동,"11,914",11,2010
11965,두류3동,"11,248",11,2010
11966,감삼동,"26,495",11,2010
11967,죽전동,"17,278",11,2010
11968,장기동,"19,040",11,2010
11969,용산1동,"36,031",11,2010
11970,용산2동,"35,331",11,2010
11971,이곡1동,"28,073",11,2010
11972,이곡2동,"20,383",11,2010
11973,신당동,"39,533",11,2010
11974,본리동,"23,889",11,2010
11975,월성1동,"34,653",11,2010
11976,월성2동,"21,675",11,2010
11977,진천동,"52,775",11,2010
11978,상인1동,"43,916",11,2010
11979,상인2동,"24,069",11,2010
11980,상인3동,"16,139",11,2010
11981,도원동,"43,067",11,2010
11982,송현1동,"23,553",11,2010
11983,송현2동,"23,299",11,2010
11984,본동,"16,318",11,2010
11985,성당1동,"9,037",12,2010
11986,성당2동,"18,131",12,2010
11987,두류1동,"6,822",12,2010
11988,두류2동,"11,846",12,2010
11989,두류3동,"11,260",12,2010
11990,감삼동,"26,473",12,2010
11991,죽전동,"17,296",12,2010
11992,장기동,"19,064",12,2010
11993,용산1동,"36,008",12,2010
11994,용산2동,"35,305",12,2010
11995,이곡1동,"28,041",12,2010
11996,이곡2동,"20,319",12,2010
11997,신당동,"39,453",12,2010
11998,본리동,"23,814",12,2010
11999,월성1동,"35,528",12,2010
12000,월성2동,"21,621",12,2010
12001,진천동,"52,740",12,2010
12002,상인1동,"44,066",12,2010
12003,상인2동,"24,212",12,2010
12004,상인3동,"16,080",12,2010
12005,도원동,"42,982",12,2010
12006,송현1동,"23,523",12,2010
12007,송현2동,"23,276",12,2010
12008,본동,"16,299",12,2010
12009,성당1동,"9,009",1,2011
12010,성당동,0,1,2011
12011,성당2동,"18,080",1,2011
12012,두류1동,"6,792",1,2011
12013,두류1.2동,0,1,2011
12014,두류2동,"11,831",1,2011
12015,두류3동,"11,279",1,2011
12016,감삼동,"26,519",1,2011
12017,죽전동,"17,199",1,2011
12018,장기동,"19,091",1,2011
12019,용산1동,"36,005",1,2011
12020,용산2동,"35,265",1,2011
12021,이곡1동,"28,019",1,2011
12022,이곡2동,"20,326",1,2011
12023,신당동,"39,395",1,2011
12024,본리동,"23,717",1,2011
12025,월성1동,"36,154",1,2011
12026,월성2동,"21,578",1,2011
12027,진천동,"52,696",1,2011
12028,상인1동,"44,143",1,2011
12029,상인2동,"24,383",1,2011
12030,상인3동,"16,049",1,2011
12031,도원동,"42,997",1,2011
12032,송현1동,"23,551",1,2011
12033,송현2동,"23,233",1,2011
12034,본동,"16,306",1,2011
12035,성당1동,"8,968",2,2011
12036,성당동,0,2,2011
12037,성당2동,"18,008",2,2011
12038,두류1동,"6,785",2,2011
12039,두류1.2동,0,2,2011
12040,두류2동,"11,849",2,2011
12041,두류3동,"11,249",2,2011
12042,감삼동,"26,678",2,2011
12043,죽전동,"17,179",2,2011
12044,장기동,"19,035",2,2011
12045,용산1동,"35,935",2,2011
12046,용산2동,"35,175",2,2011
12047,이곡1동,"27,901",2,2011
12048,이곡2동,"20,292",2,2011
12049,신당동,"39,270",2,2011
12050,본리동,"23,565",2,2011
12051,월성1동,"36,902",2,2011
12052,월성2동,"21,537",2,2011
12053,진천동,"52,674",2,2011
12054,상인1동,"44,339",2,2011
12055,상인2동,"24,609",2,2011
12056,상인3동,"16,052",2,2011
12057,도원동,"42,897",2,2011
12058,송현1동,"23,497",2,2011
12059,송현2동,"23,176",2,2011
12060,본동,"16,219",2,2011
12061,성당1동,"8,915",3,2011
12062,성당동,0,3,2011
12063,성당2동,"17,944",3,2011
12064,두류1동,"6,743",3,2011
12065,두류1.2동,0,3,2011
12066,두류2동,"11,859",3,2011
12067,두류3동,"11,196",3,2011
12068,감삼동,"26,823",3,2011
12069,죽전동,"17,158",3,2011
12070,장기동,"19,011",3,2011
12071,용산1동,"35,873",3,2011
12072,용산2동,"35,154",3,2011
12073,이곡1동,"27,914",3,2011
12074,이곡2동,"20,276",3,2011
12075,신당동,"39,146",3,2011
12076,본리동,"23,352",3,2011
12077,월성1동,"37,220",3,2011
12078,월성2동,"21,460",3,2011
12079,진천동,"52,601",3,2011
12080,상인1동,"44,288",3,2011
12081,상인2동,"24,713",3,2011
12082,상인3동,"16,041",3,2011
12083,도원동,"42,855",3,2011
12084,송현1동,"23,479",3,2011
12085,송현2동,"23,082",3,2011
12086,본동,"16,205",3,2011
12087,성당1동,"8,908",4,2011
12088,성당동,0,4,2011
12089,성당2동,"17,954",4,2011
12090,두류1동,"6,759",4,2011
12091,두류1.2동,0,4,2011
12092,두류2동,"11,825",4,2011
12093,두류3동,"11,172",4,2011
12094,감삼동,"26,901",4,2011
12095,죽전동,"17,186",4,2011
12096,장기동,"18,974",4,2011
12097,용산1동,"35,751",4,2011
12098,용산2동,"35,175",4,2011
12099,이곡1동,"27,903",4,2011
12100,이곡2동,"20,206",4,2011
12101,신당동,"38,976",4,2011
12102,본리동,"23,188",4,2011
12103,월성1동,"37,549",4,2011
12104,월성2동,"21,408",4,2011
12105,진천동,"52,540",4,2011
12106,상인1동,"44,320",4,2011
12107,상인2동,"24,878",4,2011
12108,상인3동,"16,004",4,2011
12109,도원동,"42,805",4,2011
12110,송현1동,"23,402",4,2011
12111,송현2동,"23,054",4,2011
12112,본동,"16,154",4,2011
12113,성당1동,0,5,2011
12114,성당동,"26,789",5,2011
12115,성당2동,0,5,2011
12116,두류1동,0,5,2011
12117,두류1.2동,"18,599",5,2011
12118,두류2동,0,5,2011
12119,두류3동,"11,141",5,2011
12120,감삼동,"27,024",5,2011
12121,죽전동,"17,164",5,2011
12122,장기동,"18,959",5,2011
12123,용산1동,"35,767",5,2011
12124,용산2동,"35,164",5,2011
12125,이곡1동,"27,847",5,2011
12126,이곡2동,"20,197",5,2011
12127,신당동,"38,947",5,2011
12128,본리동,"23,111",5,2011
12129,월성1동,"37,902",5,2011
12130,월성2동,"21,336",5,2011
12131,진천동,"52,411",5,2011
12132,상인1동,"44,335",5,2011
12133,상인2동,"24,933",5,2011
12134,상인3동,"16,043",5,2011
12135,도원동,"42,780",5,2011
12136,송현1동,"23,348",5,2011
12137,송현2동,"23,034",5,2011
12138,본동,"16,141",5,2011
12139,성당1동,0,6,2011
12140,성당동,"26,784",6,2011
12141,성당2동,0,6,2011
12142,두류1동,0,6,2011
12143,두류1.2동,"18,549",6,2011
12144,두류2동,0,6,2011
12145,두류3동,"11,091",6,2011
12146,감삼동,"27,122",6,2011
12147,죽전동,"17,127",6,2011
12148,장기동,"18,920",6,2011
12149,용산1동,"35,730",6,2011
12150,용산2동,"35,094",6,2011
12151,이곡1동,"27,870",6,2011
12152,이곡2동,"20,176",6,2011
12153,신당동,"38,886",6,2011
12154,본리동,"23,156",6,2011
12155,월성1동,"38,050",6,2011
12156,월성2동,"21,357",6,2011
12157,진천동,"52,333",6,2011
12158,상인1동,"44,389",6,2011
12159,상인2동,"24,927",6,2011
12160,상인3동,"16,047",6,2011
12161,도원동,"42,738",6,2011
12162,송현1동,"23,223",6,2011
12163,송현2동,"23,022",6,2011
12164,본동,"16,145",6,2011
12165,성당1동,0,7,2011
12166,성당동,"26,690",7,2011
12167,성당2동,0,7,2011
12168,두류1동,0,7,2011
12169,두류1.2동,"18,512",7,2011
12170,두류2동,0,7,2011
12171,두류3동,"11,107",7,2011
12172,감삼동,"27,233",7,2011
12173,죽전동,"17,048",7,2011
12174,장기동,"18,921",7,2011
12175,용산1동,"35,726",7,2011
12176,용산2동,"35,047",7,2011
12177,이곡1동,"27,775",7,2011
12178,이곡2동,"20,156",7,2011
12179,신당동,"38,771",7,2011
12180,본리동,"23,218",7,2011
12181,월성1동,"38,338",7,2011
12182,월성2동,"21,336",7,2011
12183,진천동,"52,361",7,2011
12184,상인1동,"44,473",7,2011
12185,상인2동,"24,903",7,2011
12186,상인3동,"16,004",7,2011
12187,도원동,"42,648",7,2011
12188,송현1동,"23,206",7,2011
12189,송현2동,"22,974",7,2011
12190,본동,"16,085",7,2011
12191,성당1동,0,8,2011
12192,성당동,"26,667",8,2011
12193,성당2동,0,8,2011
12194,두류1동,0,8,2011
12195,두류1.2동,"18,542",8,2011
12196,두류2동,0,8,2011
12197,두류3동,"11,045",8,2011
12198,감삼동,"27,419",8,2011
12199,죽전동,"16,986",8,2011
12200,장기동,"18,894",8,2011
12201,용산1동,"35,738",8,2011
12202,용산2동,"35,003",8,2011
12203,이곡1동,"27,737",8,2011
12204,이곡2동,"20,090",8,2011
12205,신당동,"38,645",8,2011
12206,본리동,"23,302",8,2011
12207,월성1동,"38,760",8,2011
12208,월성2동,"21,311",8,2011
12209,진천동,"52,363",8,2011
12210,상인1동,"44,579",8,2011
12211,상인2동,"24,900",8,2011
12212,상인3동,"15,990",8,2011
12213,도원동,"42,580",8,2011
12214,송현1동,"23,191",8,2011
12215,송현2동,"22,952",8,2011
12216,본동,"16,044",8,2011
12217,성당1동,0,9,2011
12218,성당동,"26,671",9,2011
12219,성당2동,0,9,2011
12220,두류1동,0,9,2011
12221,두류1.2동,"18,513",9,2011
12222,두류2동,0,9,2011
12223,두류3동,"11,101",9,2011
12224,감삼동,"27,483",9,2011
12225,죽전동,"16,917",9,2011
12226,장기동,"18,881",9,2011
12227,용산1동,"35,757",9,2011
12228,용산2동,"34,990",9,2011
12229,이곡1동,"27,711",9,2011
12230,이곡2동,"20,094",9,2011
12231,신당동,"38,545",9,2011
12232,본리동,"23,359",9,2011
12233,월성1동,"38,970",9,2011
12234,월성2동,"21,257",9,2011
12235,진천동,"53,054",9,2011
12236,상인1동,"44,686",9,2011
12237,상인2동,"24,891",9,2011
12238,상인3동,"15,954",9,2011
12239,도원동,"42,415",9,2011
12240,송현1동,"23,192",9,2011
12241,송현2동,"22,856",9,2011
12242,본동,"16,037",9,2011
12243,성당1동,0,10,2011
12244,성당동,"26,666",10,2011
12245,성당2동,0,10,2011
12246,두류1동,0,10,2011
12247,두류1.2동,"18,401",10,2011
12248,두류2동,0,10,2011
12249,두류3동,"11,084",10,2011
12250,감삼동,"27,536",10,2011
12251,죽전동,"16,842",10,2011
12252,장기동,"18,900",10,2011
12253,용산1동,"35,699",10,2011
12254,용산2동,"34,970",10,2011
12255,이곡1동,"27,722",10,2011
12256,이곡2동,"20,057",10,2011
12257,신당동,"38,431",10,2011
12258,본리동,"23,320",10,2011
12259,월성1동,"39,180",10,2011
12260,월성2동,"21,190",10,2011
12261,진천동,"53,554",10,2011
12262,상인1동,"44,837",10,2011
12263,상인2동,"24,796",10,2011
12264,상인3동,"15,916",10,2011
12265,도원동,"42,306",10,2011
12266,송현1동,"23,109",10,2011
12267,송현2동,"22,883",10,2011
12268,본동,"16,096",10,2011
12269,성당1동,0,11,2011
12270,성당동,"26,598",11,2011
12271,성당2동,0,11,2011
12272,두류1동,0,11,2011
12273,두류1.2동,"18,339",11,2011
12274,두류2동,0,11,2011
12275,두류3동,"11,044",11,2011
12276,감삼동,"27,614",11,2011
12277,죽전동,"16,825",11,2011
12278,장기동,"18,875",11,2011
12279,용산1동,"35,679",11,2011
12280,용산2동,"34,948",11,2011
12281,이곡1동,"27,653",11,2011
12282,이곡2동,"19,961",11,2011
12283,신당동,"38,280",11,2011
12284,본리동,"23,310",11,2011
12285,월성1동,"39,437",11,2011
12286,월성2동,"21,228",11,2011
12287,진천동,"53,752",11,2011
12288,상인1동,"44,874",11,2011
12289,상인2동,"24,826",11,2011
12290,상인3동,"15,875",11,2011
12291,도원동,"42,317",11,2011
12292,송현1동,"23,113",11,2011
12293,송현2동,"22,805",11,2011
12294,본동,"16,037",11,2011
12295,성당1동,0,12,2011
12296,성당동,"26,602",12,2011
12297,성당2동,0,12,2011
12298,두류1동,0,12,2011
12299,두류1.2동,"18,323",12,2011
12300,두류2동,0,12,2011
12301,두류3동,"10,983",12,2011
12302,감삼동,"27,669",12,2011
12303,죽전동,"16,821",12,2011
12304,장기동,"18,876",12,2011
12305,용산1동,"35,668",12,2011
12306,용산2동,"34,792",12,2011
12307,이곡1동,"27,600",12,2011
12308,이곡2동,"19,925",12,2011
12309,신당동,"38,152",12,2011
12310,본리동,"23,435",12,2011
12311,월성1동,"39,561",12,2011
12312,월성2동,"21,149",12,2011
12313,진천동,"53,879",12,2011
12314,상인1동,"44,983",12,2011
12315,상인2동,"24,779",12,2011
12316,상인3동,"15,791",12,2011
12317,도원동,"42,294",12,2011
12318,송현1동,"23,083",12,2011
12319,송현2동,"22,744",12,2011
12320,본동,"15,986",12,2011
12321,성당동,"26,612",1,2012
12322,두류1.2동,"18,295",1,2012
12323,두류3동,"10,956",1,2012
12324,감삼동,"27,707",1,2012
12325,죽전동,"16,867",1,2012
12326,장기동,"18,907",1,2012
12327,용산1동,"35,731",1,2012
12328,용산2동,"34,841",1,2012
12329,이곡1동,"27,627",1,2012
12330,이곡2동,"19,875",1,2012
12331,신당동,"38,098",1,2012
12332,본리동,"23,561",1,2012
12333,월성1동,"39,722",1,2012
12334,월성2동,"21,094",1,2012
12335,진천동,"54,020",1,2012
12336,상인1동,"45,111",1,2012
12337,상인2동,"24,842",1,2012
12338,상인3동,"15,737",1,2012
12339,도원동,"42,259",1,2012
12340,송현1동,"23,059",1,2012
12341,송현2동,"22,721",1,2012
12342,본동,"16,021",1,2012
12343,성당동,"26,653",2,2012
12344,두류1.2동,"18,296",2,2012
12345,두류3동,"10,957",2,2012
12346,감삼동,"27,673",2,2012
12347,죽전동,"16,933",2,2012
12348,장기동,"18,953",2,2012
12349,용산1동,"35,697",2,2012
12350,용산2동,"34,796",2,2012
12351,이곡1동,"27,668",2,2012
12352,이곡2동,"19,835",2,2012
12353,신당동,"38,205",2,2012
12354,본리동,"23,611",2,2012
12355,월성1동,"39,819",2,2012
12356,월성2동,"21,042",2,2012
12357,진천동,"53,940",2,2012
12358,상인1동,"45,132",2,2012
12359,상인2동,"24,802",2,2012
12360,상인3동,"15,709",2,2012
12361,도원동,"42,123",2,2012
12362,송현1동,"23,080",2,2012
12363,송현2동,"22,656",2,2012
12364,본동,"15,964",2,2012
12365,성당동,"26,592",3,2012
12366,두류1.2동,"18,257",3,2012
12367,두류3동,"10,923",3,2012
12368,감삼동,"27,746",3,2012
12369,죽전동,"16,948",3,2012
12370,장기동,"18,963",3,2012
12371,용산1동,"35,623",3,2012
12372,용산2동,"34,726",3,2012
12373,이곡1동,"27,524",3,2012
12374,이곡2동,"19,762",3,2012
12375,신당동,"38,130",3,2012
12376,본리동,"23,594",3,2012
12377,월성1동,"39,755",3,2012
12378,월성2동,"21,002",3,2012
12379,진천동,"53,954",3,2012
12380,상인1동,"45,115",3,2012
12381,상인2동,"24,830",3,2012
12382,상인3동,"15,603",3,2012
12383,도원동,"42,063",3,2012
12384,송현1동,"23,006",3,2012
12385,송현2동,"22,663",3,2012
12386,본동,"15,953",3,2012
12387,성당동,"26,577",4,2012
12388,두류1.2동,"18,262",4,2012
12389,두류3동,"10,859",4,2012
12390,감삼동,"27,680",4,2012
12391,죽전동,"16,973",4,2012
12392,장기동,"18,937",4,2012
12393,용산1동,"35,577",4,2012
12394,용산2동,"34,674",4,2012
12395,이곡1동,"27,465",4,2012
12396,이곡2동,"19,749",4,2012
12397,신당동,"38,034",4,2012
12398,본리동,"23,713",4,2012
12399,월성1동,"39,734",4,2012
12400,월성2동,"20,955",4,2012
12401,진천동,"53,948",4,2012
12402,상인1동,"45,112",4,2012
12403,상인2동,"24,830",4,2012
12404,상인3동,"15,564",4,2012
12405,도원동,"42,033",4,2012
12406,송현1동,"22,877",4,2012
12407,송현2동,"22,693",4,2012
12408,본동,"15,957",4,2012
12409,성당동,"26,603",5,2012
12410,두류1.2동,"18,189",5,2012
12411,두류3동,"10,893",5,2012
12412,감삼동,"27,739",5,2012
12413,죽전동,"16,933",5,2012
12414,장기동,"18,926",5,2012
12415,용산1동,"35,633",5,2012
12416,용산2동,"34,684",5,2012
12417,이곡1동,"27,410",5,2012
12418,이곡2동,"19,751",5,2012
12419,신당동,"37,982",5,2012
12420,본리동,"23,874",5,2012
12421,월성1동,"39,700",5,2012
12422,월성2동,"20,937",5,2012
12423,진천동,"54,101",5,2012
12424,상인1동,"45,098",5,2012
12425,상인2동,"24,822",5,2012
12426,상인3동,"15,552",5,2012
12427,도원동,"41,926",5,2012
12428,송현1동,"22,878",5,2012
12429,송현2동,"22,734",5,2012
12430,본동,"15,969",5,2012
12431,성당동,"26,631",6,2012
12432,두류1.2동,"18,192",6,2012
12433,두류3동,"10,923",6,2012
12434,감삼동,"27,826",6,2012
12435,죽전동,"16,961",6,2012
12436,장기동,"18,929",6,2012
12437,용산1동,"35,593",6,2012
12438,용산2동,"34,619",6,2012
12439,이곡1동,"27,450",6,2012
12440,이곡2동,"19,705",6,2012
12441,신당동,"37,970",6,2012
12442,본리동,"23,967",6,2012
12443,월성1동,"39,729",6,2012
12444,월성2동,"20,875",6,2012
12445,진천동,"54,127",6,2012
12446,상인1동,"45,135",6,2012
12447,상인2동,"24,839",6,2012
12448,상인3동,"15,494",6,2012
12449,도원동,"41,911",6,2012
12450,송현1동,"22,854",6,2012
12451,송현2동,"22,702",6,2012
12452,본동,"15,926",6,2012
12453,성당동,"26,657",7,2012
12454,두류1.2동,"18,184",7,2012
12455,두류3동,"10,934",7,2012
12456,감삼동,"27,874",7,2012
12457,죽전동,"17,011",7,2012
12458,장기동,"18,929",7,2012
12459,용산1동,"35,559",7,2012
12460,용산2동,"34,594",7,2012
12461,이곡1동,"27,503",7,2012
12462,이곡2동,"19,697",7,2012
12463,신당동,"37,870",7,2012
12464,본리동,"24,084",7,2012
12465,월성1동,"39,753",7,2012
12466,월성2동,"20,819",7,2012
12467,진천동,"54,205",7,2012
12468,상인1동,"45,141",7,2012
12469,상인2동,"24,866",7,2012
12470,상인3동,"15,501",7,2012
12471,도원동,"41,919",7,2012
12472,송현1동,"22,863",7,2012
12473,송현2동,"22,691",7,2012
12474,본동,"15,919",7,2012
12475,성당동,"26,744",8,2012
12476,두류1.2동,"18,203",8,2012
12477,두류3동,"10,979",8,2012
12478,감삼동,"27,995",8,2012
12479,죽전동,"17,021",8,2012
12480,장기동,"18,894",8,2012
12481,용산1동,"35,583",8,2012
12482,용산2동,"34,609",8,2012
12483,이곡1동,"27,467",8,2012
12484,이곡2동,"19,654",8,2012
12485,신당동,"37,792",8,2012
12486,본리동,"24,253",8,2012
12487,월성1동,"39,721",8,2012
12488,월성2동,"20,792",8,2012
12489,진천동,"54,614",8,2012
12490,상인1동,"45,200",8,2012
12491,상인2동,"24,865",8,2012
12492,상인3동,"15,499",8,2012
12493,도원동,"41,892",8,2012
12494,송현1동,"22,846",8,2012
12495,송현2동,"22,652",8,2012
12496,본동,"15,901",8,2012
12497,성당동,"26,817",9,2012
12498,두류1.2동,"18,216",9,2012
12499,두류3동,"10,918",9,2012
12500,감삼동,"28,043",9,2012
12501,죽전동,"17,024",9,2012
12502,장기동,"18,876",9,2012
12503,용산1동,"35,584",9,2012
12504,용산2동,"34,547",9,2012
12505,이곡1동,"27,496",9,2012
12506,이곡2동,"19,638",9,2012
12507,신당동,"37,824",9,2012
12508,본리동,"24,299",9,2012
12509,월성1동,"39,706",9,2012
12510,월성2동,"20,753",9,2012
12511,진천동,"55,015",9,2012
12512,상인1동,"45,261",9,2012
12513,상인2동,"24,834",9,2012
12514,상인3동,"15,458",9,2012
12515,도원동,"41,816",9,2012
12516,송현1동,"22,922",9,2012
12517,송현2동,"22,632",9,2012
12518,본동,"15,854",9,2012
12519,성당동,"26,850",10,2012
12520,두류1.2동,"18,194",10,2012
12521,두류3동,"10,892",10,2012
12522,감삼동,"28,085",10,2012
12523,죽전동,"16,991",10,2012
12524,장기동,"18,892",10,2012
12525,용산1동,"35,598",10,2012
12526,용산2동,"34,524",10,2012
12527,이곡1동,"27,456",10,2012
12528,이곡2동,"19,601",10,2012
12529,신당동,"37,816",10,2012
12530,본리동,"24,379",10,2012
12531,월성1동,"39,656",10,2012
12532,월성2동,"20,745",10,2012
12533,진천동,"55,238",10,2012
12534,상인1동,"45,258",10,2012
12535,상인2동,"24,898",10,2012
12536,상인3동,"15,403",10,2012
12537,도원동,"41,763",10,2012
12538,송현1동,"22,968",10,2012
12539,송현2동,"22,603",10,2012
12540,본동,"15,785",10,2012
12541,성당동,"26,759",11,2012
12542,두류1.2동,"18,182",11,2012
12543,두류3동,"10,957",11,2012
12544,감삼동,"28,148",11,2012
12545,죽전동,"16,965",11,2012
12546,장기동,"18,882",11,2012
12547,용산1동,"35,659",11,2012
12548,용산2동,"34,495",11,2012
12549,이곡1동,"27,417",11,2012
12550,이곡2동,"19,611",11,2012
12551,신당동,"37,763",11,2012
12552,본리동,"24,488",11,2012
12553,월성1동,"39,561",11,2012
12554,월성2동,"20,684",11,2012
12555,진천동,"55,483",11,2012
12556,상인1동,"45,260",11,2012
12557,상인2동,"24,869",11,2012
12558,상인3동,"15,362",11,2012
12559,도원동,"41,756",11,2012
12560,송현1동,"23,020",11,2012
12561,송현2동,"22,537",11,2012
12562,본동,"15,772",11,2012
12563,성당동,"26,806",12,2012
12564,두류1.2동,"18,171",12,2012
12565,두류3동,"10,955",12,2012
12566,감삼동,"28,264",12,2012
12567,죽전동,"16,947",12,2012
12568,장기동,"18,833",12,2012
12569,용산1동,"35,590",12,2012
12570,용산2동,"34,446",12,2012
12571,이곡1동,"27,396",12,2012
12572,이곡2동,"19,599",12,2012
12573,신당동,"37,764",12,2012
12574,본리동,"24,500",12,2012
12575,월성1동,"39,676",12,2012
12576,월성2동,"20,613",12,2012
12577,진천동,"55,514",12,2012
12578,상인1동,"45,247",12,2012
12579,상인2동,"24,769",12,2012
12580,상인3동,"15,290",12,2012
12581,도원동,"41,677",12,2012
12582,송현1동,"22,985",12,2012
12583,송현2동,"22,568",12,2012
12584,본동,"15,734",12,2012
12585,성당동,"26,868",1,2013
12586,두류1.2동,"18,148",1,2013
12587,두류3동,"10,923",1,2013
12588,감삼동,"28,241",1,2013
12589,죽전동,"16,938",1,2013
12590,장기동,"18,826",1,2013
12591,용산1동,"35,620",1,2013
12592,용산2동,"34,475",1,2013
12593,이곡1동,"27,411",1,2013
12594,이곡2동,"19,587",1,2013
12595,신당동,"37,691",1,2013
12596,본리동,"24,568",1,2013
12597,월성1동,"39,680",1,2013
12598,월성2동,"20,570",1,2013
12599,진천동,"55,625",1,2013
12600,상인1동,"45,172",1,2013
12601,상인2동,"24,718",1,2013
12602,상인3동,"15,248",1,2013
12603,도원동,"41,685",1,2013
12604,송현1동,"23,000",1,2013
12605,송현2동,"22,632",1,2013
12606,본동,"15,749",1,2013
12607,성당동,"26,873",2,2013
12608,두류1.2동,"18,162",2,2013
12609,두류3동,"10,899",2,2013
12610,감삼동,"28,311",2,2013
12611,죽전동,"16,977",2,2013
12612,장기동,"18,872",2,2013
12613,용산1동,"35,628",2,2013
12614,용산2동,"34,505",2,2013
12615,이곡1동,"27,382",2,2013
12616,이곡2동,"19,543",2,2013
12617,신당동,"37,781",2,2013
12618,본리동,"24,638",2,2013
12619,월성1동,"39,695",2,2013
12620,월성2동,"20,531",2,2013
12621,진천동,"55,712",2,2013
12622,상인1동,"45,147",2,2013
12623,상인2동,"24,732",2,2013
12624,상인3동,"15,222",2,2013
12625,도원동,"41,580",2,2013
12626,송현1동,"22,976",2,2013
12627,송현2동,"22,698",2,2013
12628,본동,"15,718",2,2013
12629,성당동,"26,796",3,2013
12630,두류1.2동,"18,213",3,2013
12631,두류3동,"10,912",3,2013
12632,감삼동,"28,262",3,2013
12633,죽전동,"17,001",3,2013
12634,장기동,"18,865",3,2013
12635,용산1동,"35,639",3,2013
12636,용산2동,"34,522",3,2013
12637,이곡1동,"27,340",3,2013
