행정구역,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12
1,신암1동,"9,487","9,454","9,411","9,288","8,932","8,587","8,327","8,256","8,203","8,149","8,042","7,960"
2,신암2동,"11,820","11,771","11,758","11,740","11,709","11,681","11,680","11,634","11,591","11,567","11,558","11,473"
3,신암3동,"8,181","8,517","8,609","8,699","8,783","8,794","8,762","8,793","8,828","8,852","8,816","8,831"
4,신암4동,"15,493","15,334","15,237","15,069","14,833","14,584","14,365","14,278","14,231","14,182","14,085","13,899"
5,신암5동,"7,107","7,000","6,913","6,858","6,838","6,832","6,781","6,748","6,725","6,735","6,696","6,646"
6,신천1.2동,"13,680","13,676","13,671","13,676","13,681","13,696","13,685","13,690","13,687","13,623","13,616","13,539"
7,신천3동,"12,858","12,796","12,766","12,752","12,762","12,738","12,745","12,754","12,720","12,642","12,642","12,596"
8,신천4동,"8,005","7,875","7,755","7,710","7,701","7,718","7,745","7,691","7,671","7,670","7,669","7,620"
9,효목1동,"14,327","14,328","14,312","14,281","14,310","14,322","14,351","14,343","14,307","14,313","14,291","14,288"
10,효목2동,"15,566","15,539","15,527","15,462","15,433","15,378","15,280","15,217","15,177","15,193","15,158","15,145"
11,도평동,"4,364","4,342","4,350","4,383","4,370","4,353","4,348","4,339","4,321","4,297","4,287","4,264"
12,불로.봉무동,"27,119","27,100","27,162","27,128","27,160","27,200","27,150","27,136","27,068","27,059","27,061","27,062"
13,지저동,"10,393","10,350","10,317","10,336","10,326","10,308","10,330","10,335","10,320","10,305","10,312","10,283"
14,동촌동,"16,138","16,190","16,203","16,204","16,219","16,250","16,265","16,238","16,230","16,193","16,172","16,144"
15,방촌동,"19,010","19,002","18,983","18,987","18,940","18,923","18,916","18,891","18,858","18,837","18,832","18,815"
16,해안동,"15,809","15,743","15,699","15,671","15,662","15,660","15,645","15,606","15,594","15,576","15,559","15,501"
17,안심1동,"44,682","44,574","44,577","44,549","44,617","44,612","44,614","44,512","44,397","44,291","44,248","44,098"
18,안심2동,"10,536","10,510","10,500","10,503","10,465","10,453","10,454","10,410","10,393","10,377","10,342","10,349"
19,안심3.4동,"68,746","68,624","68,701","68,896","68,875","68,915","68,971","69,022","69,146","69,126","69,092","69,094"
20,공산동,"14,893","14,842","14,805","14,801","14,766","14,763","14,777","14,792","14,797","14,776","14,791","14,785"
