행정구역,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12
1,고성동,"6,689","6,637","6,644","6,595","6,559","6,559","6,531","6,531","6,510","6,481","6,491","6,488"
2,칠성동,"20,313","20,288","20,357","20,341","20,350","20,381","21,016","21,268","21,291","21,419","21,503","21,531"
3,침산1동,"5,437","5,423","5,402","5,351","5,301","5,265","5,242","5,223","5,230","5,224","5,205","5,197"
4,침산2동,"16,616","16,583","16,830","17,096","17,181","17,244","17,230","17,212","17,178","17,169","17,186","17,158"
5,침산3동,"22,142","22,156","22,214","22,118","22,140","22,125","22,025","21,999","21,911","21,964","21,953","21,933"
6,산격1동,"12,017","11,949","11,922","11,873","11,827","11,832","11,852","11,841","11,839","11,758","11,726","11,724"
7,산격2동,"13,164","13,066","13,013","12,965","13,011","13,006","13,004","12,983","12,943","12,916","12,940","12,921"
8,산격3동,"9,646","9,632","9,623","9,562","9,520","9,535","9,526","9,535","9,484","9,501","9,462","9,450"
9,산격4동,"10,068","10,040","10,011","9,952","9,935","9,930","9,909","9,887","9,903","9,867","9,864","9,854"
10,대현동,"17,763","17,711","17,702","17,692","17,663","17,687","17,678","17,660","17,599","17,612","17,559","17,592"
11,복현1동,"7,382","7,368","7,315","7,271","7,278","7,270","7,306","7,327","7,327","7,336","7,331","7,347"
12,복현2동,"28,654","29,779","30,593","31,128","31,240","31,386","31,424","31,422","31,338","31,433","31,434","31,455"
13,검단동,"8,615","8,532","8,489","8,453","8,428","8,401","8,385","8,397","8,399","8,357","8,379","8,416"
14,무태조야동,"31,238","30,958","30,941","30,995","31,053","31,057","31,049","30,958","30,918","30,860","30,853","30,828"
15,관문동,"17,841","17,754","17,746","17,711","17,691","17,686","17,690","17,660","17,652","19,136","19,544","19,676"
16,태전1동,"23,420","23,348","23,343","23,338","23,352","23,318","23,291","23,352","23,292","23,192","23,161","23,107"
17,태전2동,"25,785","25,754","25,730","25,715","25,662","25,709","25,679","25,634","25,592","25,481","25,488","25,400"
18,구암동,"41,863","41,727","41,695","41,614","41,612","41,647","41,605","41,511","41,483","41,438","41,426","41,374"
19,관음동,"21,415","21,282","21,236","21,221","21,226","21,208","21,179","21,095","21,020","20,889","20,815","20,832"
20,읍내동,"29,480","29,412","29,379","29,331","29,277","29,230","29,234","29,244","29,155","29,063","29,030","28,945"
21,동천동,"32,564","32,406","32,341","32,320","32,365","32,382","32,385","32,416","32,379","32,327","32,255","32,279"
22,노원동,"11,593","11,540","11,540","11,472","11,436","11,365","11,313","11,286","11,257","11,247","11,271","11,279"
23,국우동,"26,836","26,725","26,709","26,707","26,735","26,750","26,786","26,783","26,748","26,581","26,669","26,707"
