행정구역,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12
1,고성동,"6,383","6,377","6,345","6,336","6,321","6,288","6,250","6,200","6,109","6,053","5,960","5,855"
2,칠성동,"21,393","21,349","21,358","21,399","21,462","21,487","21,510","21,463","21,468","21,535","21,588","21,622"
3,침산1동,"4,991","4,960","4,924","4,906","4,913","4,894","4,858","4,851","4,822","4,813","4,787","4,756"
4,침산2동,"16,987","16,970","16,947","16,961","16,948","16,901","16,870","16,830","16,853","16,869","16,803","16,817"
5,침산3동,"21,644","21,626","21,544","21,507","21,507","21,468","21,453","21,423","21,407","21,412","21,450","21,462"
6,산격1동,"11,332","11,293","11,251","11,225","11,140","11,084","11,077","11,074","11,063","11,010","10,969","10,930"
7,산격2동,"12,502","12,446","12,384","12,371","12,344","12,316","12,309","12,291","12,268","12,267","12,300","12,273"
8,산격3동,"9,308","9,235","9,223","9,191","9,189","9,169","9,111","9,100","9,077","9,101","9,030","9,023"
9,산격4동,"9,692","9,643","9,595","9,583","9,557","9,504","9,468","9,486","9,464","9,432","9,420","9,370"
10,대현동,"17,385","17,342","17,304","17,316","17,803","18,962","19,301","19,490","19,570","19,568","19,580","19,541"
11,복현1동,"7,293","7,299","7,264","7,260","7,254","7,215","7,162","7,157","7,156","7,165","7,160","7,141"
12,복현2동,"31,256","31,477","31,555","31,649","31,680","31,670","31,680","31,648","31,659","31,662","31,646","31,495"
13,검단동,"8,285","8,247","8,128","8,101","8,060","8,017","7,997","7,945","7,939","7,911","7,888","7,809"
14,무태조야동,"30,442","30,263","30,232","30,210","30,167","30,154","30,085","29,988","29,987","29,937","29,889","29,809"
15,관문동,"22,555","22,615","22,618","22,611","23,041","23,810","24,039","25,200","25,675","26,006","26,186","26,313"
16,태전1동,"24,319","24,286","24,267","24,276","24,331","24,312","24,231","24,060","23,963","23,893","23,881","23,895"
17,태전2동,"24,905","24,838","24,806","24,802","24,746","24,672","24,655","24,522","24,442","24,440","24,386","24,305"
18,구암동,"40,687","40,503","40,407","40,352","40,270","40,188","40,117","40,053","39,983","39,910","39,878","39,765"
19,관음동,"20,290","20,137","20,082","20,057","20,007","19,924","19,867","19,703","19,649","19,566","19,481","19,410"
20,읍내동,"28,612","28,562","28,498","28,442","28,398","28,402","28,316","28,195","28,137","28,022","28,043","27,942"
21,동천동,"31,923","31,765","31,711","31,692","31,637","31,619","31,590","31,443","31,393","31,381","31,345","31,296"
22,노원동,"10,930","10,892","10,833","10,762","10,759","10,703","10,662","10,630","10,625","10,591","10,561","10,478"
23,국우동,"26,657","26,615","26,623","26,602","26,511","26,421","26,376","26,234","26,218","26,200","26,130","26,123"
