행정구역,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12
1,동인동,"10,196","10,185","10,210","10,166","10,166","10,181","10,192","10,151","10,163","10,233","10,328","10,470"
2,삼덕동,"6,639","6,641","6,665","6,653","6,664","6,669","6,656","6,679","6,672","6,691","6,688","6,668"
3,성내1동,"4,618","4,641","4,655","4,665","4,663","4,666","4,658","4,637","4,619","4,584","4,581","4,576"
4,성내2동,"4,899","4,912","4,898","4,864","4,856","4,835","4,827","4,822","4,809","4,784","4,749","4,732"
5,성내3동,"3,638","3,646","3,621","3,594","3,580","3,593","3,589","3,564","3,577","3,565","3,544","3,516"
6,대신동,"4,652","4,611","4,554","5,466","6,513","7,059","7,220","7,263","7,331","7,358","7,374","7,403"
7,남산1동,"5,159","5,160","5,175","5,162","5,153","5,145","5,157","5,141","5,138","5,138","5,141","5,129"
8,남산2동,"4,719","4,739","4,744","4,751","4,745","4,730","4,710","4,708","4,678","4,664","4,657","4,662"
9,남산3동,"7,476","7,455","7,497","7,486","7,470","7,475","7,473","7,481","7,493","7,515","7,494","7,469"
10,남산4동,"13,934","13,924","13,919","13,852","13,775","13,712","13,715","13,679","13,611","13,526","13,515","13,476"
11,대봉1동,"7,553","7,560","7,513","7,488","7,468","7,398","7,397","7,390","7,398","7,363","7,385","7,681"
12,대봉2동,"3,892","3,870","3,865","3,852","3,837","3,856","3,831","3,809","3,814","3,792","3,750","3,691"
