행정구역,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12
1,범어1동,"16,799","16,799","16,771","16,762","16,732","16,708","16,674","16,662","16,643","16,633","16,655","16,603"
2,범어2동,"15,949","15,929","15,887","15,814","15,750","15,668","15,601","15,569","15,520","15,500","15,462","15,432"
3,범어3동,"14,472","14,475","14,440","14,435","14,438","14,413","14,400","14,403","14,762","15,570","16,033","16,215"
4,범어4동,"18,897","19,106","19,074","19,039","18,985","19,010","19,023","19,066","19,117","19,139","19,117","19,020"
5,만촌1동,"23,925","23,894","23,890","23,879","23,834","23,867","23,839","23,845","23,853","23,787","23,723","23,675"
6,만촌2동,"12,535","12,532","12,461","12,433","12,394","12,388","12,389","12,290","12,171","12,010","11,858","11,803"
7,만촌3동,"18,851","18,820","18,778","18,693","18,611","18,536","18,531","18,508","18,422","18,475","18,934","19,601"
8,수성1가동,"19,144","19,109","19,080","19,086","19,076","19,045","19,076","19,056","18,994","18,969","18,977","18,927"
9,수성2.3가동,"12,568","12,541","12,502","12,463","12,497","12,489","12,457","12,443","12,437","12,402","12,405","12,396"
10,수성4가동,"15,846","15,766","15,745","15,749","15,746","15,753","15,757","15,721","15,663","15,637","15,619","15,606"
11,황금1동,"24,918","24,972","24,906","24,893","24,830","24,844","24,798","24,813","24,782","24,783","24,780","24,693"
12,황금2동,"12,033","11,891","11,753","11,638","11,564","11,473","11,441","11,435","11,454","11,413","11,371","11,358"
13,중동,"10,796","10,773","10,720","10,679","10,649","10,634","10,591","10,500","10,426","10,284","10,253","10,174"
14,상동,"17,027","16,955","16,924","16,938","16,929","16,918","16,920","16,872","16,863","16,840","16,850","16,863"
15,파동,"14,655","14,572","14,548","14,504","14,410","14,276","14,155","14,118","14,051","13,948","13,827","13,619"
16,두산동,"14,130","14,141","14,150","14,103","14,091","14,083","14,070","14,023","14,001","14,065","14,035","14,017"
17,지산1동,"23,364","23,265","23,214","23,173","23,194","23,170","23,117","23,052","23,011","23,051","23,070","23,024"
18,지산2동,"20,937","20,902","20,836","20,822","20,806","20,787","20,785","20,723","20,588","20,248","19,871","19,654"
19,범물1동,"12,275","12,228","12,234","12,201","12,189","12,155","12,135","12,144","12,101","12,074","12,017","11,998"
20,범물2동,"16,234","16,187","16,156","16,157","16,144","16,164","16,146","16,071","16,035","16,022","16,048","16,005"
21,고산1동,"32,756","32,633","32,532","32,507","32,432","32,372","32,368","32,357","32,349","32,356","32,288","32,174"
22,고산2동,"26,260","26,754","27,102","27,375","27,528","27,582","27,645","27,768","27,806","27,811","27,829","27,875"
23,고산3동,"35,132","35,165","35,109","35,126","35,099","35,045","35,024","34,973","34,989","34,911","34,869","34,798"
