행정구역,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
1,범어1동,"16,208","16,113","16,001","16,196","16,398","16,888","17,032","17,072","17,058","16,950","16,813","16,644"
2,범어2동,"15,876","15,871","15,799","15,704","15,658","15,599","15,581","15,524","15,541","15,525","15,482","15,494"
3,범어3동,"16,339","16,326","16,320","16,337","16,327","16,307","16,287","16,265","16,271","16,211","16,160","16,110"
4,범어4동,"19,401","19,806","19,887","19,925","19,966","19,983","19,974","19,985","19,955","20,002","19,958","19,911"
5,만촌1동,"23,088","23,048","22,979","22,922","22,902","22,902","22,883","22,850","22,850","22,809","22,782","22,713"
6,만촌2동,"11,401","11,310","11,251","11,178","11,118","11,047","11,001","11,002","10,997","10,967","10,926","10,883"
7,만촌3동,"20,270","20,202","20,129","20,079","20,028","19,969","19,913","19,852","19,839","19,802","19,755","19,679"
8,수성1가동,"18,536","18,447","18,408","18,328","18,240","18,165","18,102","18,065","18,023","17,993","17,961","17,954"
9,수성2.3가동,"12,147","12,096","12,111","12,073","12,045","12,014","12,008","11,954","11,922","11,892","11,885","11,858"
10,수성4가동,"15,034","15,031","14,952","14,897","14,894","14,852","14,852","14,818","14,767","14,713","14,636","14,543"
11,황금1동,"24,253","24,196","24,092","24,038","23,981","23,964","23,923","23,919","23,852","23,839","23,833","23,801"
12,황금2동,"11,011","11,013","10,990","10,961","10,942","10,913","10,915","10,903","10,900","10,863","10,824","10,726"
13,중동,"11,106","11,094","11,036","11,024","10,964","10,953","10,929","10,936","10,949","10,917","10,894","10,919"
14,상동,"16,809","16,756","16,743","16,640","16,577","16,445","16,306","16,239","16,226","16,187","16,156","16,194"
15,파동,"12,645","12,669","12,635","12,642","12,636","12,608","12,578","12,547","12,492","12,504","12,474","12,444"
16,두산동,"14,068","14,053","14,030","14,036","14,054","14,001","13,975","13,985","13,992","13,971","13,934","14,010"
17,지산1동,"22,327","22,334","22,284","22,223","22,157","22,102","22,007","21,953","21,928","21,856","21,828","21,752"
18,지산2동,"19,021","19,007","18,918","18,881","18,850","18,815","18,812","18,748","18,737","18,719","18,693","18,597"
19,범물1동,"11,589","11,562","11,529","11,514","11,479","11,435","11,410","11,391","11,359","11,325","11,312","11,265"
20,범물2동,"17,176","17,244","17,255","17,226","17,232","17,210","17,202","17,172","17,161","17,140","17,122","17,107"
21,고산1동,"31,374","31,402","31,329","31,188","31,045","30,927","30,835","30,745","30,743","30,760","30,718","30,682"
22,고산2동,"27,561","27,590","27,475","27,340","27,222","27,355","28,133","28,519","28,658","28,610","28,656","28,691"
23,고산3동,"34,006","33,909","33,834","33,731","33,576","33,517","33,387","33,396","33,333","33,313","33,269","33,191"
