행정구역,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12
1,고성동,"5,721","5,501","5,411","5,390","5,366","5,351","5,312","5,266","5,230","5,181","5,138","5,127"
2,칠성동,"21,594","21,568","21,572","21,574","21,611","21,604","21,574","21,638","21,644","21,680","22,351","22,738"
3,침산1동,"4,729","4,725","4,690","4,701","4,682","4,675","4,660","4,662","4,656","4,621","4,591","4,582"
4,침산2동,"16,802","16,799","16,775","16,789","16,778","16,771","16,762","16,739","17,040","18,621","19,291","19,503"
5,침산3동,"21,467","21,492","21,515","21,509","21,525","21,545","21,541","21,558","21,499","21,315","21,041","20,973"
6,산격1동,"10,886","10,855","10,802","10,766","10,777","10,721","10,694","10,674","10,636","10,557","10,498","10,435"
7,산격2동,"12,250","12,214","12,183","12,148","12,143","12,114","12,096","12,067","12,055","12,025","12,002","11,997"
8,산격3동,"8,944","8,997","9,011","9,022","9,000","9,011","9,020","9,013","8,995","8,942","8,910","8,876"
9,산격4동,"9,324","9,262","9,255","9,239","9,221","9,217","9,185","9,193","9,155","9,129","9,051","8,990"
10,대현동,"19,504","19,488","19,534","19,533","19,507","19,521","19,507","19,518","19,437","19,400","19,318","19,230"
11,복현1동,"7,118","7,134","7,147","7,161","7,159","7,164","7,142","7,135","7,107","7,091","7,095","7,080"
12,복현2동,"31,489","31,397","31,342","31,360","31,348","31,285","31,241","31,073","30,802","30,511","30,305","30,188"
13,검단동,"7,734","7,731","7,715","7,690","7,678","7,679","7,621","7,596","7,581","7,569","7,572","7,524"
14,무태조야동,"29,758","29,729","29,702","29,642","29,595","29,588","29,509","29,428","29,349","29,177","29,011","28,922"
15,관문동,"27,351","27,929","28,080","28,158","28,234","28,611","29,122","29,377","29,548","29,650","29,765","29,827"
16,태전1동,"23,796","23,811","23,813","23,789","23,720","23,673","23,602","23,503","23,458","23,394","23,303","23,297"
17,태전2동,"24,210","24,145","24,103","24,127","24,125","24,369","25,078","25,660","25,911","25,977","26,028","26,063"
18,구암동,"39,678","39,570","39,523","39,490","39,474","39,382","39,168","39,005","38,892","38,799","38,693","38,576"
19,관음동,"19,380","19,301","19,287","19,263","19,279","19,179","19,081","19,008","18,865","18,798","18,735","18,686"
20,읍내동,"27,931","27,815","27,742","27,721","27,731","27,666","27,547","27,437","27,356","27,301","27,206","27,148"
21,동천동,"31,276","31,194","31,166","31,128","31,155","31,151","31,066","30,938","30,876","30,773","30,712","30,641"
22,노원동,"10,452","10,400","10,403","10,416","10,411","10,387","10,388","10,335","11,110","11,982","12,616","12,848"
23,국우동,"26,075","25,950","25,949","25,983","25,977","25,951","25,868","25,682","25,561","25,437","25,359","25,292"
