행정구역,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12
1,신암1동,"11,727","11,708","11,692","11,646","11,592","11,496","11,451","11,386","11,326","11,295","11,217","11,161"
2,신암2동,"12,456","12,463","12,460","12,443","12,407","12,284","12,230","12,197","12,193","12,155","12,124","12,145"
3,신암3동,"8,149","8,157","8,130","8,126","8,093","8,036","7,988","7,970","7,941","7,945","7,923","7,882"
4,신암4동,"17,556","17,507","17,396","17,346","17,292","17,238","17,181","17,191","17,116","17,067","16,983","16,907"
5,신암5동,"8,170","8,141","8,096","8,082","8,073","8,046","8,032","7,992","7,988","7,935","7,905","7,888"
6,신천1.2동,"14,654","14,650","14,572","14,552","14,490","14,433","14,404","14,396","14,412","14,371","14,367","14,345"
7,신천3동,"11,973","11,918","11,908","11,923","11,896","11,861","11,865","11,880","11,863","11,858","11,819","11,825"
8,신천4동,"9,466","9,455","9,469","9,446","9,426","9,439","9,446","9,437","9,384","9,370","9,314","9,270"
9,효목1동,"15,423","15,403","15,373","15,336","15,322","15,251","15,179","15,145","15,080","15,069","15,063","15,017"
10,효목2동,"16,561","16,506","16,413","16,384","16,329","16,268","16,273","16,227","16,148","16,141","16,102","16,070"
11,도평동,"4,990","4,957","4,945","4,919","4,894","4,867","4,854","4,879","4,886","4,848","4,816","4,786"
12,불로.봉무동,"25,462","25,451","25,465","25,442","25,375","25,332","25,331","25,258","25,220","25,183","25,250","25,598"
13,지저동,"10,667","10,664","10,663","10,630","10,647","10,604","10,602","10,554","10,554","10,534","10,595","10,636"
14,동촌동,"15,497","15,502","15,501","15,508","15,482","15,477","15,484","15,488","15,514","15,489","15,439","15,413"
15,방촌동,"20,388","20,368","20,296","20,244","20,266","20,215","20,129","20,067","20,011","19,984","19,956","19,855"
16,해안동,"17,275","17,274","17,203","17,161","17,084","17,028","16,925","16,922","16,883","16,821","16,775","16,668"
17,안심1동,"45,792","45,829","45,749","45,676","45,632","45,603","45,513","45,432","45,394","45,379","45,386","45,336"
18,안심2동,"10,594","10,831","10,985","11,098","11,124","11,131","11,149","11,136","11,113","11,117","11,152","11,158"
19,안심3.4동,"54,549","54,878","55,974","56,546","57,024","57,661","58,224","58,990","59,470","59,841","60,326","60,775"
20,공산동,"15,682","15,682","15,640","15,611","15,596","15,569","15,539","15,515","15,492","15,468","15,462","15,429"
