행정구역,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
1,고성동,"4,100","4,065","4,031","4,068","4,599","5,021","5,085","5,028","4,979","4,943","4,912","4,894"
2,칠성동,"23,379","23,441","23,434","23,443","23,338","23,215","23,130","23,211","23,324","23,359","23,349","23,328"
3,침산1동,"4,252","4,235","4,245","4,239","4,237","4,222","4,220","4,212","4,214","4,201","4,196","4,188"
4,침산2동,"19,693","19,675","19,644","19,612","19,553","19,538","19,552","19,491","19,442","19,443","19,387","19,331"
5,침산3동,"20,798","20,799","20,794","20,731","20,576","20,547","20,491","20,463","20,415","20,395","20,379","20,317"
6,산격1동,"9,752","9,763","9,713","9,641","9,611","9,548","9,554","9,538","9,520","9,508","9,480","9,454"
7,산격2동,"11,440","11,415","11,409","11,376","11,336","11,299","11,286","11,250","11,161","11,142","11,113","11,064"
8,산격3동,"8,861","8,835","8,893","8,933","8,976","8,931","8,959","9,005","8,991","8,989","8,978","9,075"
9,산격4동,"8,640","8,641","8,679","8,661","8,655","8,606","8,597","8,583","8,543","8,535","8,516","8,552"
10,대현동,"18,505","18,414","18,471","18,480","18,448","18,484","18,465","18,448","18,388","18,377","18,368","18,278"
11,복현1동,"7,219","7,254","7,345","7,423","7,496","7,471","7,494","7,530","7,556","7,536","7,554","7,591"
12,복현2동,"27,834","27,741","27,683","27,662","27,598","27,555","27,487","27,496","28,144","28,524","28,689","28,621"
13,검단동,"7,080","7,020","6,991","6,950","6,912","6,896","6,859","6,838","6,764","6,728","6,702","6,708"
14,무태조야동,"28,874","28,841","29,398","30,035","31,338","33,008","34,214","34,790","35,705","36,145","36,387","36,568"
15,관문동,"37,688","37,756","37,797","37,663","37,562","37,500","37,467","37,401","37,427","37,418","37,335","37,252"
16,태전1동,"22,369","22,327","22,433","22,445","22,400","22,338","22,332","22,355","22,345","22,311","22,280","22,257"
17,태전2동,"25,166","25,118","25,098","25,072","25,061","25,007","24,982","25,121","25,090","25,066","25,086","25,007"
18,구암동,"37,211","37,197","37,134","37,021","36,910","36,769","36,737","36,697","36,584","36,554","36,485","36,418"
19,관음동,"17,471","17,427","17,395","17,355","17,311","17,262","17,215","17,189","17,175","17,102","17,096","17,066"
20,읍내동,"27,286","27,275","27,285","27,284","27,238","27,172","27,161","27,096","27,024","26,913","26,880","26,834"
21,동천동,"29,562","29,518","29,514","29,501","29,412","29,375","29,356","29,300","29,162","29,117","29,091","29,039"
22,노원동,"12,872","12,684","12,472","12,355","12,270","12,157","12,128","12,086","12,023","11,987","11,963","11,912"
23,국우동,"24,427","24,379","24,308","24,315","24,187","24,136","24,110","24,046","24,016","24,036","24,017","24,006"
