행정구역,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12
1,성당동,"26,675","26,560","26,579","26,682","26,669","26,698","26,751","26,673","26,710","26,716","26,689","26,689"
2,두류1.2동,"17,968","17,955","17,920","17,864","17,800","17,811","17,729","17,780","17,783","17,825","17,839","17,803"
3,두류3동,"10,816","10,784","10,731","10,681","10,680","10,678","10,681","10,691","10,676","10,666","10,632","10,578"
4,감삼동,"29,970","29,890","29,929","29,864","29,834","29,814","29,820","29,799","29,728","29,675","29,658","29,629"
5,죽전동,"16,793","16,827","16,820","16,835","16,810","16,808","16,817","16,791","16,744","16,691","16,766","16,784"
6,장기동,"18,681","18,676","18,725","18,667","18,594","18,530","18,509","18,484","18,443","18,414","18,452","18,449"
7,용산1동,"35,727","35,523","35,482","35,490","35,536","35,542","35,508","35,489","35,454","35,493","35,422","35,400"
8,용산2동,"34,203","34,110","34,032","33,959","33,936","33,911","33,877","33,834","33,781","33,755","33,694","33,658"
9,이곡1동,"27,218","27,200","27,157","27,186","27,175","27,142","27,096","27,087","27,034","27,028","26,950","26,921"
10,이곡2동,"19,326","19,275","19,251","19,183","19,157","19,133","19,171","19,156","19,099","19,107","19,093","19,081"
11,신당동,"37,478","37,364","37,379","37,278","37,252","37,201","37,108","37,061","37,032","36,943","36,968","36,947"
12,본리동,"24,678","24,665","24,703","24,691","24,662","24,620","24,627","24,610","24,627","24,620","24,619","24,676"
13,월성1동,"40,122","40,177","40,207","40,192","40,142","40,140","40,150","40,165","40,069","40,777","41,800","42,195"
14,월성2동,"20,179","20,139","20,154","20,102","20,067","20,068","20,060","20,023","19,967","19,914","19,851","19,773"
15,진천동,"61,176","61,243","61,182","61,215","61,271","61,338","61,405","61,348","61,265","61,211","61,132","61,070"
16,상인1동,"44,810","44,747","44,686","44,639","44,528","44,501","44,569","44,576","44,586","44,530","44,563","44,555"
17,상인2동,"24,393","24,329","24,297","24,255","24,223","24,172","24,108","24,199","24,110","24,113","24,046","24,001"
18,상인3동,"14,725","14,672","14,611","14,551","14,512","14,497","14,477","14,447","14,409","14,370","14,333","14,369"
19,도원동,"41,022","40,874","40,848","40,827","40,798","40,799","40,743","40,747","40,690","40,717","40,697","40,639"
20,송현1동,"23,004","22,928","22,933","22,886","22,960","22,939","22,871","22,877","22,766","22,700","22,707","22,680"
21,송현2동,"22,514","22,469","22,403","22,369","22,339","22,297","22,313","22,318","22,245","22,134","22,105","22,131"
22,본동,"15,507","15,517","15,542","15,554","15,496","15,487","15,500","15,496","15,433","15,457","15,468","15,488"
