행정구역,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12
1,범어1동,"17,721","17,556","17,383","17,248","17,127","17,099","17,020","16,936","16,910","16,893","16,842","16,797"
2,범어2동,"15,932","16,008","16,029","16,050","16,011","16,047","16,022","16,030","16,038","16,007","16,057","16,025"
3,범어3동,"14,658","14,743","14,716","14,691","14,653","14,632","14,564","14,619","14,590","14,544","14,522","14,485"
4,범어4동,"17,692","17,788","17,731","17,703","17,672","17,733","17,775","17,801","17,805","18,087","18,342","18,730"
5,만촌1동,"24,566","24,587","24,503","24,450","24,391","24,339","24,285","24,196","24,164","24,093","24,067","23,949"
6,만촌2동,"12,728","12,785","12,755","12,767","12,745","12,715","12,705","12,666","12,643","12,619","12,577","12,548"
7,만촌3동,"19,965","19,931","19,822","19,738","19,592","19,498","19,428","19,318","19,250","19,171","19,080","18,964"
8,수성1가동,"19,453","19,425","19,372","19,351","19,338","19,341","19,349","19,339","19,289","19,231","19,219","19,137"
9,수성2.3가동,"12,840","12,857","12,825","12,770","12,752","12,723","12,656","12,630","12,610","12,597","12,596","12,583"
10,수성4가동,"16,211","16,180","16,156","16,144","16,109","16,050","16,045","16,011","15,958","15,850","15,862","15,853"
11,황금1동,"23,145","23,192","23,169","23,144","23,636","24,111","24,413","24,631","24,664","24,788","24,887","24,920"
12,황금2동,"12,283","12,306","12,283","12,236","12,214","12,245","12,240","12,255","12,204","12,200","12,167","12,094"
13,중동,"11,577","11,534","11,491","11,407","11,198","11,091","11,026","10,948","10,930","10,911","10,882","10,843"
14,상동,"17,432","17,385","17,396","17,333","17,294","17,267","17,273","17,237","17,191","17,196","17,134","17,085"
15,파동,"15,050","15,014","15,001","15,043","15,023","14,964","14,906","14,824","14,800","14,707","14,673","14,635"
16,두산동,"14,311","14,309","14,276","14,243","14,200","14,179","14,181","14,191","14,173","14,126","14,112","14,104"
17,지산1동,"23,776","23,703","23,630","23,646","23,592","23,505","23,497","23,440","23,392","23,328","23,280","23,338"
18,지산2동,"21,504","21,457","21,419","21,339","21,291","21,239","21,229","21,193","21,142","21,099","21,054","20,988"
19,범물1동,"12,636","12,596","12,576","12,565","12,553","12,536","12,507","12,481","12,435","12,370","12,342","12,305"
20,범물2동,"16,554","16,498","16,418","16,436","16,387","16,350","16,263","16,262","16,253","16,259","16,237","16,219"
21,고산1동,"33,615","33,539","33,432","33,343","33,293","33,212","33,163","33,057","32,965","32,924","32,923","32,823"
22,고산2동,"26,616","26,568","26,516","26,525","26,535","26,529","26,492","26,418","26,415","26,400","26,368","26,317"
23,고산3동,"35,177","35,129","35,094","35,029","34,939","34,890","34,897","34,790","34,698","34,568","34,609","34,903"
