행정구역,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12
1,성당동,"25,729","25,647","25,629","25,605","25,529","25,519","25,507","25,385","25,344","25,302","25,220","25,221"
2,두류1.2동,"16,922","16,935","16,879","16,865","16,782","16,751","16,747","16,703","16,630","16,566","16,448","16,453"
3,두류3동,"10,182","10,148","10,144","10,142","10,126","10,075","10,076","10,021","9,962","9,948","9,908","9,876"
4,감삼동,"28,579","28,558","28,529","28,477","28,454","28,428","28,439","28,407","28,358","28,280","28,243","28,222"
5,죽전동,"15,939","15,896","15,879","15,858","15,822","15,784","15,765","15,708","15,626","15,556","15,460","15,397"
6,장기동,"17,657","17,634","17,602","17,629","17,605","17,596","17,558","17,514","17,445","17,361","17,248","17,233"
7,용산1동,"34,086","34,017","33,971","33,967","33,943","33,890","33,850","33,717","33,577","33,485","33,406","33,342"
8,용산2동,"32,107","32,077","31,964","31,919","31,852","31,844","31,792","31,637","31,487","31,365","31,216","31,116"
9,이곡1동,"25,449","25,460","25,432","25,386","25,355","25,389","25,348","25,195","25,080","24,916","24,808","24,706"
10,이곡2동,"17,981","17,926","17,857","17,867","17,828","17,777","17,769","17,717","17,628","17,540","17,492","17,419"
11,신당동,"34,503","34,407","34,266","34,187","34,138","34,024","33,908","33,731","33,491","33,407","33,279","33,132"
12,본리동,"23,626","23,569","23,582","23,523","23,538","23,457","23,432","23,375","23,281","23,059","22,761","22,727"
13,월성1동,"44,814","44,907","44,965","44,965","44,934","44,983","44,966","44,917","44,959","44,996","45,003","44,936"
14,월성2동,"18,442","18,426","18,335","18,274","18,264","18,200","18,183","18,142","18,062","18,005","17,936","17,905"
15,진천동,"68,157","68,233","68,195","68,307","68,364","68,380","68,370","68,321","68,213","68,131","68,063","67,993"
16,상인1동,"42,412","42,319","42,215","42,241","42,289","42,262","42,246","42,206","42,054","41,925","41,866","41,805"
17,상인2동,"21,256","21,136","21,093","21,059","20,991","20,906","20,879","20,842","20,760","20,660","20,631","20,578"
18,상인3동,"13,151","13,093","13,042","13,033","12,914","12,869","12,827","12,738","12,688","12,617","12,586","12,555"
19,도원동,"40,375","40,234","40,168","40,096","40,042","40,033","40,017","39,973","39,920","39,791","39,681","39,612"
20,송현1동,"21,231","21,155","21,023","20,897","20,819","20,771","20,743","20,652","20,610","20,563","20,471","20,388"
21,송현2동,"21,034","20,981","20,900","20,839","20,797","20,779","20,703","20,643","20,617","20,497","20,425","20,340"
22,본동,"14,494","14,444","14,367","14,328","14,321","14,342","14,302","14,191","14,127","14,087","14,095","14,110"
