행정구역,2010-10,2010-11,2010-12
1,화원읍,"56,715","56,666","56,581"
2,논공읍,"3,733","3,732","3,710"
3,논공읍공단출장소,"19,911","19,932","19,884"
4,다사읍,"37,271","37,278","37,312"
5,다사읍서재출장소,"17,836","17,867","17,926"
6,가창면,"9,002","8,969","8,936"
7,하빈면,"4,453","4,455","4,437"
8,옥포면,"10,834","10,780","10,747"
9,현풍면,"10,800","10,801","10,838"
10,유가면,"3,089","3,010","2,951"
11,구지면,"4,485","4,476","4,464"
