행정구역,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12
1,성당동,"25,165","25,107","25,063","24,981","25,004","25,002","24,968","24,912","24,899","24,854","24,822","24,846"
2,두류1.2동,"16,431","16,417","16,406","16,426","16,413","16,358","16,399","16,422","16,326","16,100","16,046","15,972"
3,두류3동,"9,863","9,867","9,820","9,846","9,796","9,752","9,715","9,725","9,688","9,650","9,590","9,595"
4,감삼동,"28,275","28,158","28,123","28,060","28,009","27,981","27,954","27,995","27,978","27,915","27,955","27,865"
5,죽전동,"15,391","15,375","15,401","15,373","15,321","15,332","15,324","15,347","15,351","15,341","15,318","15,272"
6,장기동,"17,184","17,125","17,112","17,094","17,076","17,023","17,004","16,999","16,966","16,986","16,972","16,892"
7,용산1동,"33,264","33,208","33,104","33,090","33,081","33,072","33,095","33,054","33,047","33,054","33,056","32,973"
8,용산2동,"31,129","31,102","31,027","31,008","31,023","30,977","30,942","30,846","30,778","30,767","30,688","30,649"
9,이곡1동,"24,660","24,580","24,530","24,561","24,548","24,558","24,498","24,426","24,398","24,348","24,331","24,295"
10,이곡2동,"17,404","17,387","17,370","17,381","17,368","17,348","17,399","17,382","17,340","17,307","17,319","17,220"
11,신당동,"32,990","32,984","32,911","32,820","32,785","32,719","32,684","32,689","32,687","32,591","32,539","32,448"
12,본리동,"22,620","22,622","22,583","22,581","22,577","22,569","22,566","22,535","22,497","22,517","22,469","22,432"
13,월성1동,"44,953","44,974","44,885","44,877","44,827","44,795","44,704","44,763","44,690","44,579","44,576","44,532"
14,월성2동,"17,824","17,796","17,764","17,743","17,714","17,668","17,684","17,672","17,623","17,551","17,461","17,399"
15,진천동,"68,074","68,280","68,425","68,518","68,930","69,693","70,057","70,302","71,284","72,224","72,726","72,930"
16,상인1동,"41,749","41,668","41,580","41,545","41,358","41,327","41,302","41,263","41,177","41,089","40,995","40,945"
17,상인2동,"20,532","20,487","20,466","20,400","20,354","20,328","20,284","20,232","20,154","20,037","20,036","20,007"
18,상인3동,"12,501","12,451","12,416","12,387","12,367","12,368","12,343","12,310","12,253","12,222","12,192","12,122"
19,도원동,"39,612","39,480","39,361","39,309","39,179","39,073","39,016","38,995","38,754","38,562","38,522","38,375"
20,송현1동,"20,365","20,325","20,298","20,274","20,220","20,249","20,227","20,202","20,153","20,071","20,015","19,966"
21,송현2동,"20,290","20,269","20,225","20,162","20,087","20,053","20,033","19,987","19,954","19,917","19,850","19,796"
22,본동,"14,069","14,035","14,042","14,026","13,992","13,980","13,981","13,958","13,982","13,988","14,002","13,983"
