행정구역,2012-1,2012-2,2012-3,2012-4,2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12
1,범어1동,"18,725","18,683","18,614","18,562","18,516","18,509","18,467","18,467","18,410","18,516","18,588","18,584"
2,범어2동,"12,895","12,984","13,012","13,057","13,088","13,088","13,163","13,268","13,422","13,515","13,650","13,801"
3,범어3동,"11,543","11,592","11,632","11,679","11,721","11,806","11,884","11,932","11,977","12,031","12,052","12,042"
4,범어4동,"20,023","19,977","19,801","19,722","19,722","19,724","19,695","19,747","19,766","19,813","19,718","19,711"
5,만촌1동,"25,450","26,133","26,334","26,322","26,301","26,249","26,284","26,226","26,224","26,174","26,157","26,100"
6,만촌2동,"13,636","13,487","13,358","13,344","13,325","13,333","13,352","13,366","13,367","13,347","13,327","13,295"
7,만촌3동,"22,607","22,599","22,411","22,247","22,254","22,195","22,210","22,317","22,454","22,569","22,486","22,463"
8,수성1가동,"18,535","18,487","18,457","18,458","18,440","18,415","18,426","18,440","18,423","18,308","18,296","18,257"
9,수성2.3가동,"13,214","13,249","13,168","13,132","13,144","13,193","13,200","13,191","13,227","13,205","13,251","13,287"
10,수성4가동,"17,585","17,585","17,600","17,555","17,505","17,475","17,469","17,413","17,392","17,347","17,409","17,414"
11,황금1동,"26,051","26,022","25,982","25,968","25,918","25,900","25,886","25,891","25,860","25,854","25,816","25,836"
12,황금2동,"13,097","13,064","13,109","13,055","13,048","13,046","13,072","13,086","13,031","12,973","12,938","12,964"
13,중동,"13,583","13,610","13,588","13,586","13,574","13,563","13,587","13,519","13,490","13,500","13,478","13,453"
14,상동,"16,792","16,856","16,905","16,909","16,974","16,976","17,006","17,033","17,024","17,037","17,107","17,160"
15,파동,"13,510","13,557","13,536","13,514","13,484","13,505","13,474","13,438","13,425","13,399","13,361","13,341"
16,두산동,"13,472","13,551","13,612","13,570","13,635","13,619","13,675","13,707","13,717","13,801","13,885","14,063"
17,지산1동,"26,653","26,529","26,506","26,424","26,467","26,415","26,401","26,358","26,311","26,337","26,277","26,240"
18,지산2동,"23,858","23,798","23,774","23,720","23,683","23,676","23,665","23,666","23,669","23,652","23,643","23,641"
19,범물1동,"15,054","15,006","14,915","14,905","14,895","14,838","14,827","14,843","14,801","14,761","14,778","14,739"
20,범물2동,"19,222","19,142","19,087","19,031","18,927","18,886","18,854","18,788","18,746","18,767","18,786","18,762"
21,고산1동,"36,090","36,023","35,969","35,952","35,887","35,848","35,878","35,881","35,890","35,838","35,881","35,944"
22,고산2동,"30,400","30,328","30,237","30,182","30,142","30,139","30,119","30,136","30,114","30,070","30,013","29,941"
23,고산3동,"35,907","35,841","35,777","35,744","35,687","35,704","35,638","35,644","35,681","35,609","35,625","35,543"
