행정구역,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
1,신암1동,"7,552","7,489","7,477","7,437","7,412","7,386","7,379","7,362","7,354","7,460","8,124","8,482"
2,신암2동,"10,553","10,529","10,538","10,499","10,474","10,466","10,436","10,422","10,419","10,386","10,338","10,310"
3,신암3동,"9,728","9,845","9,797","9,773","9,740","9,747","9,750","9,726","9,719","10,773","11,364","11,531"
4,신암4동,"12,659","12,534","12,231","11,871","11,672","11,589","11,536","11,503","11,496","11,425","11,366","11,288"
5,신암5동,"6,447","6,454","6,433","6,425","6,405","6,393","6,377","6,376","6,382","6,340","6,315","6,281"
6,신천1.2동,"13,126","13,099","13,058","13,009","13,002","12,978","12,972","12,948","12,959","12,944","12,932","12,872"
7,신천3동,"12,264","12,211","12,214","12,141","12,113","12,067","11,970","11,888","11,820","11,734","11,659","11,631"
8,신천4동,"7,408","7,400","7,368","7,339","7,300","7,324","7,306","7,336","7,303","7,287","7,286","7,666"
9,효목1동,"13,969","13,938","13,902","13,904","13,854","13,835","13,790","13,782","13,767","13,713","13,679","13,624"
10,효목2동,"13,810","13,784","13,748","13,690","13,598","13,508","13,412","13,370","13,287","13,231","13,191","13,167"
11,도평동,"4,150","4,163","4,140","4,093","4,053","4,050","4,048","4,041","4,027","4,019","3,988","3,984"
12,불로.봉무동,"21,602","21,571","21,499","21,498","21,449","21,449","21,455","21,463","21,445","21,397","21,327","21,242"
13,지저동,"14,748","14,754","14,640","14,584","14,512","14,484","14,469","14,462","14,444","14,418","14,388","14,374"
14,동촌동,"15,761","15,759","15,736","15,714","15,689","15,669","15,612","15,571","15,560","15,517","15,504","15,513"
15,방촌동,"18,157","18,116","18,073","18,042","18,006","17,995","18,516","18,726","18,786","18,818","18,783","18,728"
16,해안동,"15,025","14,964","14,940","15,152","15,280","15,305","15,226","15,123","15,099","15,081","15,056","15,019"
17,안심1동,"43,125","43,059","43,007","42,930","42,902","42,818","42,622","42,616","42,576","42,442","42,290","42,078"
18,안심2동,"11,282","11,271","11,229","11,169","11,153","11,113","11,102","11,086","11,088","11,098","11,031","10,969"
19,안심3동,"21,282","21,276","21,298","21,260","21,240","21,234","21,177","21,143","21,164","21,121","21,163","21,470"
20,안심4동,"29,254","29,147","29,176","29,160","29,114","29,125","29,108","29,143","29,090","29,045","28,992","28,967"
21,혁신동,"18,893","18,855","18,817","18,770","18,740","18,668","18,662","18,655","18,724","18,820","18,829","18,734"
22,공산동,"17,865","18,607","20,578","21,238","21,440","21,564","21,605","21,632","21,668","21,670","21,679","21,659"
