행정구역,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12
1,범어1동,"18,588","18,627","18,615","18,548","18,566","18,526","18,470","18,466","18,359","18,285","18,228","18,132"
2,범어2동,"15,175","15,138","15,102","15,114","15,109","15,081","15,128","15,131","15,125","15,076","15,064","15,073"
3,범어3동,"12,421","12,450","12,490","12,456","12,503","12,521","12,495","12,477","12,457","13,180","13,813","14,135"
4,범어4동,"20,192","20,225","20,093","19,962","19,942","19,902","19,855","19,866","19,780","19,685","19,545","19,369"
5,만촌1동,"25,627","25,500","25,529","25,522","25,436","25,423","25,344","25,260","25,263","25,179","25,181","25,138"
6,만촌2동,"13,019","12,994","12,946","12,877","12,908","12,959","12,968","12,980","13,017","13,010","13,022","13,063"
7,만촌3동,"20,708","20,763","20,686","20,549","20,488","20,432","20,287","20,261","20,155","20,074","19,966","19,800"
8,수성1가동,"17,571","17,557","17,504","17,480","17,472","17,439","17,436","17,415","18,295","18,964","19,333","19,547"
9,수성2.3가동,"13,513","13,533","13,552","13,526","13,518","13,494","13,469","13,456","13,432","13,339","13,316","13,315"
10,수성4가동,"17,098","17,089","17,009","16,998","17,022","16,978","16,963","16,936","16,905","16,799","16,753","16,737"
11,황금1동,"24,612","24,454","24,103","23,916","23,863","23,846","23,805","23,812","23,766","23,739","23,692","23,657"
12,황금2동,"12,885","12,888","12,960","12,912","12,926","12,942","12,931","12,897","12,905","12,858","12,859","12,849"
13,중동,"12,980","12,958","12,942","12,948","12,866","12,817","12,894","12,854","12,887","12,887","12,849","12,815"
14,상동,"18,354","18,309","18,298","18,303","18,333","18,293","18,314","18,365","18,362","18,297","18,330","18,320"
15,파동,"14,840","14,825","14,793","14,783","14,754","14,776","14,742","14,700","14,684","14,658","14,649","14,649"
16,두산동,"14,610","14,622","14,642","14,575","14,569","14,559","14,519","14,524","14,519","14,538","14,544","14,537"
17,지산1동,"25,414","25,380","25,277","25,234","25,229","25,180","25,167","25,109","25,127","25,116","25,176","25,166"
18,지산2동,"22,641","22,620","22,560","22,531","22,604","22,572","22,500","22,516","22,522","22,475","22,441","22,395"
19,범물1동,"13,944","13,877","13,855","13,828","13,783","13,722","13,713","13,697","13,668","13,668","13,613","13,619"
20,범물2동,"18,164","18,129","18,164","18,112","18,074","18,069","18,043","18,005","17,892","17,813","17,697","17,657"
21,고산1동,"35,341","35,298","35,222","35,119","35,038","35,033","34,906","34,880","34,860","34,805","34,841","34,797"
22,고산2동,"28,513","28,439","28,289","28,253","28,188","28,135","28,016","27,992","27,992","27,946","27,921","27,869"
23,고산3동,"36,736","36,683","36,551","36,521","36,427","36,378","36,236","36,233","36,225","36,194","36,167","36,085"
