행정구역,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12
1,범어1동,"18,225","18,318","18,340","18,320","18,281","18,257","18,230","18,151","18,080","18,024","17,970","17,858"
2,범어2동,"14,913","14,883","14,895","14,901","14,854","14,905","15,027","15,200","15,294","15,369","15,591","15,806"
3,범어3동,"14,635","14,655","14,668","14,674","14,693","14,697","14,697","14,697","14,734","14,712","14,689","14,656"
4,범어4동,"18,358","18,293","18,251","18,211","18,183","18,139","18,110","18,040","17,940","17,861","17,855","17,729"
5,만촌1동,"24,983","24,984","24,999","25,021","24,968","24,896","24,857","24,810","24,749","24,615","24,654","24,619"
6,만촌2동,"12,871","12,862","12,844","12,812","12,799","12,796","12,782","12,799","12,809","12,832","12,826","12,743"
7,만촌3동,"20,372","20,353","20,266","20,197","20,196","20,157","20,125","20,097","20,055","20,100","20,032","20,008"
8,수성1가동,"19,881","19,836","19,759","19,794","19,791","19,818","19,761","19,718","19,637","19,544","19,455","19,415"
9,수성2.3가동,"13,142","13,113","13,074","13,061","13,051","13,023","13,000","12,957","12,959","12,942","12,884","12,866"
10,수성4가동,"16,404","16,458","16,455","16,451","16,425","16,394","16,409","16,338","16,308","16,339","16,247","16,267"
11,황금1동,"23,359","23,360","23,328","23,349","23,354","23,335","23,290","23,232","23,136","23,141","23,114","23,111"
12,황금2동,"12,481","12,475","12,412","12,420","12,399","12,404","12,402","12,428","12,406","12,394","12,352","12,325"
13,중동,"12,392","12,315","12,184","12,010","11,882","11,835","11,782","11,742","11,669","11,612","11,607","11,584"
14,상동,"17,975","17,967","17,882","17,857","17,816","17,775","17,754","17,682","17,583","17,545","17,512","17,457"
15,파동,"14,975","15,074","15,068","15,066","15,109","15,116","15,132","15,152","15,155","15,122","15,084","15,062"
16,두산동,"14,412","14,397","14,396","14,347","14,325","14,310","14,331","14,370","14,338","14,325","14,300","14,336"
17,지산1동,"24,413","24,303","24,246","24,209","24,194","24,169","24,091","24,121","23,962","23,893","23,872","23,782"
18,지산2동,"22,066","22,048","21,976","21,996","21,924","21,886","21,862","21,722","21,730","21,672","21,615","21,582"
19,범물1동,"13,107","13,047","12,991","12,934","12,942","12,910","12,887","12,832","12,793","12,726","12,685","12,675"
20,범물2동,"17,003","16,913","16,869","16,835","16,797","16,775","16,731","16,728","16,697","16,654","16,611","16,533"
21,고산1동,"34,419","34,317","34,234","34,200","34,133","34,137","34,140","33,991","33,816","33,806","33,692","33,632"
22,고산2동,"27,286","27,248","27,213","27,172","27,114","27,077","26,981","26,857","26,770","26,715","26,695","26,665"
23,고산3동,"35,920","35,982","35,911","35,868","35,870","35,899","35,809","35,718","35,558","35,421","35,335","35,290"
