행정구역,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12
1,내당1동,"11,536","11,515","11,422","11,385","11,331","11,256","11,247","11,211","11,173","11,170","11,159","11,146"
2,내당2.3동,"11,440","11,403","11,397","11,406","11,359","11,322","11,276","11,215","11,184","11,115","11,055","11,025"
3,내당4동,"18,919","18,842","18,757","18,744","18,670","18,620","18,484","18,429","18,407","18,398","18,355","18,283"
4,비산1동,"11,472","11,421","11,378","11,338","11,343","11,316","11,284","11,242","11,228","11,192","11,163","11,156"
5,비산2.3동,"11,087","11,081","10,962","10,948","10,936","10,930","10,855","10,788","10,766","10,696","10,645","10,641"
6,비산4동,"11,134","11,081","11,065","11,044","10,999","10,990","10,966","10,964","10,955","10,963","10,969","10,897"
7,비산5동,"7,217","7,221","7,221","7,208","7,210","7,145","7,103","7,081","7,040","6,986","6,969","6,967"
8,비산6동,"8,804","8,792","8,796","8,765","8,716","8,680","8,676","8,652","8,606","8,591","8,571","8,573"
9,비산7동,"12,563","12,522","12,461","12,452","12,361","12,346","12,355","12,334","12,305","12,270","12,229","12,186"
10,평리1동,"8,894","8,832","8,794","8,782","8,767","8,777","8,734","8,735","8,741","8,731","8,679","8,620"
11,평리2동,"9,027","9,010","9,003","8,966","8,960","8,945","8,912","8,875","8,824","8,766","8,800","8,793"
12,평리3동,"13,487","13,445","13,367","13,366","13,358","13,284","13,241","13,174","13,127","13,082","13,125","13,109"
13,평리4동,"19,636","19,562","19,512","19,486","19,458","19,441","19,465","19,416","19,395","19,361","19,258","19,207"
14,평리5동,"7,350","7,367","7,329","7,271","7,273","7,269","7,227","7,174","7,145","7,140","7,099","7,036"
15,평리6동,"8,693","8,685","8,624","8,595","8,518","8,440","8,409","8,360","8,312","8,252","8,195","8,157"
16,상중이동,"21,987","21,932","21,877","21,904","21,840","21,773","21,686","21,640","21,631","21,587","21,542","21,475"
17,원대동,"10,017","9,999","9,961","9,932","9,887","9,868","9,871","9,841","9,826","9,815","9,773","9,758"
