행정구역,2011-1,2011-2,2011-3,2011-4,2011-5,2011-6,2011-7,2011-8,2011-9,2011-10,2011-11,2011-12
1,성당1동,"9,009","8,968","8,915","8,908",0,0,0,0,0,0,0,0
2,성당동,0,0,0,0,"26,789","26,784","26,690","26,667","26,671","26,666","26,598","26,602"
3,성당2동,"18,080","18,008","17,944","17,954",0,0,0,0,0,0,0,0
4,두류1동,"6,792","6,785","6,743","6,759",0,0,0,0,0,0,0,0
5,두류1.2동,0,0,0,0,"18,599","18,549","18,512","18,542","18,513","18,401","18,339","18,323"
6,두류2동,"11,831","11,849","11,859","11,825",0,0,0,0,0,0,0,0
7,두류3동,"11,279","11,249","11,196","11,172","11,141","11,091","11,107","11,045","11,101","11,084","11,044","10,983"
8,감삼동,"26,519","26,678","26,823","26,901","27,024","27,122","27,233","27,419","27,483","27,536","27,614","27,669"
9,죽전동,"17,199","17,179","17,158","17,186","17,164","17,127","17,048","16,986","16,917","16,842","16,825","16,821"
10,장기동,"19,091","19,035","19,011","18,974","18,959","18,920","18,921","18,894","18,881","18,900","18,875","18,876"
11,용산1동,"36,005","35,935","35,873","35,751","35,767","35,730","35,726","35,738","35,757","35,699","35,679","35,668"
12,용산2동,"35,265","35,175","35,154","35,175","35,164","35,094","35,047","35,003","34,990","34,970","34,948","34,792"
13,이곡1동,"28,019","27,901","27,914","27,903","27,847","27,870","27,775","27,737","27,711","27,722","27,653","27,600"
14,이곡2동,"20,326","20,292","20,276","20,206","20,197","20,176","20,156","20,090","20,094","20,057","19,961","19,925"
15,신당동,"39,395","39,270","39,146","38,976","38,947","38,886","38,771","38,645","38,545","38,431","38,280","38,152"
16,본리동,"23,717","23,565","23,352","23,188","23,111","23,156","23,218","23,302","23,359","23,320","23,310","23,435"
17,월성1동,"36,154","36,902","37,220","37,549","37,902","38,050","38,338","38,760","38,970","39,180","39,437","39,561"
18,월성2동,"21,578","21,537","21,460","21,408","21,336","21,357","21,336","21,311","21,257","21,190","21,228","21,149"
19,진천동,"52,696","52,674","52,601","52,540","52,411","52,333","52,361","52,363","53,054","53,554","53,752","53,879"
20,상인1동,"44,143","44,339","44,288","44,320","44,335","44,389","44,473","44,579","44,686","44,837","44,874","44,983"
21,상인2동,"24,383","24,609","24,713","24,878","24,933","24,927","24,903","24,900","24,891","24,796","24,826","24,779"
22,상인3동,"16,049","16,052","16,041","16,004","16,043","16,047","16,004","15,990","15,954","15,916","15,875","15,791"
23,도원동,"42,997","42,897","42,855","42,805","42,780","42,738","42,648","42,580","42,415","42,306","42,317","42,294"
24,송현1동,"23,551","23,497","23,479","23,402","23,348","23,223","23,206","23,191","23,192","23,109","23,113","23,083"
25,송현2동,"23,233","23,176","23,082","23,054","23,034","23,022","22,974","22,952","22,856","22,883","22,805","22,744"
26,본동,"16,306","16,219","16,205","16,154","16,141","16,145","16,085","16,044","16,037","16,096","16,037","15,986"
