행정구역,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
1,성당동,"24,562","24,479","24,394","24,352","24,287","24,344","24,316","24,262","24,205","24,103","24,036","23,975"
2,두류1.2동,"15,381","15,367","15,306","15,307","15,198","15,052","14,869","14,682","14,604","14,523","14,517","14,466"
3,두류3동,"8,980","8,952","8,948","8,857","8,844","8,776","8,708","8,638","8,557","8,533","8,520","8,485"
4,감삼동,"27,822","27,764","27,952","27,992","28,026","28,026","28,048","28,033","27,921","27,861","27,765","27,577"
5,죽전동,"14,727","14,697","14,700","14,685","14,658","14,635","14,599","14,548","14,443","14,257","14,077","13,924"
6,장기동,"17,719","17,698","17,653","17,725","17,691","17,641","17,664","17,631","17,613","17,619","17,561","17,559"
7,용산1동,"32,212","32,096","32,078","32,059","31,999","31,950","31,916","31,915","31,867","31,828","31,764","31,675"
8,용산2동,"30,064","29,938","29,924","29,863","29,772","29,689","29,639","29,645","29,545","29,471","29,493","29,426"
9,이곡1동,"23,860","23,849","23,887","23,846","23,772","23,752","23,712","23,709","23,682","23,666","23,618","23,581"
10,이곡2동,"16,800","16,793","16,832","16,835","16,824","16,788","16,780","16,747","16,741","16,727","16,736","16,653"
11,신당동,"31,612","31,565","31,631","31,707","31,732","31,781","31,791","31,849","31,872","31,805","31,834","31,744"
12,본리동,"22,079","22,000","22,066","21,981","21,905","21,817","21,787","21,713","22,483","22,486","22,294","22,002"
13,월성1동,"44,143","44,143","44,144","44,051","43,981","43,980","43,921","43,900","43,837","43,808","43,821","43,748"
14,월성2동,"16,776","16,737","16,763","16,710","16,652","16,647","16,632","16,632","16,577","16,528","16,441","16,375"
15,진천동,"77,304","77,113","77,234","77,275","77,202","77,117","77,151","77,091","76,962","76,862","76,747","76,689"
16,상인1동,"40,204","40,064","40,066","40,013","39,966","39,910","39,871","39,829","39,674","39,561","39,443","39,275"
17,상인2동,"20,578","20,813","20,905","20,905","20,826","20,752","20,667","20,442","20,291","20,197","20,160","20,150"
18,상인3동,"11,673","11,637","11,631","11,603","11,579","11,541","11,539","11,540","11,494","11,450","11,428","11,380"
19,도원동,"37,250","37,119","37,055","36,948","36,835","36,829","36,762","36,728","36,631","36,563","36,457","36,376"
20,송현1동,"19,826","19,838","19,858","19,818","19,781","19,749","19,732","19,679","19,667","19,633","19,639","19,602"
21,송현2동,"18,765","18,761","18,762","18,734","18,687","18,633","18,585","18,616","18,508","18,391","18,372","18,342"
22,본동,"13,443","13,408","13,399","13,379","13,326","13,289","13,293","13,255","13,158","13,079","13,003","12,967"
