행정구역,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12
1,범어1동,"18,132","18,109","18,063","18,038","18,013","17,956","17,898","17,912","17,921","17,878","17,899","18,141"
2,범어2동,"15,059","15,085","15,122","15,081","15,024","15,019","15,009","14,981","14,944","14,966","14,952","14,941"
3,범어3동,"14,388","14,595","14,657","14,630","14,659","14,666","14,692","14,662","14,649","14,621","14,642","14,611"
4,범어4동,"19,311","19,173","19,074","18,992","18,860","18,709","18,682","18,604","18,630","18,610","18,573","18,448"
5,만촌1동,"25,085","25,066","25,029","25,015","24,973","24,977","24,914","24,892","24,971","24,922","24,973","24,933"
6,만촌2동,"13,037","13,093","13,066","13,036","13,032","12,992","12,962","12,932","12,920","12,898","12,931","12,892"
7,만촌3동,"19,735","19,646","19,536","19,443","19,640","19,772","19,823","19,987","20,089","20,187","20,275","20,308"
8,수성1가동,"19,572","19,791","19,892","19,942","20,010","20,031","19,995","19,998","20,000","19,982","19,937","19,868"
9,수성2.3가동,"13,319","13,314","13,270","13,291","13,280","13,292","13,253","13,242","13,246","13,233","13,182","13,163"
10,수성4가동,"16,738","16,711","16,701","16,650","16,652","16,634","16,587","16,489","16,451","16,425","16,421","16,421"
11,황금1동,"23,626","23,560","23,520","23,499","23,486","23,507","23,488","23,485","23,454","23,424","23,438","23,421"
12,황금2동,"12,834","12,784","12,713","12,668","12,637","12,635","12,608","12,568","12,574","12,532","12,517","12,493"
13,중동,"12,843","12,861","12,783","12,681","12,635","12,595","12,583","12,608","12,564","12,524","12,500","12,413"
14,상동,"18,331","18,299","18,303","18,323","18,237","18,222","18,201","18,120","18,072","18,102","17,985","17,982"
15,파동,"14,655","14,598","14,579","14,552","14,522","14,491","14,456","14,441","14,428","14,424","14,727","14,874"
16,두산동,"14,602","14,579","14,570","14,593","14,585","14,570","14,546","14,510","14,486","14,462","14,418","14,441"
17,지산1동,"25,134","25,093","25,000","24,977","24,930","24,905","24,860","24,803","24,704","24,612","24,562","24,500"
18,지산2동,"22,374","22,402","22,355","22,342","22,338","22,315","22,270","22,242","22,229","22,198","22,138","22,043"
19,범물1동,"13,626","13,562","13,504","13,484","13,465","13,431","13,392","13,383","13,328","13,275","13,220","13,143"
20,범물2동,"17,552","17,459","17,379","17,322","17,299","17,268","17,253","17,195","17,163","17,109","17,102","17,052"
21,고산1동,"34,830","34,779","34,747","34,716","34,654","34,588","34,581","34,541","34,483","34,510","34,521","34,462"
22,고산2동,"27,875","27,834","27,735","27,705","27,597","27,567","27,541","27,512","27,470","27,433","27,379","27,355"
23,고산3동,"36,123","36,010","36,083","36,014","35,974","35,946","35,905","35,895","35,877","35,842","35,776","35,864"
