행정구역,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
1,고성동,"4,883","4,889","4,883","4,877","4,859","4,855","4,858","4,851","4,870","4,865","4,852","4,833"
2,칠성동,"23,319","23,279","23,238","23,226","23,256","23,270","23,229","23,239","23,258","23,165","23,239","23,368"
3,침산1동,"4,172","4,169","4,155","4,157","4,141","4,139","4,131","4,130","4,124","4,116","4,095","4,073"
4,침산2동,"19,305","19,250","19,233","19,201","19,147","19,123","19,111","19,082","19,078","19,003","18,929","18,771"
5,침산3동,"20,244","20,213","20,165","20,129","20,109","20,123","20,088","20,098","20,058","20,027","19,972","19,866"
6,산격1동,"9,451","9,408","9,337","9,318","9,296","9,273","9,274","9,253","9,212","9,194","9,171","9,137"
7,산격2동,"11,030","10,984","10,963","10,925","10,910","10,916","10,928","10,907","10,909","10,913","10,884","10,799"
8,산격3동,"9,044","9,050","9,027","8,981","9,011","9,016","8,993","8,962","9,054","9,043","9,012","8,925"
9,산격4동,"8,542","8,539","8,522","8,485","8,475","8,488","8,461","8,437","8,476","8,435","8,369","8,358"
10,대현동,"18,228","18,208","18,169","18,063","17,997","17,939","17,914","17,897","17,911","17,813","17,709","17,606"
11,복현1동,"7,593","7,595","7,606","7,611","7,628","7,611","7,593","7,594","7,649","7,624","7,589","7,486"
12,복현2동,"28,699","28,738","28,829","29,434","29,777","29,932","29,985","29,989","30,010","30,004","30,100","30,517"
13,검단동,"6,692","6,666","6,603","6,564","6,575","6,563","6,535","6,518","6,503","6,496","6,470","6,442"
14,무태조야동,"36,674","36,661","36,607","36,575","36,607","36,612","36,643","36,630","36,637","36,617","36,435","36,356"
15,관문동,"37,222","37,172","37,094","37,050","36,973","36,922","36,970","36,986","36,961","36,898","36,665","36,477"
16,태전1동,"22,199","22,189","22,245","22,269","22,306","22,280","22,322","22,288","22,308","22,297","22,189","22,008"
17,태전2동,"24,965","24,937","24,881","24,825","24,806","24,802","24,733","24,751","24,736","24,739","24,585","24,369"
18,구암동,"36,357","36,275","36,147","36,053","36,074","36,036","35,965","35,922","35,860","35,800","35,461","34,984"
19,관음동,"16,999","16,962","16,928","16,875","16,819","16,824","16,785","16,764","16,745","16,738","16,592","16,413"
20,읍내동,"26,850","26,756","26,671","26,669","26,621","26,622","26,639","26,665","27,021","27,072","26,890","26,787"
21,동천동,"29,020","28,949","28,831","28,771","28,736","28,711","28,718","28,718","28,642","28,600","28,310","27,857"
22,노원동,"11,911","11,874","11,855","11,833","11,802","11,745","11,705","11,686","11,658","11,619","11,563","11,471"
23,국우동,"24,029","23,983","23,919","23,907","23,855","23,855","23,834","23,797","23,810","23,778","25,847","28,468"
