행정구역,2010-10,2010-11,2010-12
1,이천동,"15,796","15,808","15,750"
2,봉덕1동,"9,376","9,308","9,265"
3,봉덕2동,"12,534","12,545","12,560"
4,봉덕3동,"19,000","19,062","19,027"
5,대명1동,"12,295","12,284","12,249"
6,대명2동,"14,020","13,972","13,892"
7,대명3동,"15,541","15,479","15,400"
8,대명4동,"13,360","13,321","13,281"
9,대명5동,"9,440","9,411","9,400"
10,대명6동,"10,471","10,448","10,405"
11,대명9동,"16,339","16,333","16,288"
12,대명10동,"10,475","10,466","10,423"
13,대명11동,"10,276","10,242","10,262"
