행정구역,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12
1,동인동,"10,413","10,411","10,410","10,397","10,414","10,397","10,377","10,358","10,319","10,299","10,250","10,194"
2,삼덕동,"6,609","6,575","6,554","6,576","6,579","6,601","6,587","6,582","6,599","6,537","6,509","6,495"
3,성내1동,"4,541","4,547","4,559","4,510","4,495","4,482","4,474","4,488","4,482","4,482","4,475","4,472"
4,성내2동,"4,592","4,631","4,599","4,580","4,581","4,579","4,572","4,552","4,542","4,533","4,550","4,571"
5,성내3동,"3,451","3,434","3,417","3,406","3,380","3,367","3,352","3,352","3,357","3,441","4,562","5,242"
6,대신동,"7,415","7,426","7,409","7,391","7,386","7,353","7,380","7,354","7,374","7,356","7,371","7,372"
7,남산1동,"5,051","5,034","5,029","5,038","5,012","5,026","5,003","5,015","5,004","4,996","4,988","4,979"
8,남산2동,"4,498","4,476","4,449","4,420","4,402","4,364","4,297","4,246","4,223","4,163","3,973","3,840"
9,남산3동,"7,268","7,290","7,268","7,295","7,292","7,265","7,245","7,240","7,235","7,222","7,199","7,186"
10,남산4동,"13,000","12,968","12,921","12,901","12,856","12,838","12,826","12,800","12,773","12,736","12,583","12,336"
11,대봉1동,"8,239","8,236","8,250","8,257","8,304","8,305","8,295","8,269","8,208","8,203","8,120","8,087"
12,대봉2동,"3,091","3,044","3,014","2,986","2,949","2,919","2,891","2,853","2,809","2,792","2,752","2,759"
