1단계,2단계,3단계,격자 X,격자 Y,경도(시),경도(분),경도(초),위도(시),위도(분),위도(초),경도(초/100),위도(초/100)
서울특별시,,,60,127,126,58,48.03,37,33,48.85,126.9800083,37.56356944
서울특별시,종로구,,60,127,126,58,53.91,37,34,13.36,126.9816417,37.57037778
서울특별시,종로구,청운효자동,60,127,126,58,14.35,37,35,2.89,126.9706519,37.5841367
서울특별시,종로구,사직동,60,127,126,58,15.44,37,34,23.77,126.9709556,37.57326944
서울특별시,종로구,삼청동,60,127,126,59,2.32,37,34,56.73,126.9839778,37.582425
서울특별시,종로구,부암동,60,127,126,57,59.2,37,35,23.48,126.9664444,37.58985556
서울특별시,종로구,평창동,60,127,126,58,7.96,37,36,9.08,126.9688778,37.60252222
서울특별시,종로구,무악동,60,127,126,57,40.35,37,34,17.54,126.9612083,37.57153889
서울특별시,종로구,교남동,60,127,126,57,50.76,37,34,8.67,126.9641,37.569075
서울특별시,종로구,가회동,60,127,126,59,12.88,37,34,38.11,126.9869111,37.57725278
서울특별시,종로구,종로1.2.3.4가동,60,127,126,59,27.84,37,34,4.39,126.9910667,37.56788611
서울특별시,종로구,종로5.6가동,60,127,127,0,25.76,37,34,9.16,127.0071556,37.56921111
서울특별시,종로구,이화동,60,127,127,0,23.03,37,34,27.17,127.0063972,37.57421389
서울특별시,종로구,혜화동,60,127,127,0,9.44,37,35,2.36,127.0026222,37.58398889
서울특별시,종로구,창신제1동,61,127,127,1,6.47,37,34,4.57,127.0184639,37.56793611
서울특별시,종로구,창신제2동,60,127,127,0,46.67,37,34,17.92,127.0129639,37.57164444
서울특별시,종로구,창신제3동,60,127,127,1,1.79,37,34,30.17,127.0171639,37.57504722
서울특별시,종로구,숭인제1동,60,127,127,1,3.59,37,34,30.1,127.0176639,37.57502778
서울특별시,종로구,숭인제2동,61,127,127,1,19.4,37,34,19.33,127.0220556,37.57203611
서울특별시,중구,,60,127,126,59,58.71,37,33,39.61,126.9996417,37.56100278
서울특별시,중구,소공동,60,127,126,58,44.79,37,33,34.67,126.9791083,37.55963056
서울특별시,중구,회현동,60,126,126,58,53.2,37,33,16.14,126.9814444,37.55448333
서울특별시,중구,명동,60,127,126,59,16.4,37,33,26.05,126.9878889,37.55723611
서울특별시,중구,필동,60,127,126,59,51.76,37,33,26.47,126.9977111,37.55735278
서울특별시,중구,장충동,60,127,127,0,35.76,37,33,32.82,127.0099333,37.55911667
서울특별시,중구,광희동,60,127,127,0,25.79,37,33,42.23,127.0071639,37.56173056
서울특별시,중구,을지로동,60,127,126,59,36.35,37,33,50.04,126.9934306,37.5639
서울특별시,중구,신당동,60,127,127,0,59.88,37,33,33.52,127.0166333,37.55931111
서울특별시,중구,다산동,60,126,127,0,37.11,37,33,5.82,127.0103083,37.55161667
서울특별시,중구,약수동,60,126,127,0,39.91,37,32,58.77,127.0110861,37.54965833
서울특별시,중구,청구동,60,126,127,1,0.44,37,33,15.33,127.0167889,37.55425833
서울특별시,중구,신당제5동,61,127,127,1,26.28,37,33,44.39,127.0239667,37.56233056
서울특별시,중구,동화동,61,127,127,1,17.55,37,33,26.02,127.0215417,37.55722778
서울특별시,중구,황학동,61,127,127,1,24.59,37,33,52.79,127.0234972,37.56466389
서울특별시,중구,중림동,60,126,126,57,59.76,37,33,7.32,126.9666,37.55203333
서울특별시,용산구,,60,126,126,58,3.08,37,32,9.94,126.9675222,37.53609444
서울특별시,용산구,후암동,60,126,126,58,48.96,37,32,45.17,126.9802667,37.54588056
서울특별시,용산구,용산2가동,60,126,126,59,15.23,37,32,35.23,126.9875639,37.54311944
서울특별시,용산구,남영동,60,126,126,58,37.08,37,32,34.2,126.9769667,37.54283333
서울특별시,용산구,청파동,60,126,126,58,19.35,37,32,33.2,126.9720417,37.54255556
서울특별시,용산구,원효로제1동,60,126,126,58,6.03,37,32,9.13,126.9683417,37.53586944
서울특별시,용산구,원효로제2동,59,126,126,57,12.88,37,31,53.73,126.9535778,37.53159167
서울특별시,용산구,효창동,60,126,126,57,48.23,37,32,20.23,126.9633972,37.53895278
서울특별시,용산구,용문동,60,126,126,57,34.79,37,32,10.5,126.9596639,37.53625
서울특별시,용산구,한강로동,60,126,126,58,17.52,37,31,34.47,126.9715333,37.52624167
서울특별시,용산구,이촌제1동,60,126,126,58,31.28,37,31,6.25,126.9753556,37.51840278
서울특별시,용산구,이촌제2동,59,126,126,57,22.79,37,31,26.51,126.9563306,37.52403056
서울특별시,용산구,이태원제1동,60,126,126,59,49.35,37,31,46.17,126.9970417,37.52949167
서울특별시,용산구,이태원제2동,60,126,126,59,30.64,37,32,16.7,126.9918444,37.53797222
서울특별시,용산구,한남동,60,126,127,0,9.52,37,31,54.79,127.0026444,37.53188611
서울특별시,용산구,서빙고동,60,126,126,59,48.4,37,31,3.38,126.9967778,37.51760556
서울특별시,용산구,보광동,60,126,127,0,8.4,37,31,24.47,127.0023333,37.52346389
서울특별시,성동구,,61,127,127,2,20.4,37,33,38.2,127.039,37.56061111
서울특별시,성동구,왕십리제2동,61,127,127,1,57.76,37,33,30.01,127.0327111,37.55833611
서울특별시,성동구,왕십리도선동,61,127,127,1,32.01,37,34,3.92,127.0255591,37.5677544
서울특별시,성동구,마장동,61,127,127,2,51.23,37,33,48.36,127.0475639,37.56343333
서울특별시,성동구,사근동,61,127,127,2,52.64,37,33,30.26,127.0479556,37.55840556
서울특별시,성동구,행당제1동,61,126,127,2,17.08,37,33,19.27,127.0380778,37.55535278
서울특별시,성동구,행당제2동,61,126,127,1,53.52,37,33,20.07,127.0315333,37.555575
서울특별시,성동구,응봉동,61,126,127,2,7.79,37,33,1.25,127.0354972,37.55034722
서울특별시,성동구,금호1가동,61,126,127,1,26.2,37,33,7.45,127.0239444,37.55206944
서울특별시,성동구,금호2.3가동,61,126,0,0,0,0,0,0,127.020859,37.553188
서울특별시,성동구,금호4가동,61,126,127,1,28.11,37,32,40.1,127.024475,37.54447222
서울특별시,성동구,옥수동,60,126,0,0,0,0,0,0,127.013463,37.543717
서울특별시,성동구,성수1가제1동,61,126,127,3,7.15,37,32,20.25,127.0519861,37.53895833
서울특별시,성동구,성수1가제2동,61,126,127,2,46.91,37,32,36.7,127.0463639,37.54352778
서울특별시,성동구,성수2가제1동,61,126,127,3,22.32,37,32,12.13,127.0562,37.53670278
서울특별시,성동구,성수2가제3동,61,126,127,3,26.4,37,32,43.55,127.0573333,37.54543056
서울특별시,성동구,송정동,61,126,127,4,18.15,37,33,6.22,127.0717083,37.55172778
서울특별시,성동구,용답동,61,127,127,3,26.76,37,33,40.92,127.0574333,37.56136667
서울특별시,광진구,,62,126,127,5,4.32,37,32,8.66,127.0845333,37.53573889
서울특별시,광진구,화양동,61,126,127,4,24.47,37,32,37.63,127.0734639,37.54378611
서울특별시,광진구,군자동,62,126,127,4,40.79,37,33,8.47,127.0779972,37.55235278
서울특별시,광진구,중곡제1동,62,127,127,4,55.79,37,33,28.23,127.0821639,37.55784167
서울특별시,광진구,중곡제2동,62,127,127,5,0.76,37,33,26.91,127.0835444,37.557475
서울특별시,광진구,중곡제3동,62,127,127,4,56.11,37,33,57.3,127.0822528,37.56591667
서울특별시,광진구,중곡제4동,62,127,127,5,21.67,37,33,45.04,127.0893528,37.56251111
서울특별시,광진구,능동,62,126,127,4,57.52,37,33,3.7,127.0826444,37.55102778
서울특별시,광진구,광장동,62,126,127,6,19.11,37,32,39.17,127.1053083,37.54421389
서울특별시,광진구,자양제1동,62,126,127,5,3.91,37,31,54.07,127.0844194,37.53168611
서울특별시,광진구,자양제2동,62,126,127,5,11.76,37,31,33.6,127.0866,37.526
서울특별시,광진구,자양제3동,61,126,127,4,30.11,37,31,51.72,127.0750306,37.53103333
서울특별시,광진구,자양제4동,61,126,127,4,2.11,37,32,14.95,127.0672528,37.53748611
서울특별시,광진구,구의제1동,62,126,127,5,16.32,37,32,22.83,127.0878667,37.539675
서울특별시,광진구,구의제2동,62,126,127,5,31.59,37,32,39.98,127.0921083,37.54443889
서울특별시,광진구,구의제3동,62,126,127,5,58.88,37,32,10.1,127.0996889,37.53613889
서울특별시,동대문구,,61,127,127,2,31.71,37,34,17.85,127.0421417,37.571625
서울특별시,동대문구,용신동,61,127,0,0,0,0,0,0,127.0372169,37.5758185
서울특별시,동대문구,제기동,61,127,0,0,0,0,0,0,127.0377843,37.5830767
서울특별시,동대문구,전농제1동,61,127,127,2,59.52,37,34,30.76,127.0498667,37.57521111
서울특별시,동대문구,전농제2동,61,127,127,3,13.91,37,34,54.13,127.0538639,37.58170278
서울특별시,동대문구,답십리제1동,61,127,127,3,15.2,37,34,9.39,127.0542222,37.569275
서울특별시,동대문구,답십리제2동,61,127,127,3,41.67,37,34,8.95,127.061575,37.56915278
서울특별시,동대문구,장안제1동,61,127,127,4,6.52,37,33,53.95,127.0684778,37.56498611
서울특별시,동대문구,장안제2동,61,127,127,4,31.11,37,34,6.27,127.0753083,37.56840833
서울특별시,동대문구,청량리동,61,127,0,0,0,0,0,0,127.0472767,37.5862586
서울특별시,동대문구,회기동,61,127,127,3,26.96,37,35,16.83,127.0574889,37.58800833
서울특별시,동대문구,휘경제1동,61,127,127,4,4.15,37,35,24.57,127.0678194,37.59015833
서울특별시,동대문구,휘경제2동,61,127,127,4,10.76,37,35,18.58,127.0696556,37.58849444
서울특별시,동대문구,이문제1동,61,127,127,4,3.47,37,35,42,127.0676306,37.595
서울특별시,동대문구,이문제2동,61,127,127,3,31.03,37,35,30.23,127.0586194,37.59173056
서울특별시,중랑구,,62,128,127,5,41.2,37,36,13.7,127.0947778,37.60380556
서울특별시,중랑구,면목제2동,62,127,127,4,52.08,37,35,13.14,127.0811333,37.58698333
서울특별시,중랑구,면목제4동,62,127,127,5,15.44,37,34,18.54,127.0876222,37.57181667
서울특별시,중랑구,면목제5동,62,127,127,4,54.2,37,34,58.97,127.0817222,37.58304722
서울특별시,중랑구,면목본동,62,127,127,5,22.84,37,35,4.42,127.0896778,37.58456111
서울특별시,중랑구,면목제7동,62,127,127,5,20.71,37,34,34.32,127.0890861,37.5762
서울특별시,중랑구,면목제3.8동,62,127,127,5,24.79,37,34,48.85,127.0902194,37.58023611
서울특별시,중랑구,상봉제1동,62,127,127,5,21.44,37,35,49.3,127.0892889,37.59702778
서울특별시,중랑구,상봉제2동,62,127,127,5,7.4,37,35,22.6,127.0853889,37.58961111
서울특별시,중랑구,중화제1동,62,127,127,4,58,37,35,54.19,127.0827778,37.59838611
서울특별시,중랑구,중화제2동,62,127,127,4,37.28,37,35,31.98,127.0770222,37.59221667
서울특별시,중랑구,묵제1동,62,128,127,4,50.11,37,36,34.64,127.0805861,37.60962222
서울특별시,중랑구,묵제2동,62,128,127,4,41.32,37,36,24.47,127.0781444,37.60679722
서울특별시,중랑구,망우본동,62,127,127,6,30.47,37,35,55.29,127.1084639,37.59869167
서울특별시,중랑구,망우제3동,62,127,127,6,0.96,37,35,22.48,127.1002667,37.58957778
서울특별시,중랑구,신내1동,62,128,127,6,5.59,37,36,11.1,127.1015528,37.60308333
서울특별시,중랑구,신내2동,62,128,127,5,46.59,37,36,12.35,127.096275,37.60343056
서울특별시,성북구,,61,127,127,1,13.2,37,35,10.98,127.0203333,37.58638333
서울특별시,성북구,성북동,60,127,127,0,21.91,37,35,14.79,127.0060861,37.58744167
서울특별시,성북구,삼선동,60,127,127,0,34.4,37,34,58.25,127.0095556,37.58284722
서울특별시,성북구,동선동,61,127,127,1,21.03,37,35,28.6,127.0225083,37.59127778
서울특별시,성북구,돈암제1동,61,127,127,1,41.84,37,36,1.83,127.0282889,37.60050833
서울특별시,성북구,돈암제2동,60,127,127,0,45.76,37,35,42.92,127.0127111,37.59525556
서울특별시,성북구,안암동,61,127,127,1,24.52,37,34,59.01,127.0234778,37.58305833
서울특별시,성북구,보문동,61,127,127,1,29.64,37,34,39.32,127.0249,37.57758889
서울특별시,성북구,정릉제1동,60,127,127,1,7.47,37,35,55.11,127.0187417,37.59864167
서울특별시,성북구,정릉제2동,60,127,127,0,47.67,37,36,6,127.0132417,37.60166667
서울특별시,성북구,정릉제3동,60,128,127,0,22.64,37,36,22.2,127.0062889,37.60616667
서울특별시,성북구,정릉제4동,60,128,127,0,29.55,37,36,38.83,127.0082083,37.61078611
서울특별시,성북구,길음제1동,61,127,127,1,27,37,36,6.42,127.0241667,37.60178333
서울특별시,성북구,길음제2동,61,128,127,1,45.84,37,36,13.86,127.0294,37.60385
서울특별시,성북구,종암동,61,127,127,2,0.79,37,35,50.39,127.0335528,37.59733056
서울특별시,성북구,월곡제1동,61,128,127,2,10.11,37,36,15.13,127.0361417,37.60420278
서울특별시,성북구,월곡제2동,61,127,127,2,30.08,37,35,59.79,127.0416889,37.59994167
서울특별시,성북구,장위제1동,61,128,127,2,45.08,37,36,40.29,127.0458556,37.61119167
서울특별시,성북구,장위제2동,61,128,127,3,24.15,37,36,34.79,127.0567083,37.60966389
서울특별시,성북구,장위제3동,61,128,127,3,31.4,37,36,49.58,127.0587222,37.61377222
서울특별시,성북구,석관동,61,128,127,3,48.67,37,36,36.58,127.0635194,37.61016111
서울특별시,강북구,,61,128,127,1,39.79,37,38,13.04,127.0277194,37.63695556
서울특별시,강북구,삼양동,61,128,127,1,13.84,37,37,28.14,127.0205111,37.62448333
서울특별시,강북구,미아동,61,128,127,1,44.47,37,37,26.89,127.0290194,37.62413611
서울특별시,강북구,송중동,61,128,127,2,9,37,36,48.1,127.0358333,37.61336111
서울특별시,강북구,송천동,61,128,127,1,33.44,37,36,55.86,127.0259556,37.61551667
서울특별시,강북구,삼각산동,61,128,127,1,11.47,37,36,51.95,127.0198528,37.61443056
서울특별시,강북구,번1동,61,128,127,1,51.67,37,38,6.57,127.0310194,37.63515833
서울특별시,강북구,번2동,61,128,127,2,27.4,37,37,45.79,127.0409444,37.62938611
서울특별시,강북구,번3동,61,128,127,2,55.28,37,37,23.14,127.0486889,37.62309444
서울특별시,강북구,수유1동,60,128,127,1,9.47,37,37,50.64,127.0192972,37.63073333
서울특별시,강북구,수유2동,61,128,127,1,19.35,37,38,30.77,127.0220417,37.64188056
서울특별시,강북구,수유3동,61,128,127,1,31.15,37,38,9.5,127.0253194,37.63597222
서울특별시,강북구,우이동,60,128,127,0,50.64,37,38,42.7,127.0140667,37.64519444
서울특별시,강북구,인수동,60,128,127,0,45.96,37,38,19.44,127.0127667,37.63873333
서울특별시,도봉구,,61,129,127,2,58.28,37,39,57,127.0495222,37.66583333
서울특별시,도봉구,창제1동,61,128,127,2,45.59,37,38,44.33,127.0459972,37.64564722
서울특별시,도봉구,창제2동,61,128,127,2,15.96,37,38,19.42,127.0377667,37.63872778
서울특별시,도봉구,창제3동,61,128,127,2,42.03,37,38,6.97,127.0450083,37.63526944
서울특별시,도봉구,창제4동,61,129,127,3,13.2,37,38,57.83,127.0536667,37.64939722
서울특별시,도봉구,창제5동,61,129,127,2,28.67,37,38,57.17,127.0412972,37.64921389
서울특별시,도봉구,도봉제1동,61,129,127,2,43.84,37,40,32.95,127.0455111,37.67581944
서울특별시,도봉구,도봉제2동,61,129,127,2,55.35,37,40,1.2,127.0487083,37.667
서울특별시,도봉구,쌍문제1동,61,128,127,1,41.44,37,38,42.89,127.0281778,37.64524722
서울특별시,도봉구,쌍문제2동,61,129,127,2,27.28,37,39,18.29,127.0409111,37.65508056
서울특별시,도봉구,쌍문제3동,61,128,127,1,48.32,37,38,46.3,127.0300889,37.64619444
서울특별시,도봉구,쌍문제4동,61,129,127,1,49.96,37,39,13.05,127.0305444,37.653625
서울특별시,도봉구,방학제1동,61,129,127,2,33.96,37,39,41.16,127.0427667,37.66143333
서울특별시,도봉구,방학제2동,61,129,127,2,14,37,39,55.57,127.0372222,37.66543611
서울특별시,도봉구,방학제3동,61,129,127,1,48.28,37,39,22.42,127.0300778,37.65622778
서울특별시,노원구,,61,129,127,3,30.2,37,39,5.26,127.0583889,37.65146111
서울특별시,노원구,월계1동,61,128,127,3,54.32,37,37,2.35,127.0650889,37.61731944
서울특별시,노원구,월계2동,61,128,127,3,10.79,37,37,47.14,127.0529972,37.62976111
서울특별시,노원구,월계3동,61,128,127,4,16.79,37,37,5.54,127.0713306,37.61820556
서울특별시,노원구,공릉1동,61,128,127,4,25.51,37,37,29.02,127.0737518,37.62472748
서울특별시,노원구,공릉2동,62,128,127,5,7.59,37,37,6.85,127.0854417,37.61856944
서울특별시,노원구,하계1동,61,128,127,4,29.03,37,38,16.02,127.0747306,37.63778333
서울특별시,노원구,하계2동,61,128,127,4,12.4,37,37,45.3,127.0701111,37.62925
서울특별시,노원구,중계본동,62,128,127,4,56.84,37,38,42.26,127.0824556,37.64507222
서울특별시,노원구,중계1동,62,129,127,4,46.79,37,38,59.23,127.0796639,37.64978611
서울특별시,노원구,중계4동,62,129,127,4,48.32,37,39,21.48,127.0800889,37.65596667
서울특별시,노원구,중계2.3동,61,128,0,0,0,0,0,0,127.0687126,37.6421829
서울특별시,노원구,상계1동,61,129,127,3,25.96,37,40,37.57,127.0572111,37.67710278
서울특별시,노원구,상계2동,61,129,127,4,14.55,37,39,21.51,127.0707083,37.655975
서울특별시,노원구,상계3.4동,61,129,127,4,38.88,37,39,39.6,127.0774667,37.661
서울특별시,노원구,상계5동,61,129,127,4,17.35,37,39,36.79,127.0714861,37.66021944
서울특별시,노원구,상계6.7동,61,129,127,4,8.64,37,39,7.52,127.0690667,37.65208889
서울특별시,노원구,상계8동,61,129,127,3,13.2,37,39,50.2,127.0536667,37.66394444
서울특별시,노원구,상계9동,61,129,127,3,57.44,37,39,42.16,127.0659556,37.66171111
서울특별시,노원구,상계10동,61,129,127,3,44.52,37,39,30.36,127.0623667,37.65843333
서울특별시,은평구,,59,127,126,55,52.47,37,35,59.89,126.9312417,37.59996944
서울특별시,은평구,녹번동,59,127,126,56,12.64,37,35,59.86,126.9368444,37.59996111
서울특별시,은평구,불광제1동,59,128,126,56,3.08,37,36,27.13,126.9341889,37.60753611
서울특별시,은평구,불광제2동,59,128,126,55,47.35,37,37,7.66,126.9298194,37.61879444
서울특별시,은평구,갈현제1동,59,128,126,55,7.64,37,37,15.23,126.9187889,37.62089722
서울특별시,은평구,갈현제2동,59,128,126,55,4.4,37,36,56.76,126.9178889,37.61576667
서울특별시,은평구,구산동,59,128,126,54,45,37,36,32.47,126.9125,37.60901944
서울특별시,은평구,대조동,59,128,126,55,22.4,37,36,40.82,126.9228889,37.61133889
서울특별시,은평구,응암제1동,59,127,126,55,43.91,37,35,52.48,126.9288639,37.59791111
서울특별시,은평구,응암제2동,59,127,126,55,30.47,37,35,30.54,126.9251306,37.59181667
서울특별시,은평구,응암제3동,59,127,126,55,4.23,37,35,21.79,126.9178417,37.58938611
서울특별시,은평구,역촌동,59,127,126,55,2.2,37,36,5.83,126.9172778,37.60161944
서울특별시,은평구,신사제1동,59,127,126,54,51.79,37,35,42.79,126.9143861,37.59521944
서울특별시,은평구,신사제2동,59,127,126,54,53.4,37,35,21.6,126.9148333,37.58933333
서울특별시,은평구,증산동,59,127,126,54,33.2,37,34,53.51,126.9092222,37.58153056
서울특별시,은평구,수색동,58,127,126,53,58.71,37,34,52.89,126.8996417,37.58135833
서울특별시,은평구,진관동,59,128,126,55,16,37,38,8.16,126.9211111,37.6356
서울특별시,서대문구,,59,127,126,56,20.03,37,34,34.92,126.9388972,37.57636667
서울특별시,서대문구,천연동,60,127,126,57,40.23,37,34,5.89,126.961175,37.56830278
서울특별시,서대문구,북아현동,59,126,126,57,32.08,37,33,24.73,126.9589111,37.55686944
서울특별시,서대문구,충현동,59,127,126,57,24.64,37,33,43.42,126.9568444,37.56206111
서울특별시,서대문구,신촌동,59,126,126,56,44.11,37,33,24.26,126.9455861,37.55673889
서울특별시,서대문구,연희동,59,127,126,56,14.47,37,34,16.04,126.9373528,37.57112222
서울특별시,서대문구,홍제제1동,59,127,126,56,49.15,37,35,5.64,126.9469861,37.5849
서울특별시,서대문구,홍제제3동,59,127,126,57,4.2,37,35,32.8,126.9511667,37.59244444
서울특별시,서대문구,홍제제2동,59,127,126,57,5.28,37,35,0.02,126.9514667,37.58333889
서울특별시,서대문구,홍은제1동,59,127,126,56,45.44,37,35,25.55,126.9459556,37.59043056
서울특별시,서대문구,홍은제2동,59,127,126,56,18.55,37,34,48.57,126.9384861,37.58015833
서울특별시,서대문구,남가좌제1동,59,127,126,54,56.08,37,34,16.3,126.9155778,37.57119444
서울특별시,서대문구,남가좌제2동,59,127,126,55,33.28,37,34,32.26,126.9259111,37.57562778
서울특별시,서대문구,북가좌제1동,59,127,126,54,32.32,37,34,36.16,126.9089778,37.57671111
서울특별시,서대문구,북가좌제2동,59,127,126,54,47.59,37,34,42.97,126.9132194,37.57860278
서울특별시,마포구,,59,127,126,54,37.91,37,33,38.54,126.9105306,37.56070556
서울특별시,마포구,아현동,59,126,126,57,15.2,37,32,39.64,126.9542222,37.54434444
서울특별시,마포구,공덕동,60,126,126,57,43.52,37,32,50.79,126.9620889,37.54744167
서울특별시,마포구,도화동,59,126,126,57,7.67,37,32,5.64,126.9521306,37.5349
서울특별시,마포구,용강동,59,126,126,56,37.44,37,32,21.29,126.9437333,37.53924722
서울특별시,마포구,대흥동,59,126,126,56,41.32,37,33,10.98,126.9448111,37.55305
서울특별시,마포구,염리동,59,126,126,56,51.79,37,32,39.79,126.9477194,37.54438611
서울특별시,마포구,신수동,59,126,126,56,11.91,37,32,38.64,126.9366417,37.54406667
서울특별시,마포구,서강동,59,126,126,56,2.96,37,32,40.01,126.9341556,37.54444722
서울특별시,마포구,서교동,59,126,126,55,22.71,37,32,58.76,126.922975,37.54965556
서울특별시,마포구,합정동,59,126,126,54,27.91,37,32,48.2,126.9077528,37.54672222
서울특별시,마포구,망원제1동,59,126,126,54,27.96,37,33,8.76,126.9077667,37.55243333
서울특별시,마포구,망원제2동,59,126,126,54,15.52,37,33,27.23,126.9043111,37.55756389
서울특별시,마포구,연남동,59,127,126,55,26.64,37,33,42.1,126.9240667,37.56169444
서울특별시,마포구,성산제1동,59,127,126,54,36.08,37,33,38.1,126.9100222,37.56058333
서울특별시,마포구,성산제2동,59,127,126,54,40.15,37,33,57.35,126.9111528,37.56593056
서울특별시,마포구,상암동,58,127,126,53,48.52,37,34,31.85,126.8968111,37.57551389
서울특별시,양천구,,58,126,126,52,7.35,37,30,51.23,126.8687083,37.51423056
서울특별시,양천구,목1동,58,126,126,52,23.64,37,31,39.14,126.8732333,37.52753889
서울특별시,양천구,목2동,58,126,126,52,25.71,37,32,36.07,126.8738083,37.54335278
서울특별시,양천구,목3동,58,126,126,51,59.76,37,32,31.55,126.8666,37.54209722
서울특별시,양천구,목4동,58,126,126,52,13.79,37,31,46.32,126.8704972,37.52953333
서울특별시,양천구,목5동,58,126,126,52,50.71,37,31,56.7,126.8807528,37.53241667
서울특별시,양천구,신월1동,57,126,126,50,0.96,37,31,48.02,126.8336,37.53000556
서울특별시,양천구,신월2동,58,126,126,50,47.71,37,31,19.82,126.8465861,37.52217222
서울특별시,양천구,신월3동,57,126,126,49,52.23,37,31,51.05,126.831175,37.53084722
서울특별시,양천구,신월4동,57,126,126,50,31.76,37,31,18.86,126.8421556,37.52190556
서울특별시,양천구,신월5동,57,126,126,49,46,37,32,12.8,126.8294444,37.53688889
서울특별시,양천구,신월6동,58,126,126,50,44.76,37,30,47.89,126.8457667,37.51330278
서울특별시,양천구,신월7동,57,126,126,50,12.35,37,31,8.73,126.8367639,37.51909167
서울특별시,양천구,신정1동,58,126,126,51,23.03,37,30,56.63,126.8563972,37.51573056
서울특별시,양천구,신정2동,58,126,126,52,21.71,37,30,59.07,126.8726972,37.51640833
서울특별시,양천구,신정3동,58,126,126,51,24.79,37,30,44.41,126.8568861,37.51233611
서울특별시,양천구,신정4동,58,126,126,51,38.88,37,31,14.29,126.8608,37.52063611
서울특별시,양천구,신정6동,58,126,126,51,59.35,37,30,51.29,126.8664861,37.51424722
서울특별시,양천구,신정7동,58,125,126,51,42.32,37,30,41.76,126.8617556,37.5116
서울특별시,강서구,,58,126,126,51,6.03,37,32,53.36,126.851675,37.54815556
서울특별시,강서구,염창동,58,126,126,52,22.96,37,33,3.76,126.8730444,37.55104444
서울특별시,강서구,등촌제1동,58,126,126,51,39.59,37,33,11.04,126.8609972,37.55306667
서울특별시,강서구,등촌제2동,58,126,126,51,52.55,37,32,23.47,126.8645972,37.53985278
서울특별시,강서구,등촌제3동,58,126,126,51,0.03,37,33,21.94,126.8500083,37.55609444
서울특별시,강서구,화곡제1동,58,126,126,50,37.47,37,31,39.88,126.8437417,37.52774444
서울특별시,강서구,화곡제2동,58,126,126,51,24.28,37,31,43.64,126.8567444,37.52878889
서울특별시,강서구,화곡제3동,57,126,126,50,25.67,37,32,23.79,126.8404639,37.53994167
서울특별시,강서구,화곡제4동,58,126,126,51,54.84,37,31,48.48,126.8652333,37.53013333
서울특별시,강서구,화곡본동,58,126,126,50,59.11,37,32,28.48,126.8497528,37.54124444
서울특별시,강서구,화곡제6동,58,126,126,51,8.08,37,32,56.38,126.8522444,37.54899444
서울특별시,강서구,화곡제8동,58,126,126,51,1.52,37,31,47.61,126.8504222,37.52989167
서울특별시,강서구,가양제1동,57,127,126,50,33.59,37,33,59.32,126.8426639,37.56647778
서울특별시,강서구,가양제2동,58,127,126,51,12.11,37,33,52.58,126.8533639,37.56460556
서울특별시,강서구,가양제3동,58,127,126,51,45.67,37,33,29.79,126.8626861,37.558275
서울특별시,강서구,발산제1동,57,126,126,50,6.88,37,33,0.97,126.8352444,37.55026944
서울특별시,강서구,우장산동,58,126,0,0,0,0,0,0,126.8418849,37.5482468
서울특별시,강서구,공항동,57,126,126,48,43.79,37,33,21.98,126.8121639,37.55610556
서울특별시,강서구,방화제1동,57,127,126,48,51.52,37,34,7.58,126.8143111,37.56877222
서울특별시,강서구,방화제2동,57,127,126,48,31.79,37,33,49.95,126.8088306,37.563875
서울특별시,강서구,방화제3동,57,127,126,48,57.67,37,34,33.39,126.8160194,37.57594167
서울특별시,구로구,,58,125,126,53,22.55,37,29,33.54,126.8895972,37.49265
서울특별시,구로구,신도림동,58,125,126,52,57.55,37,30,17.92,126.8826528,37.50497778
서울특별시,구로구,구로제1동,58,125,126,52,40.28,37,29,24.73,126.8778556,37.49020278
서울특별시,구로구,구로제2동,58,125,126,53,8.4,37,29,18.97,126.8856667,37.48860278
서울특별시,구로구,구로제3동,58,125,126,53,44.47,37,28,59,126.8956861,37.48305556
서울특별시,구로구,구로제4동,58,125,126,53,28.4,37,29,19.79,126.8912222,37.48883056
서울특별시,구로구,구로제5동,58,125,126,53,28.96,37,29,50.2,126.8913778,37.49727778
서울특별시,구로구,가리봉동,58,125,126,53,31.15,37,28,40.73,126.8919861,37.47798056
서울특별시,구로구,고척제1동,58,125,126,51,53.28,37,29,51.39,126.8648,37.49760833
서울특별시,구로구,고척제2동,58,125,126,51,37.55,37,30,13.6,126.8604306,37.50377778
서울특별시,구로구,개봉제1동,58,125,126,50,57.35,37,29,57.79,126.8492639,37.49938611
서울특별시,구로구,개봉제2동,58,125,126,51,31.03,37,29,16.89,126.8586194,37.488025
서울특별시,구로구,개봉제3동,58,125,126,51,21.2,37,28,59.42,126.8558889,37.48317222
서울특별시,구로구,오류제1동,58,125,126,50,49.52,37,29,39.29,126.8470889,37.49424722
서울특별시,구로구,오류제2동,57,125,126,50,29.79,37,29,9.57,126.8416083,37.48599167
서울특별시,구로구,수궁동,57,125,126,50,0.84,37,29,27.98,126.8335667,37.49110556
서울특별시,구로구,항동,57,125,126,48,38.5758,37,28,55.8264,126.8107155,37.482174
서울특별시,금천구,,59,124,126,54,15.11,37,26,56.79,126.9041972,37.44910833
서울특별시,금천구,가산동,58,125,126,53,37.71,37,28,26.85,126.8938083,37.474125
