"행정구역","2014년01월_거주자 인구수","2014년01월_세대수","2014년01월_세대당 인구","2014년02월_거주자 인구수","2014년02월_세대수","2014년02월_세대당 인구","2014년03월_거주자 인구수","2014년03월_세대수","2014년03월_세대당 인구","2014년04월_거주자 인구수","2014년04월_세대수","2014년04월_세대당 인구","2014년05월_거주자 인구수","2014년05월_세대수","2014년05월_세대당 인구","2014년06월_거주자 인구수","2014년06월_세대수","2014년06월_세대당 인구","2014년07월_거주자 인구수","2014년07월_세대수","2014년07월_세대당 인구","2014년08월_거주자 인구수","2014년08월_세대수","2014년08월_세대당 인구","2014년09월_거주자 인구수","2014년09월_세대수","2014년09월_세대당 인구","2014년10월_거주자 인구수","2014년10월_세대수","2014년10월_세대당 인구","2014년11월_거주자 인구수","2014년11월_세대수","2014년11월_세대당 인구","2014년12월_거주자 인구수","2014년12월_세대수","2014년12월_세대당 인구"
"대구광역시 남구 (2720000000)","163,269","72,675","          2.25","163,008","72,705","          2.24","163,140","72,867","          2.24","162,692","72,733","          2.24","162,583","72,793","          2.23","162,439","72,813","          2.23","162,252","72,812","          2.23","161,971","72,769","          2.23","161,578","72,709","          2.22","161,453","72,767","          2.22","161,229","72,817","          2.21","161,057","72,846","          2.21"
"대구광역시 남구 이천동(2720051500)","14,900","6,241","          2.39","14,890","6,264","          2.38","14,888","6,263","          2.38","14,847","6,252","          2.37","14,887","6,268","          2.38","14,872","6,270","          2.37","14,829","6,259","          2.37","14,771","6,240","          2.37","14,732","6,236","          2.36","14,723","6,238","          2.36","14,679","6,223","          2.36","14,667","6,229","          2.35"
"대구광역시 남구 봉덕1동(2720053000)","9,876","4,781","          2.07","9,911","4,807","          2.06","9,901","4,810","          2.06","9,896","4,811","          2.06","9,883","4,810","          2.05","9,838","4,792","          2.05","9,802","4,772","          2.05","9,831","4,789","          2.05","9,770","4,774","          2.05","9,757","4,776","          2.04","9,736","4,788","          2.03","9,723","4,778","          2.03"
"대구광역시 남구 봉덕2동(2720054000)","12,869","5,189","          2.48","12,876","5,188","          2.48","12,861","5,206","          2.47","12,839","5,205","          2.47","12,789","5,189","          2.46","12,802","5,199","          2.46","12,765","5,195","          2.46","12,665","5,167","          2.45","12,591","5,146","          2.45","12,561","5,156","          2.44","12,545","5,156","          2.43","12,543","5,156","          2.43"
"대구광역시 남구 봉덕3동(2720055000)","18,090","7,658","          2.36","18,033","7,650","          2.36","18,096","7,709","          2.35","17,993","7,663","          2.35","17,984","7,678","          2.34","17,984","7,672","          2.34","17,924","7,663","          2.34","17,920","7,677","          2.33","17,891","7,663","          2.33","17,848","7,654","          2.33","17,779","7,633","          2.33","17,667","7,612","          2.32"
"대구광역시 남구 대명1동(2720056000)","12,116","5,115","          2.37","12,146","5,139","          2.36","12,146","5,150","          2.36","12,112","5,158","          2.35","12,158","5,192","          2.34","12,116","5,172","          2.34","12,188","5,196","          2.35","12,257","5,220","          2.35","12,263","5,219","          2.35","12,323","5,241","          2.35","12,337","5,253","          2.35","12,329","5,247","          2.35"
"대구광역시 남구 대명2동(2720057100)","12,949","6,224","          2.08","12,923","6,234","          2.07","12,946","6,253","          2.07","12,897","6,243","          2.07","12,895","6,232","          2.07","12,866","6,241","          2.06","12,834","6,249","          2.05","12,844","6,270","          2.05","12,810","6,268","          2.04","12,749","6,258","          2.04","12,720","6,259","          2.03","12,683","6,252","          2.03"
"대구광역시 남구 대명3동(2720058600)","14,438","6,766","          2.13","14,391","6,749","          2.13","14,477","6,788","          2.13","14,472","6,798","          2.13","14,430","6,797","          2.12","14,359","6,788","          2.12","14,332","6,775","          2.12","14,292","6,765","          2.11","14,213","6,741","          2.11","14,196","6,754","          2.10","14,203","6,772","          2.10","14,214","6,790","          2.09"
"대구광역시 남구 대명4동(2720059000)","12,453","5,524","          2.25","12,404","5,514","          2.25","12,383","5,515","          2.25","12,377","5,512","          2.25","12,318","5,490","          2.24","12,311","5,485","          2.24","12,335","5,482","          2.25","12,327","5,484","          2.25","12,305","5,467","          2.25","12,293","5,469","          2.25","12,284","5,474","          2.24","12,288","5,496","          2.24"
"대구광역시 남구 대명5동(2720060000)","8,910","4,186","          2.13","8,892","4,198","          2.12","8,871","4,190","          2.12","8,811","4,164","          2.12","8,816","4,174","          2.11","8,806","4,183","          2.11","8,802","4,188","          2.10","8,821","4,201","          2.10","8,818","4,215","          2.09","8,811","4,212","          2.09","8,790","4,218","          2.08","8,790","4,231","          2.08"
