"행정구역","2021년01월_거주자 인구수","2021년01월_세대수","2021년01월_세대당 인구","2021년02월_거주자 인구수","2021년02월_세대수","2021년02월_세대당 인구","2021년03월_거주자 인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년04월_거주자 인구수","2021년04월_세대수","2021년04월_세대당 인구","2021년05월_거주자 인구수","2021년05월_세대수","2021년05월_세대당 인구","2021년06월_거주자 인구수","2021년06월_세대수","2021년06월_세대당 인구","2021년07월_거주자 인구수","2021년07월_세대수","2021년07월_세대당 인구","2021년08월_거주자 인구수","2021년08월_세대수","2021년08월_세대당 인구","2021년09월_거주자 인구수","2021년09월_세대수","2021년09월_세대당 인구","2021년10월_거주자 인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년11월_거주자 인구수","2021년11월_세대수","2021년11월_세대당 인구","2021년12월_거주자 인구수","2021년12월_세대수","2021년12월_세대당 인구"
"대구광역시 수성구 (2726000000)","421,246","168,835","          2.50","421,079","169,158","          2.49","419,987","169,245","          2.48","419,083","169,273","          2.48","418,291","169,279","          2.47","417,971","169,441","          2.47","418,045","169,647","          2.46","417,840","169,917","          2.46","417,553","170,046","          2.46","416,868","169,930","          2.45","416,071","169,780","          2.45","415,168","169,734","          2.45"
"대구광역시 수성구 범어1동(2726051000)","16,208","6,217","          2.61","16,113","6,193","          2.60","16,001","6,145","          2.60","16,196","6,212","          2.61","16,398","6,293","          2.61","16,888","6,492","          2.60","17,032","6,547","          2.60","17,072","6,557","          2.60","17,058","6,550","          2.60","16,950","6,497","          2.61","16,813","6,434","          2.61","16,644","6,360","          2.62"
"대구광역시 수성구 범어2동(2726052000)","15,876","6,986","          2.27","15,871","6,994","          2.27","15,799","6,967","          2.27","15,704","6,945","          2.26","15,658","6,944","          2.25","15,599","6,932","          2.25","15,581","6,935","          2.25","15,524","6,931","          2.24","15,541","6,946","          2.24","15,525","6,939","          2.24","15,482","6,923","          2.24","15,494","6,939","          2.23"
"대구광역시 수성구 범어3동(2726053000)","16,339","6,046","          2.70","16,326","6,054","          2.70","16,320","6,072","          2.69","16,337","6,086","          2.68","16,327","6,079","          2.69","16,307","6,073","          2.69","16,287","6,075","          2.68","16,265","6,044","          2.69","16,271","6,043","          2.69","16,211","6,020","          2.69","16,160","5,991","          2.70","16,110","5,969","          2.70"
"대구광역시 수성구 범어4동(2726054000)","19,401","6,446","          3.01","19,806","6,573","          3.01","19,887","6,611","          3.01","19,925","6,632","          3.00","19,966","6,650","          3.00","19,983","6,672","          3.00","19,974","6,673","          2.99","19,985","6,671","          3.00","19,955","6,663","          2.99","20,002","6,668","          3.00","19,958","6,653","          3.00","19,911","6,649","          2.99"
"대구광역시 수성구 만촌1동(2726055000)","23,088","8,879","          2.60","23,048","8,912","          2.59","22,979","8,906","          2.58","22,922","8,903","          2.57","22,902","8,916","          2.57","22,902","8,919","          2.57","22,883","8,929","          2.56","22,850","8,933","          2.56","22,850","8,951","          2.55","22,809","8,956","          2.55","22,782","8,964","          2.54","22,713","8,952","          2.54"
"대구광역시 수성구 만촌2동(2726056000)","11,401","5,124","          2.23","11,310","5,112","          2.21","11,251","5,097","          2.21","11,178","5,083","          2.20","11,118","5,082","          2.19","11,047","5,051","          2.19","11,001","5,044","          2.18","11,002","5,034","          2.19","10,997","5,023","          2.19","10,967","5,022","          2.18","10,926","5,021","          2.18","10,883","5,015","          2.17"
"대구광역시 수성구 만촌3동(2726056100)","20,270","6,934","          2.92","20,202","6,923","          2.92","20,129","6,920","          2.91","20,079","6,920","          2.90","20,028","6,899","          2.90","19,969","6,898","          2.89","19,913","6,886","          2.89","19,852","6,876","          2.89","19,839","6,881","          2.88","19,802","6,875","          2.88","19,755","6,862","          2.88","19,679","6,854","          2.87"
"대구광역시 수성구 수성1가동(2726057000)","18,536","7,209","          2.57","18,447","7,189","          2.57","18,408","7,202","          2.56","18,328","7,191","          2.55","18,240","7,168","          2.54","18,165","7,156","          2.54","18,102","7,142","          2.53","18,065","7,156","          2.52","18,023","7,148","          2.52","17,993","7,144","          2.52","17,961","7,147","          2.51","17,954","7,149","          2.51"
"대구광역시 수성구 수성2.3가동(2726058000)","12,147","4,695","          2.59","12,096","4,707","          2.57","12,111","4,720","          2.57","12,073","4,714","          2.56","12,045","4,715","          2.55","12,014","4,709","          2.55","12,008","4,703","          2.55","11,954","4,697","          2.55","11,922","4,696","          2.54","11,892","4,685","          2.54","11,885","4,688","          2.54","11,858","4,679","          2.53"
