"행정구역","2011년01월_거주자 인구수","2011년01월_세대수","2011년01월_세대당 인구","2011년02월_거주자 인구수","2011년02월_세대수","2011년02월_세대당 인구","2011년03월_거주자 인구수","2011년03월_세대수","2011년03월_세대당 인구","2011년04월_거주자 인구수","2011년04월_세대수","2011년04월_세대당 인구","2011년05월_거주자 인구수","2011년05월_세대수","2011년05월_세대당 인구","2011년06월_거주자 인구수","2011년06월_세대수","2011년06월_세대당 인구","2011년07월_거주자 인구수","2011년07월_세대수","2011년07월_세대당 인구","2011년08월_거주자 인구수","2011년08월_세대수","2011년08월_세대당 인구","2011년09월_거주자 인구수","2011년09월_세대수","2011년09월_세대당 인구","2011년10월_거주자 인구수","2011년10월_세대수","2011년10월_세대당 인구","2011년11월_거주자 인구수","2011년11월_세대수","2011년11월_세대당 인구","2011년12월_거주자 인구수","2011년12월_세대수","2011년12월_세대당 인구"
"대구광역시 서구 (2717000000)","220,913","87,914","          2.51","220,769","87,904","          2.51","220,916","88,015","          2.51","220,856","88,042","          2.51","220,711","88,067","          2.51","220,737","88,221","          2.50","220,497","88,221","          2.50","220,336","88,239","          2.50","220,046","88,245","          2.49","219,820","88,305","          2.49","219,676","88,353","          2.49","219,508","88,425","          2.48"
"대구광역시 서구 내당1동(2717051000)","12,437","4,918","          2.53","12,421","4,913","          2.53","12,415","4,918","          2.52","12,369","4,912","          2.52","12,334","4,899","          2.52","12,312","4,906","          2.51","12,299","4,911","          2.50","12,306","4,922","          2.50","12,311","4,935","          2.49","12,286","4,916","          2.50","12,267","4,911","          2.50","12,233","4,903","          2.50"
"대구광역시 서구 내당2.3동(2717052500)","13,129","5,389","          2.44","13,109","5,392","          2.43","13,094","5,395","          2.43","13,051","5,385","          2.42","12,986","5,370","          2.42","12,927","5,357","          2.41","12,870","5,333","          2.41","12,808","5,321","          2.41","12,782","5,312","          2.41","12,784","5,323","          2.40","12,752","5,302","          2.41","12,703","5,287","          2.40"
"대구광역시 서구 내당4동(2717054000)","20,081","7,563","          2.66","20,029","7,553","          2.65","19,903","7,514","          2.65","19,843","7,496","          2.65","19,889","7,488","          2.66","19,924","7,517","          2.65","19,883","7,512","          2.65","19,891","7,521","          2.64","19,929","7,537","          2.64","19,932","7,553","          2.64","19,922","7,556","          2.64","19,868","7,544","          2.63"
"대구광역시 서구 비산1동(2717055000)","13,611","5,378","          2.53","13,569","5,367","          2.53","13,497","5,332","          2.53","13,444","5,330","          2.52","13,351","5,310","          2.51","13,277","5,296","          2.51","13,253","5,288","          2.51","13,237","5,289","          2.50","13,173","5,278","          2.50","13,130","5,279","          2.49","13,092","5,274","          2.48","13,083","5,298","          2.47"
"대구광역시 서구 비산2.3동(2717056500)","13,298","5,655","          2.35","13,253","5,633","          2.35","13,196","5,621","          2.35","13,136","5,611","          2.34","13,135","5,631","          2.33","13,144","5,658","          2.32","13,102","5,650","          2.32","13,052","5,642","          2.31","12,997","5,625","          2.31","12,964","5,629","          2.30","12,951","5,631","          2.30","12,878","5,609","          2.30"
"대구광역시 서구 비산4동(2717058000)","12,573","4,827","          2.60","12,565","4,837","          2.60","12,530","4,815","          2.60","12,529","4,822","          2.60","12,507","4,817","          2.60","12,521","4,831","          2.59","12,502","4,835","          2.59","12,460","4,823","          2.58","12,416","4,816","          2.58","12,424","4,817","          2.58","12,369","4,803","          2.58","12,369","4,806","          2.57"
"대구광역시 서구 비산5동(2717059000)","8,416","3,580","          2.35","8,386","3,568","          2.35","8,350","3,563","          2.34","8,317","3,558","          2.34","8,305","3,551","          2.34","8,303","3,558","          2.33","8,288","3,551","          2.33","8,270","3,547","          2.33","8,229","3,539","          2.33","8,221","3,546","          2.32","8,200","3,538","          2.32","8,187","3,536","          2.32"
"대구광역시 서구 비산6동(2717060000)","10,097","3,950","          2.56","10,060","3,946","          2.55","10,007","3,933","          2.54","9,962","3,923","          2.54","9,966","3,937","          2.53","9,942","3,932","          2.53","9,954","3,937","          2.53","9,941","3,935","          2.53","9,933","3,936","          2.52","9,915","3,943","          2.51","9,902","3,942","          2.51","9,891","3,946","          2.51"
"대구광역시 서구 비산7동(2717061000)","14,651","6,410","          2.29","14,606","6,389","          2.29","14,558","6,388","          2.28","14,485","6,367","          2.28","14,415","6,347","          2.27","14,388","6,351","          2.27","14,350","6,332","          2.27","14,296","6,316","          2.26","14,257","6,307","          2.26","14,228","6,320","          2.25","14,206","6,312","          2.25","14,167","6,304","          2.25"
