"행정구역","2013년01월_거주자 인구수","2013년01월_세대수","2013년01월_세대당 인구","2013년02월_거주자 인구수","2013년02월_세대수","2013년02월_세대당 인구","2013년03월_거주자 인구수","2013년03월_세대수","2013년03월_세대당 인구","2013년04월_거주자 인구수","2013년04월_세대수","2013년04월_세대당 인구","2013년05월_거주자 인구수","2013년05월_세대수","2013년05월_세대당 인구","2013년06월_거주자 인구수","2013년06월_세대수","2013년06월_세대당 인구","2013년07월_거주자 인구수","2013년07월_세대수","2013년07월_세대당 인구","2013년08월_거주자 인구수","2013년08월_세대수","2013년08월_세대당 인구","2013년09월_거주자 인구수","2013년09월_세대수","2013년09월_세대당 인구","2013년10월_거주자 인구수","2013년10월_세대수","2013년10월_세대당 인구","2013년11월_거주자 인구수","2013년11월_세대수","2013년11월_세대당 인구","2013년12월_거주자 인구수","2013년12월_세대수","2013년12월_세대당 인구"
"대구광역시 중구 (2711000000)","73,768","33,682","          2.19","73,801","33,742","          2.19","73,775","33,760","          2.19","74,036","33,888","          2.18","74,726","34,180","          2.19","74,936","34,262","          2.19","75,059","34,335","          2.19","75,022","34,329","          2.19","74,901","34,306","          2.18","74,875","34,360","          2.18","74,812","34,354","          2.18","74,710","34,352","          2.17"
"대구광역시 중구 동인동(2711051700)","10,499","5,118","          2.05","10,482","5,125","          2.05","10,480","5,115","          2.05","10,509","5,116","          2.05","10,467","5,107","          2.05","10,414","5,093","          2.04","10,452","5,122","          2.04","10,425","5,121","          2.04","10,354","5,102","          2.03","10,374","5,129","          2.02","10,369","5,135","          2.02","10,331","5,133","          2.01"
"대구광역시 중구 삼덕동(2711054500)","4,533","2,485","          1.82","4,552","2,501","          1.82","4,544","2,519","          1.80","4,862","2,646","          1.84","5,699","2,966","          1.92","6,058","3,120","          1.94","6,189","3,166","          1.95","6,274","3,201","          1.96","6,306","3,219","          1.96","6,370","3,251","          1.96","6,422","3,284","          1.96","6,411","3,268","          1.96"
"대구광역시 중구 성내1동(2711056500)","4,518","2,395","          1.89","4,545","2,422","          1.88","4,563","2,434","          1.87","4,524","2,422","          1.87","4,532","2,433","          1.86","4,538","2,435","          1.86","4,535","2,446","          1.85","4,527","2,436","          1.86","4,534","2,451","          1.85","4,531","2,444","          1.85","4,524","2,442","          1.85","4,529","2,444","          1.85"
"대구광역시 중구 성내2동(2711057500)","5,087","2,659","          1.91","5,061","2,651","          1.91","5,058","2,646","          1.91","5,051","2,650","          1.91","5,050","2,645","          1.91","5,051","2,636","          1.92","5,086","2,646","          1.92","5,068","2,635","          1.92","5,072","2,643","          1.92","5,067","2,647","          1.91","5,071","2,653","          1.91","5,061","2,669","          1.90"
"대구광역시 중구 성내3동(2711058500)","3,847","1,979","          1.94","3,841","1,979","          1.94","3,823","1,973","          1.94","3,813","1,970","          1.94","3,822","1,988","          1.92","3,820","1,985","          1.92","3,815","1,982","          1.92","3,771","1,963","          1.92","3,740","1,953","          1.92","3,728","1,947","          1.91","3,710","1,936","          1.92","3,731","1,938","          1.93"
"대구광역시 중구 대신동(2711059500)","4,993","2,062","          2.42","4,995","2,067","          2.42","4,997","2,058","          2.43","5,004","2,070","          2.42","4,990","2,065","          2.42","4,941","2,044","          2.42","4,907","2,036","          2.41","4,884","2,028","          2.41","4,872","2,020","          2.41","4,864","2,017","          2.41","4,850","2,002","          2.42","4,815","1,995","          2.41"
"대구광역시 중구 남산1동(2711064000)","4,127","2,073","          1.99","4,122","2,075","          1.99","4,130","2,080","          1.99","4,132","2,086","          1.98","4,130","2,088","          1.98","4,124","2,091","          1.97","4,113","2,090","          1.97","4,098","2,089","          1.96","4,069","2,080","          1.96","4,061","2,080","          1.95","4,070","2,084","          1.95","4,056","2,078","          1.95"
"대구광역시 중구 남산2동(2711065000)","4,788","2,169","          2.21","4,784","2,171","          2.20","4,757","2,167","          2.20","4,732","2,161","          2.19","4,729","2,163","          2.19","4,724","2,155","          2.19","4,711","2,150","          2.19","4,731","2,153","          2.20","4,710","2,151","          2.19","4,718","2,161","          2.18","4,726","2,162","          2.19","4,714","2,163","          2.18"
"대구광역시 중구 남산3동(2711066000)","5,250","2,123","          2.47","5,257","2,127","          2.47","5,264","2,129","          2.47","5,251","2,118","          2.48","5,230","2,108","          2.48","5,224","2,101","          2.49","5,230","2,109","          2.48","5,211","2,111","          2.47","5,223","2,115","          2.47","5,207","2,107","          2.47","5,189","2,105","          2.47","5,169","2,096","          2.47"
"대구광역시 중구 남산4동(2711067000)","14,403","5,554","          2.59","14,424","5,555","          2.60","14,432","5,550","          2.60","14,419","5,551","          2.60","14,389","5,538","          2.60","14,385","5,540","          2.60","14,358","5,535","          2.59","14,350","5,532","          2.59","14,347","5,523","          2.60","14,336","5,528","          2.59","14,318","5,526","          2.59","14,308","5,539","          2.58"
"대구광역시 중구 대봉1동(2711068000)","7,613","3,163","          2.41","7,622","3,162","          2.41","7,600","3,172","          2.40","7,605","3,177","          2.39","7,571","3,168","          2.39","7,553","3,156","          2.39","7,558","3,149","          2.40","7,595","3,156","          2.41","7,581","3,148","          2.41","7,561","3,149","          2.40","7,527","3,130","          2.40","7,556","3,135","          2.41"
"대구광역시 중구 대봉2동(2711069000)","4,110","1,902","          2.16","4,116","1,907","          2.16","4,127","1,917","          2.15","4,134","1,921","          2.15","4,117","1,911","          2.15","4,104","1,906","          2.15","4,105","1,904","          2.16","4,088","1,904","          2.15","4,093","1,901","          2.15","4,058","1,900","          2.14","4,036","1,895","          2.13","4,029","1,894","          2.13"
