"행정구역","2011년01월_거주자 인구수","2011년01월_세대수","2011년01월_세대당 인구","2011년02월_거주자 인구수","2011년02월_세대수","2011년02월_세대당 인구","2011년03월_거주자 인구수","2011년03월_세대수","2011년03월_세대당 인구","2011년04월_거주자 인구수","2011년04월_세대수","2011년04월_세대당 인구","2011년05월_거주자 인구수","2011년05월_세대수","2011년05월_세대당 인구","2011년06월_거주자 인구수","2011년06월_세대수","2011년06월_세대당 인구","2011년07월_거주자 인구수","2011년07월_세대수","2011년07월_세대당 인구","2011년08월_거주자 인구수","2011년08월_세대수","2011년08월_세대당 인구","2011년09월_거주자 인구수","2011년09월_세대수","2011년09월_세대당 인구","2011년10월_거주자 인구수","2011년10월_세대수","2011년10월_세대당 인구","2011년11월_거주자 인구수","2011년11월_세대수","2011년11월_세대당 인구","2011년12월_거주자 인구수","2011년12월_세대수","2011년12월_세대당 인구"
"대구광역시 남구 (2720000000)","168,209","71,917","          2.34","167,945","71,941","          2.33","167,549","71,777","          2.33","167,248","71,725","          2.33","167,138","71,740","          2.33","167,110","71,818","          2.33","166,912","71,788","          2.33","166,932","71,873","          2.32","166,656","71,809","          2.32","166,532","71,915","          2.32","166,363","71,939","          2.31","166,290","71,987","          2.31"
"대구광역시 남구 이천동(2720051500)","15,748","6,387","          2.47","15,712","6,384","          2.46","15,708","6,366","          2.47","15,677","6,358","          2.47","15,700","6,366","          2.47","15,676","6,372","          2.46","15,609","6,348","          2.46","15,559","6,342","          2.45","15,505","6,331","          2.45","15,468","6,325","          2.45","15,449","6,331","          2.44","15,456","6,322","          2.44"
"대구광역시 남구 봉덕1동(2720053000)","9,293","4,463","          2.08","9,285","4,465","          2.08","9,248","4,468","          2.07","9,260","4,476","          2.07","9,253","4,476","          2.07","9,234","4,471","          2.07","9,194","4,446","          2.07","9,214","4,458","          2.07","9,207","4,473","          2.06","9,201","4,490","          2.05","9,130","4,480","          2.04","9,119","4,469","          2.04"
"대구광역시 남구 봉덕2동(2720054000)","12,569","4,932","          2.55","12,567","4,944","          2.54","12,534","4,943","          2.54","12,515","4,948","          2.53","12,563","4,971","          2.53","12,561","4,965","          2.53","12,589","4,980","          2.53","12,672","5,012","          2.53","12,697","5,027","          2.53","12,722","5,023","          2.53","12,738","5,039","          2.53","12,779","5,059","          2.53"
"대구광역시 남구 봉덕3동(2720055000)","19,059","7,774","          2.45","19,035","7,780","          2.45","18,987","7,756","          2.45","18,930","7,728","          2.45","18,893","7,731","          2.44","18,878","7,738","          2.44","18,865","7,716","          2.44","18,833","7,714","          2.44","18,802","7,685","          2.45","18,837","7,704","          2.45","18,801","7,705","          2.44","18,802","7,726","          2.43"
"대구광역시 남구 대명1동(2720056000)","12,286","4,980","          2.47","12,264","4,990","          2.46","12,289","4,991","          2.46","12,244","4,984","          2.46","12,277","4,974","          2.47","12,293","4,988","          2.46","12,286","4,996","          2.46","12,257","4,992","          2.46","12,286","4,992","          2.46","12,251","4,995","          2.45","12,271","5,014","          2.45","12,365","5,074","          2.44"
"대구광역시 남구 대명2동(2720057100)","13,875","6,430","          2.16","13,823","6,419","          2.15","13,720","6,330","          2.17","13,701","6,331","          2.16","13,672","6,344","          2.16","13,687","6,345","          2.16","13,676","6,349","          2.15","13,623","6,325","          2.15","13,621","6,326","          2.15","13,628","6,323","          2.16","13,629","6,330","          2.15","13,574","6,312","          2.15"
"대구광역시 남구 대명3동(2720058600)","15,359","6,923","          2.22","15,340","6,935","          2.21","15,329","6,934","          2.21","15,337","6,951","          2.21","15,298","6,935","          2.21","15,268","6,922","          2.21","15,230","6,918","          2.20","15,196","6,904","          2.20","15,116","6,884","          2.20","15,111","6,900","          2.19","15,079","6,906","          2.18","15,054","6,899","          2.18"
"대구광역시 남구 대명4동(2720059000)","13,246","5,547","          2.39","13,220","5,532","          2.39","13,169","5,522","          2.38","13,114","5,510","          2.38","13,096","5,507","          2.38","13,131","5,544","          2.37","13,119","5,544","          2.37","13,054","5,531","          2.36","13,042","5,520","          2.36","12,983","5,508","          2.36","12,936","5,494","          2.35","12,926","5,506","          2.35"
"대구광역시 남구 대명5동(2720060000)","9,401","4,290","          2.19","9,371","4,282","          2.19","9,323","4,259","          2.19","9,357","4,269","          2.19","9,317","4,264","          2.19","9,308","4,273","          2.18","9,309","4,269","          2.18","9,298","4,265","          2.18","9,275","4,265","          2.17","9,248","4,279","          2.16","9,255","4,274","          2.17","9,243","4,283","          2.16"
