"행정구역","2012년01월_거주자 인구수","2012년01월_세대수","2012년01월_세대당 인구","2012년02월_거주자 인구수","2012년02월_세대수","2012년02월_세대당 인구","2012년03월_거주자 인구수","2012년03월_세대수","2012년03월_세대당 인구","2012년04월_거주자 인구수","2012년04월_세대수","2012년04월_세대당 인구","2012년05월_거주자 인구수","2012년05월_세대수","2012년05월_세대당 인구","2012년06월_거주자 인구수","2012년06월_세대수","2012년06월_세대당 인구","2012년07월_거주자 인구수","2012년07월_세대수","2012년07월_세대당 인구","2012년08월_거주자 인구수","2012년08월_세대수","2012년08월_세대당 인구","2012년09월_거주자 인구수","2012년09월_세대수","2012년09월_세대당 인구","2012년10월_거주자 인구수","2012년10월_세대수","2012년10월_세대당 인구","2012년11월_거주자 인구수","2012년11월_세대수","2012년11월_세대당 인구","2012년12월_거주자 인구수","2012년12월_세대수","2012년12월_세대당 인구"
"대구광역시 남구 (2720000000)","166,284","72,032","          2.31","166,143","72,076","          2.31","166,004","72,098","          2.30","166,181","72,236","          2.30","166,154","72,303","          2.30","166,288","72,414","          2.30","166,304","72,471","          2.29","166,371","72,555","          2.29","166,460","72,638","          2.29","166,317","72,578","          2.29","166,316","72,633","          2.29","166,018","72,667","          2.28"
"대구광역시 남구 이천동(2720051500)","15,440","6,314","          2.45","15,463","6,307","          2.45","15,417","6,298","          2.45","15,370","6,293","          2.44","15,389","6,309","          2.44","15,364","6,304","          2.44","15,340","6,303","          2.43","15,290","6,283","          2.43","15,287","6,286","          2.43","15,237","6,268","          2.43","15,205","6,263","          2.43","15,144","6,252","          2.42"
"대구광역시 남구 봉덕1동(2720053000)","9,126","4,477","          2.04","9,114","4,463","          2.04","9,369","4,553","          2.06","9,665","4,649","          2.08","9,772","4,703","          2.08","9,867","4,751","          2.08","9,960","4,792","          2.08","9,958","4,787","          2.08","9,979","4,795","          2.08","9,984","4,787","          2.09","10,029","4,785","          2.10","10,047","4,800","          2.09"
"대구광역시 남구 봉덕2동(2720054000)","12,777","5,053","          2.53","12,822","5,072","          2.53","12,751","5,056","          2.52","12,780","5,067","          2.52","12,772","5,070","          2.52","12,826","5,101","          2.51","12,821","5,101","          2.51","12,877","5,125","          2.51","12,915","5,137","          2.51","12,954","5,143","          2.52","12,968","5,154","          2.52","12,941","5,155","          2.51"
"대구광역시 남구 봉덕3동(2720055000)","18,771","7,708","          2.44","18,728","7,687","          2.44","18,610","7,655","          2.43","18,584","7,661","          2.43","18,575","7,672","          2.42","18,544","7,680","          2.41","18,556","7,692","          2.41","18,585","7,707","          2.41","18,578","7,714","          2.41","18,530","7,654","          2.42","18,541","7,671","          2.42","18,517","7,688","          2.41"
"대구광역시 남구 대명1동(2720056000)","12,346","5,081","          2.43","12,354","5,100","          2.42","12,328","5,089","          2.42","12,293","5,077","          2.42","12,245","5,064","          2.42","12,278","5,067","          2.42","12,297","5,086","          2.42","12,345","5,095","          2.42","12,370","5,102","          2.42","12,367","5,112","          2.42","12,387","5,117","          2.42","12,376","5,122","          2.42"
"대구광역시 남구 대명2동(2720057100)","13,586","6,326","          2.15","13,560","6,317","          2.15","13,505","6,296","          2.15","13,463","6,287","          2.14","13,402","6,276","          2.14","13,382","6,259","          2.14","13,368","6,256","          2.14","13,363","6,257","          2.14","13,375","6,268","          2.13","13,365","6,277","          2.13","13,335","6,266","          2.13","13,319","6,270","          2.12"
"대구광역시 남구 대명3동(2720058600)","15,037","6,892","          2.18","15,063","6,903","          2.18","15,020","6,884","          2.18","15,011","6,881","          2.18","15,021","6,895","          2.18","15,011","6,898","          2.18","14,960","6,884","          2.17","14,939","6,874","          2.17","14,949","6,876","          2.17","14,915","6,856","          2.18","14,910","6,860","          2.17","14,847","6,857","          2.17"
"대구광역시 남구 대명4동(2720059000)","12,938","5,512","          2.35","12,882","5,518","          2.33","12,899","5,535","          2.33","12,934","5,554","          2.33","12,875","5,532","          2.33","12,881","5,541","          2.32","12,893","5,542","          2.33","12,941","5,567","          2.32","12,939","5,570","          2.32","12,884","5,553","          2.32","12,852","5,538","          2.32","12,837","5,539","          2.32"
"대구광역시 남구 대명5동(2720060000)","9,219","4,278","          2.15","9,195","4,274","          2.15","9,149","4,243","          2.16","9,096","4,229","          2.15","9,053","4,210","          2.15","9,034","4,200","          2.15","9,022","4,202","          2.15","9,009","4,206","          2.14","9,010","4,213","          2.14","9,027","4,215","          2.14","9,013","4,215","          2.14","9,006","4,225","          2.13"
"대구광역시 남구 대명6동(2720061000)","10,459","4,498","          2.33","10,478","4,517","          2.32","10,447","4,521","          2.31","10,433","4,522","          2.31","10,417","4,518","          2.31","10,469","4,552","          2.30","10,448","4,548","          2.30","10,443","4,557","          2.29","10,441","4,559","          2.29","10,452","4,575","          2.28","10,474","4,607","          2.27","10,424","4,589","          2.27"
"대구광역시 남구 대명9동(2720064000)","16,086","7,009","          2.30","16,090","7,038","          2.29","16,123","7,067","          2.28","16,135","7,081","          2.28","16,193","7,110","          2.28","16,228","7,123","          2.28","16,246","7,125","          2.28","16,242","7,137","          2.28","16,251","7,145","          2.27","16,250","7,161","          2.27","16,218","7,161","          2.26","16,175","7,156","          2.26"
"대구광역시 남구 대명10동(2720065000)","10,374","4,442","          2.34","10,351","4,453","          2.32","10,373","4,463","          2.32","10,351","4,471","          2.32","10,374","4,481","          2.32","10,374","4,489","          2.31","10,361","4,488","          2.31","10,358","4,503","          2.30","10,348","4,514","          2.29","10,369","4,531","          2.29","10,417","4,552","          2.29","10,423","4,566","          2.28"
"대구광역시 남구 대명11동(2720066000)","10,125","4,442","          2.28","10,043","4,427","          2.27","10,013","4,438","          2.26","10,066","4,464","          2.25","10,066","4,463","          2.26","10,030","4,449","          2.25","10,032","4,452","          2.25","10,021","4,457","          2.25","10,018","4,459","          2.25","9,983","4,446","          2.25","9,967","4,444","          2.24","9,962","4,448","          2.24"
