"행정구역","2012년01월_거주자 인구수","2012년01월_세대수","2012년01월_세대당 인구","2012년02월_거주자 인구수","2012년02월_세대수","2012년02월_세대당 인구","2012년03월_거주자 인구수","2012년03월_세대수","2012년03월_세대당 인구","2012년04월_거주자 인구수","2012년04월_세대수","2012년04월_세대당 인구","2012년05월_거주자 인구수","2012년05월_세대수","2012년05월_세대당 인구","2012년06월_거주자 인구수","2012년06월_세대수","2012년06월_세대당 인구","2012년07월_거주자 인구수","2012년07월_세대수","2012년07월_세대당 인구","2012년08월_거주자 인구수","2012년08월_세대수","2012년08월_세대당 인구","2012년09월_거주자 인구수","2012년09월_세대수","2012년09월_세대당 인구","2012년10월_거주자 인구수","2012년10월_세대수","2012년10월_세대당 인구","2012년11월_거주자 인구수","2012년11월_세대수","2012년11월_세대당 인구","2012년12월_거주자 인구수","2012년12월_세대수","2012년12월_세대당 인구"
"대구광역시 중구 (2711000000)","74,819","33,825","          2.21","74,646","33,843","          2.21","74,425","33,759","          2.20","74,367","33,732","          2.20","74,285","33,707","          2.20","74,216","33,699","          2.20","74,197","33,721","          2.20","74,131","33,724","          2.20","74,142","33,741","          2.20","73,988","33,660","          2.20","73,866","33,669","          2.19","73,835","33,671","          2.19"
"대구광역시 중구 동인동(2711051700)","10,547","5,099","          2.07","10,541","5,118","          2.06","10,478","5,093","          2.06","10,489","5,104","          2.06","10,511","5,110","          2.06","10,481","5,101","          2.05","10,476","5,101","          2.05","10,482","5,100","          2.06","10,490","5,095","          2.06","10,508","5,104","          2.06","10,494","5,115","          2.05","10,474","5,110","          2.05"
"대구광역시 중구 삼덕동(2711054500)","4,442","2,373","          1.87","4,439","2,386","          1.86","4,439","2,390","          1.86","4,447","2,401","          1.85","4,461","2,416","          1.85","4,464","2,422","          1.84","4,484","2,433","          1.84","4,515","2,460","          1.84","4,545","2,475","          1.84","4,531","2,460","          1.84","4,507","2,461","          1.83","4,528","2,474","          1.83"
"대구광역시 중구 성내1동(2711056500)","4,453","2,293","          1.94","4,512","2,334","          1.93","4,487","2,330","          1.93","4,463","2,328","          1.92","4,454","2,321","          1.92","4,479","2,331","          1.92","4,480","2,346","          1.91","4,464","2,338","          1.91","4,451","2,347","          1.90","4,445","2,347","          1.89","4,469","2,359","          1.89","4,473","2,364","          1.89"
"대구광역시 중구 성내2동(2711057500)","5,237","2,679","          1.95","5,226","2,675","          1.95","5,218","2,683","          1.94","5,212","2,677","          1.95","5,196","2,677","          1.94","5,170","2,672","          1.93","5,184","2,684","          1.93","5,155","2,674","          1.93","5,169","2,688","          1.92","5,130","2,660","          1.93","5,071","2,646","          1.92","5,105","2,660","          1.92"
"대구광역시 중구 성내3동(2711058500)","3,958","2,015","          1.96","3,940","2,005","          1.97","3,927","1,996","          1.97","3,906","1,995","          1.96","3,907","1,995","          1.96","3,897","1,994","          1.95","3,893","1,994","          1.95","3,891","1,990","          1.96","3,885","1,987","          1.96","3,858","1,969","          1.96","3,864","1,973","          1.96","3,845","1,969","          1.95"
"대구광역시 중구 대신동(2711059500)","5,207","2,157","          2.41","5,184","2,152","          2.41","5,169","2,147","          2.41","5,168","2,138","          2.42","5,139","2,124","          2.42","5,110","2,111","          2.42","5,086","2,103","          2.42","5,079","2,092","          2.43","5,065","2,087","          2.43","5,051","2,079","          2.43","5,026","2,080","          2.42","5,013","2,079","          2.41"
"대구광역시 중구 남산1동(2711064000)","4,230","2,097","          2.02","4,193","2,092","          2.00","4,180","2,096","          1.99","4,175","2,086","          2.00","4,161","2,078","          2.00","4,156","2,069","          2.01","4,170","2,082","          2.00","4,165","2,083","          2.00","4,166","2,082","          2.00","4,139","2,071","          2.00","4,138","2,072","          2.00","4,144","2,079","          1.99"
"대구광역시 중구 남산2동(2711065000)","4,877","2,206","          2.21","4,845","2,204","          2.20","4,832","2,191","          2.21","4,812","2,181","          2.21","4,803","2,179","          2.20","4,810","2,173","          2.21","4,796","2,165","          2.22","4,813","2,181","          2.21","4,812","2,176","          2.21","4,807","2,171","          2.21","4,814","2,177","          2.21","4,775","2,158","          2.21"
"대구광역시 중구 남산3동(2711066000)","5,336","2,168","          2.46","5,300","2,160","          2.45","5,290","2,151","          2.46","5,294","2,141","          2.47","5,292","2,147","          2.46","5,287","2,150","          2.46","5,300","2,148","          2.47","5,288","2,146","          2.46","5,296","2,148","          2.47","5,280","2,148","          2.46","5,285","2,147","          2.46","5,261","2,135","          2.46"
"대구광역시 중구 남산4동(2711067000)","14,696","5,638","          2.61","14,648","5,617","          2.61","14,578","5,601","          2.60","14,555","5,602","          2.60","14,528","5,585","          2.60","14,523","5,590","          2.60","14,501","5,584","          2.60","14,493","5,581","          2.60","14,504","5,578","          2.60","14,481","5,581","          2.59","14,421","5,563","          2.59","14,435","5,562","          2.60"
"대구광역시 중구 대봉1동(2711068000)","7,645","3,188","          2.40","7,652","3,197","          2.39","7,697","3,197","          2.41","7,699","3,193","          2.41","7,692","3,190","          2.41","7,684","3,185","          2.41","7,660","3,180","          2.41","7,622","3,175","          2.40","7,625","3,178","          2.40","7,635","3,171","          2.41","7,640","3,165","          2.41","7,642","3,168","          2.41"
"대구광역시 중구 대봉2동(2711069000)","4,191","1,912","          2.19","4,166","1,903","          2.19","4,130","1,884","          2.19","4,147","1,886","          2.20","4,141","1,885","          2.20","4,155","1,901","          2.19","4,167","1,901","          2.19","4,164","1,904","          2.19","4,134","1,900","          2.18","4,123","1,899","          2.17","4,137","1,911","          2.16","4,140","1,913","          2.16"
