"행정구역","2011년01월_거주자 인구수","2011년01월_세대수","2011년01월_세대당 인구","2011년02월_거주자 인구수","2011년02월_세대수","2011년02월_세대당 인구","2011년03월_거주자 인구수","2011년03월_세대수","2011년03월_세대당 인구","2011년04월_거주자 인구수","2011년04월_세대수","2011년04월_세대당 인구","2011년05월_거주자 인구수","2011년05월_세대수","2011년05월_세대당 인구","2011년06월_거주자 인구수","2011년06월_세대수","2011년06월_세대당 인구","2011년07월_거주자 인구수","2011년07월_세대수","2011년07월_세대당 인구","2011년08월_거주자 인구수","2011년08월_세대수","2011년08월_세대당 인구","2011년09월_거주자 인구수","2011년09월_세대수","2011년09월_세대당 인구","2011년10월_거주자 인구수","2011년10월_세대수","2011년10월_세대당 인구","2011년11월_거주자 인구수","2011년11월_세대수","2011년11월_세대당 인구","2011년12월_거주자 인구수","2011년12월_세대수","2011년12월_세대당 인구"
"대구광역시 수성구 (2726000000)","458,808","157,541","          2.91","459,241","157,831","          2.91","458,399","157,519","          2.91","458,234","157,547","          2.91","458,052","157,598","          2.91","458,013","157,653","          2.91","458,010","157,716","          2.90","458,031","157,859","          2.90","457,995","158,002","          2.90","458,135","158,108","          2.90","457,895","158,220","          2.89","457,717","158,324","          2.89"
"대구광역시 수성구 범어1동(2726051000)","18,631","6,309","          2.95","18,790","6,360","          2.95","18,879","6,373","          2.96","18,907","6,391","          2.96","19,000","6,426","          2.96","19,021","6,429","          2.96","19,039","6,433","          2.96","18,996","6,416","          2.96","19,011","6,410","          2.97","18,890","6,378","          2.96","18,834","6,353","          2.96","18,798","6,339","          2.97"
"대구광역시 수성구 범어2동(2726052000)","12,833","4,659","          2.75","12,797","4,660","          2.75","12,797","4,651","          2.75","12,774","4,650","          2.75","12,748","4,649","          2.74","12,742","4,641","          2.75","12,768","4,650","          2.75","12,759","4,652","          2.74","12,763","4,660","          2.74","12,804","4,675","          2.74","12,814","4,693","          2.73","12,809","4,709","          2.72"
"대구광역시 수성구 범어3동(2726053000)","11,508","3,913","          2.94","11,396","3,891","          2.93","11,229","3,832","          2.93","11,135","3,801","          2.93","11,097","3,793","          2.93","11,072","3,775","          2.93","11,108","3,785","          2.93","11,153","3,807","          2.93","11,221","3,841","          2.92","11,315","3,864","          2.93","11,392","3,898","          2.92","11,478","3,928","          2.92"
"대구광역시 수성구 범어4동(2726054000)","20,371","6,283","          3.24","20,350","6,288","          3.24","20,086","6,214","          3.23","19,968","6,185","          3.23","19,950","6,187","          3.22","19,916","6,189","          3.22","19,953","6,188","          3.22","19,986","6,204","          3.22","20,089","6,248","          3.22","20,167","6,258","          3.22","20,168","6,254","          3.22","20,106","6,249","          3.22"
"대구광역시 수성구 만촌1동(2726055000)","25,736","8,522","          3.02","25,793","8,535","          3.02","25,682","8,480","          3.03","25,709","8,468","          3.04","25,610","8,448","          3.03","25,655","8,470","          3.03","25,628","8,463","          3.03","25,576","8,460","          3.02","25,534","8,454","          3.02","25,507","8,451","          3.02","25,446","8,437","          3.02","25,487","8,460","          3.01"
"대구광역시 수성구 만촌2동(2726056000)","13,822","4,915","          2.81","13,822","4,933","          2.80","13,868","4,945","          2.80","13,876","4,946","          2.81","13,827","4,943","          2.80","13,804","4,941","          2.79","13,766","4,941","          2.79","13,755","4,916","          2.80","13,768","4,926","          2.79","13,788","4,933","          2.80","13,734","4,922","          2.79","13,671","4,905","          2.79"
"대구광역시 수성구 만촌3동(2726056100)","22,921","7,201","          3.18","22,929","7,202","          3.18","22,771","7,152","          3.18","22,737","7,151","          3.18","22,616","7,124","          3.17","22,604","7,122","          3.17","22,626","7,138","          3.17","22,638","7,148","          3.17","22,690","7,166","          3.17","22,769","7,182","          3.17","22,714","7,168","          3.17","22,598","7,149","          3.16"
"대구광역시 수성구 수성1가동(2726057000)","18,605","6,490","          2.87","18,584","6,485","          2.87","18,504","6,460","          2.86","18,492","6,459","          2.86","18,483","6,450","          2.87","18,492","6,450","          2.87","18,505","6,448","          2.87","18,533","6,457","          2.87","18,517","6,460","          2.87","18,518","6,465","          2.86","18,504","6,465","          2.86","18,494","6,459","          2.86"
"대구광역시 수성구 수성2.3가동(2726058000)","12,145","4,317","          2.81","12,321","4,354","          2.83","12,316","4,330","          2.84","12,465","4,389","          2.84","12,599","4,430","          2.84","12,616","4,440","          2.84","12,706","4,475","          2.84","12,817","4,515","          2.84","12,838","4,523","          2.84","12,926","4,539","          2.85","13,028","4,579","          2.85","13,148","4,608","          2.85"
"대구광역시 수성구 수성4가동(2726059000)","17,832","6,192","          2.88","17,861","6,215","          2.87","17,875","6,209","          2.88","17,808","6,194","          2.88","17,789","6,187","          2.88","17,774","6,191","          2.87","17,763","6,189","          2.87","17,651","6,161","          2.86","17,627","6,161","          2.86","17,638","6,154","          2.87","17,689","6,166","          2.87","17,656","6,158","          2.87"
"대구광역시 수성구 황금1동(2726060100)","26,127","8,066","          3.24","26,174","8,085","          3.24","26,133","8,074","          3.24","26,143","8,094","          3.23","26,158","8,092","          3.23","26,117","8,077","          3.23","26,092","8,081","          3.23","26,160","8,093","          3.23","26,183","8,106","          3.23","26,186","8,111","          3.23","26,138","8,109","          3.22","26,076","8,099","          3.22"
"대구광역시 수성구 황금2동(2726060200)","13,105","5,265","          2.49","13,124","5,283","          2.48","13,016","5,237","          2.49","13,014","5,248","          2.48","12,980","5,241","          2.48","13,015","5,251","          2.48","13,003","5,254","          2.47","13,053","5,268","          2.48","13,022","5,272","          2.47","13,009","5,279","          2.46","13,006","5,280","          2.46","13,036","5,294","          2.46"
"대구광역시 수성구 중동(2726061000)","13,656","5,861","          2.33","13,662","5,872","          2.33","13,625","5,865","          2.32","13,708","5,889","          2.33","13,736","5,917","          2.32","13,680","5,909","          2.32","13,651","5,915","          2.31","13,648","5,927","          2.30","13,701","5,966","          2.30","13,703","5,990","          2.29","13,621","5,966","          2.28","13,616","5,977","          2.28"
"대구광역시 수성구 상동(2726062000)","16,401","6,683","          2.45","16,451","6,714","          2.45","16,496","6,716","          2.46","16,457","6,709","          2.45","16,496","6,729","          2.45","16,465","6,718","          2.45","16,473","6,721","          2.45","16,465","6,722","          2.45","16,482","6,731","          2.45","16,552","6,763","          2.45","16,613","6,803","          2.44","16,721","6,844","          2.44"
"대구광역시 수성구 파동(2726063000)","13,869","5,183","          2.68","13,833","5,168","          2.68","13,833","5,173","          2.67","13,789","5,170","          2.67","13,782","5,172","          2.66","13,762","5,170","          2.66","13,739","5,154","          2.67","13,700","5,152","          2.66","13,670","5,144","          2.66","13,641","5,141","          2.65","13,582","5,122","          2.65","13,536","5,112","          2.65"
"대구광역시 수성구 두산동(2726064000)","12,137","5,085","          2.39","12,228","5,117","          2.39","12,307","5,132","          2.40","12,426","5,182","          2.40","12,590","5,234","          2.41","12,656","5,267","          2.40","12,738","5,280","          2.41","12,856","5,325","          2.41","12,927","5,337","          2.42","13,032","5,374","          2.43","13,159","5,432","          2.42","13,335","5,484","          2.43"
"대구광역시 수성구 지산1동(2726065100)","26,992","10,051","          2.69","26,993","10,073","          2.68","27,052","10,088","          2.68","26,998","10,059","          2.68","26,883","10,042","          2.68","26,872","10,047","          2.67","26,836","10,041","          2.67","26,833","10,050","          2.67","26,799","10,038","          2.67","26,749","10,016","          2.67","26,667","10,033","          2.66","26,691","10,051","          2.66"
