"행정구역","2014년01월_거주자 인구수","2014년01월_세대수","2014년01월_세대당 인구","2014년02월_거주자 인구수","2014년02월_세대수","2014년02월_세대당 인구","2014년03월_거주자 인구수","2014년03월_세대수","2014년03월_세대당 인구","2014년04월_거주자 인구수","2014년04월_세대수","2014년04월_세대당 인구","2014년05월_거주자 인구수","2014년05월_세대수","2014년05월_세대당 인구","2014년06월_거주자 인구수","2014년06월_세대수","2014년06월_세대당 인구","2014년07월_거주자 인구수","2014년07월_세대수","2014년07월_세대당 인구","2014년08월_거주자 인구수","2014년08월_세대수","2014년08월_세대당 인구","2014년09월_거주자 인구수","2014년09월_세대수","2014년09월_세대당 인구","2014년10월_거주자 인구수","2014년10월_세대수","2014년10월_세대당 인구","2014년11월_거주자 인구수","2014년11월_세대수","2014년11월_세대당 인구","2014년12월_거주자 인구수","2014년12월_세대수","2014년12월_세대당 인구"
"대구광역시 수성구 (2726000000)","458,349","162,048","          2.83","458,190","162,282","          2.82","457,602","162,319","          2.82","456,934","162,204","          2.82","456,552","162,219","          2.81","456,333","162,335","          2.81","456,070","162,404","          2.81","455,365","162,405","          2.80","452,893","162,065","          2.79","453,634","162,404","          2.79","454,050","162,527","          2.79","453,547","162,605","          2.79"
"대구광역시 수성구 범어1동(2726051000)","18,660","6,384","          2.92","18,723","6,423","          2.91","18,712","6,435","          2.91","18,671","6,419","          2.91","18,715","6,446","          2.90","18,659","6,444","          2.90","18,608","6,452","          2.88","18,584","6,448","          2.88","18,558","6,442","          2.88","18,566","6,454","          2.88","18,559","6,450","          2.88","18,557","6,474","          2.87"
"대구광역시 수성구 범어2동(2726052000)","15,188","5,606","          2.71","15,245","5,640","          2.70","15,210","5,647","          2.69","15,178","5,631","          2.70","15,206","5,648","          2.69","15,117","5,635","          2.68","15,087","5,622","          2.68","15,069","5,626","          2.68","15,075","5,633","          2.68","15,063","5,633","          2.67","15,126","5,650","          2.68","15,215","5,692","          2.67"
"대구광역시 수성구 범어3동(2726053000)","12,463","4,246","          2.94","12,492","4,271","          2.92","12,469","4,285","          2.91","12,454","4,279","          2.91","12,429","4,277","          2.91","12,460","4,295","          2.90","12,443","4,281","          2.91","12,414","4,278","          2.90","12,418","4,287","          2.90","12,407","4,283","          2.90","12,412","4,291","          2.89","12,416","4,286","          2.90"
"대구광역시 수성구 범어4동(2726054000)","19,965","6,321","          3.16","19,958","6,331","          3.15","19,811","6,304","          3.14","19,757","6,300","          3.14","19,734","6,297","          3.13","19,881","6,350","          3.13","20,026","6,394","          3.13","20,108","6,410","          3.14","20,145","6,427","          3.13","20,295","6,476","          3.13","20,306","6,465","          3.14","20,214","6,454","          3.13"
"대구광역시 수성구 만촌1동(2726055000)","25,828","8,667","          2.98","25,834","8,675","          2.98","25,824","8,682","          2.97","25,842","8,684","          2.98","25,804","8,689","          2.97","25,824","8,701","          2.97","25,828","8,697","          2.97","25,779","8,698","          2.96","25,628","8,660","          2.96","25,667","8,694","          2.95","25,662","8,706","          2.95","25,615","8,699","          2.94"
"대구광역시 수성구 만촌2동(2726056000)","13,065","4,993","          2.62","13,012","4,982","          2.61","13,050","4,999","          2.61","12,986","4,990","          2.60","12,997","5,016","          2.59","12,970","5,014","          2.59","12,975","5,013","          2.59","12,967","5,015","          2.59","12,901","5,002","          2.58","12,925","5,001","          2.58","12,958","5,016","          2.58","12,975","5,023","          2.58"
"대구광역시 수성구 만촌3동(2726056100)","21,075","6,792","          3.10","20,950","6,772","          3.09","20,804","6,737","          3.09","20,770","6,739","          3.08","20,753","6,739","          3.08","20,771","6,756","          3.07","20,786","6,767","          3.07","20,796","6,776","          3.07","20,754","6,776","          3.06","20,823","6,792","          3.07","20,849","6,774","          3.08","20,785","6,759","          3.08"
"대구광역시 수성구 수성1가동(2726057000)","17,865","6,302","          2.83","17,871","6,306","          2.83","17,867","6,290","          2.84","17,821","6,279","          2.84","17,781","6,276","          2.83","17,749","6,277","          2.83","17,726","6,267","          2.83","17,681","6,263","          2.82","17,614","6,249","          2.82","17,604","6,259","          2.81","17,589","6,252","          2.81","17,601","6,265","          2.81"
"대구광역시 수성구 수성2.3가동(2726058000)","13,551","4,770","          2.84","13,606","4,779","          2.85","13,613","4,789","          2.84","13,560","4,759","          2.85","13,542","4,742","          2.86","13,543","4,747","          2.85","13,515","4,744","          2.85","13,507","4,736","          2.85","13,471","4,726","          2.85","13,530","4,741","          2.85","13,566","4,744","          2.86","13,552","4,750","          2.85"
"대구광역시 수성구 수성4가동(2726059000)","17,191","6,049","          2.84","17,162","6,043","          2.84","17,204","6,051","          2.84","17,190","6,049","          2.84","17,158","6,051","          2.84","17,100","6,039","          2.83","17,134","6,067","          2.82","17,121","6,056","          2.83","17,086","6,054","          2.82","17,071","6,048","          2.82","17,090","6,051","          2.82","17,087","6,043","          2.83"
