"행정구역","2018년01월_거주자 인구수","2018년01월_세대수","2018년01월_세대당 인구","2018년02월_거주자 인구수","2018년02월_세대수","2018년02월_세대당 인구","2018년03월_거주자 인구수","2018년03월_세대수","2018년03월_세대당 인구","2018년04월_거주자 인구수","2018년04월_세대수","2018년04월_세대당 인구","2018년05월_거주자 인구수","2018년05월_세대수","2018년05월_세대당 인구","2018년06월_거주자 인구수","2018년06월_세대수","2018년06월_세대당 인구","2018년07월_거주자 인구수","2018년07월_세대수","2018년07월_세대당 인구","2018년08월_거주자 인구수","2018년08월_세대수","2018년08월_세대당 인구","2018년09월_거주자 인구수","2018년09월_세대수","2018년09월_세대당 인구","2018년10월_거주자 인구수","2018년10월_세대수","2018년10월_세대당 인구","2018년11월_거주자 인구수","2018년11월_세대수","2018년11월_세대당 인구","2018년12월_거주자 인구수","2018년12월_세대수","2018년12월_세대당 인구"
"대구광역시 중구 (2711000000)","77,713","36,648","          2.12","77,700","36,729","          2.12","77,462","36,606","          2.12","77,319","36,575","          2.11","77,246","36,594","          2.11","77,089","36,582","          2.11","76,946","36,598","          2.10","76,955","36,668","          2.10","77,447","36,950","          2.10","77,911","37,215","          2.09","78,100","37,300","          2.09","77,956","37,318","          2.09"
"대구광역시 중구 동인동(2711051700)","10,184","5,525","          1.84","10,154","5,516","          1.84","10,090","5,485","          1.84","10,079","5,489","          1.84","10,071","5,496","          1.83","10,037","5,489","          1.83","10,021","5,497","          1.82","9,982","5,484","          1.82","9,952","5,476","          1.82","9,928","5,484","          1.81","9,914","5,491","          1.81","9,852","5,472","          1.80"
"대구광역시 중구 삼덕동(2711054500)","6,513","3,472","          1.88","6,517","3,499","          1.86","6,496","3,504","          1.85","6,479","3,518","          1.84","6,491","3,539","          1.83","6,450","3,529","          1.83","6,441","3,546","          1.82","6,469","3,566","          1.81","6,487","3,588","          1.81","6,476","3,583","          1.81","6,476","3,585","          1.81","6,480","3,601","          1.80"
"대구광역시 중구 성내1동(2711056500)","4,463","2,675","          1.67","4,488","2,696","          1.66","4,497","2,703","          1.66","4,497","2,695","          1.67","4,502","2,697","          1.67","4,495","2,693","          1.67","4,518","2,710","          1.67","4,582","2,777","          1.65","4,637","2,833","          1.64","4,690","2,871","          1.63","4,736","2,903","          1.63","4,753","2,929","          1.62"
"대구광역시 중구 성내2동(2711057500)","4,599","2,659","          1.73","4,579","2,661","          1.72","4,581","2,661","          1.72","4,605","2,670","          1.72","4,595","2,680","          1.71","4,592","2,687","          1.71","4,569","2,692","          1.70","4,586","2,707","          1.69","4,577","2,710","          1.69","4,599","2,717","          1.69","4,580","2,712","          1.69","4,612","2,750","          1.68"
"대구광역시 중구 성내3동(2711058500)","5,564","2,713","          2.05","5,794","2,832","          2.05","5,888","2,865","          2.06","5,916","2,877","          2.06","5,928","2,878","          2.06","5,972","2,898","          2.06","5,971","2,903","          2.06","5,980","2,913","          2.05","6,006","2,923","          2.05","5,985","2,908","          2.06","5,917","2,867","          2.06","5,782","2,783","          2.08"
"대구광역시 중구 대신동(2711059500)","7,358","2,871","          2.56","7,365","2,877","          2.56","7,357","2,881","          2.55","7,332","2,874","          2.55","7,341","2,877","          2.55","7,367","2,887","          2.55","7,360","2,888","          2.55","7,366","2,887","          2.55","7,801","3,087","          2.53","8,100","3,214","          2.52","8,201","3,255","          2.52","8,223","3,273","          2.51"
"대구광역시 중구 남산1동(2711064000)","4,985","2,423","          2.06","4,965","2,415","          2.06","4,951","2,410","          2.05","4,956","2,408","          2.06","4,974","2,423","          2.05","4,950","2,417","          2.05","4,956","2,428","          2.04","4,922","2,422","          2.03","4,925","2,421","          2.03","4,921","2,429","          2.03","4,902","2,429","          2.02","4,913","2,437","          2.02"
"대구광역시 중구 남산2동(2711065000)","3,809","1,916","          1.99","3,719","1,873","          1.99","3,669","1,841","          1.99","3,635","1,826","          1.99","3,628","1,822","          1.99","3,620","1,816","          1.99","3,574","1,798","          1.99","3,581","1,802","          1.99","3,576","1,798","          1.99","3,557","1,787","          1.99","3,553","1,798","          1.98","3,524","1,790","          1.97"
"대구광역시 중구 남산3동(2711066000)","7,173","2,853","          2.51","7,144","2,852","          2.50","7,120","2,839","          2.51","7,138","2,852","          2.50","7,135","2,848","          2.51","7,149","2,853","          2.51","7,132","2,843","          2.51","7,146","2,840","          2.52","7,130","2,837","          2.51","7,128","2,850","          2.50","7,162","2,866","          2.50","7,145","2,871","          2.49"
"대구광역시 중구 남산4동(2711067000)","12,227","4,837","          2.53","12,175","4,816","          2.53","12,076","4,771","          2.53","11,986","4,731","          2.53","11,954","4,726","          2.53","11,878","4,708","          2.52","11,840","4,698","          2.52","11,797","4,676","          2.52","11,829","4,688","          2.52","12,106","4,817","          2.51","12,257","4,855","          2.52","12,279","4,873","          2.52"
"대구광역시 중구 대봉1동(2711068000)","8,080","3,366","          2.40","8,054","3,360","          2.40","8,037","3,347","          2.40","8,014","3,346","          2.40","7,971","3,332","          2.39","7,945","3,333","          2.38","7,936","3,323","          2.39","7,921","3,322","          2.38","7,874","3,308","          2.38","7,779","3,273","          2.38","7,766","3,261","          2.38","7,742","3,255","          2.38"
"대구광역시 중구 대봉2동(2711069000)","2,758","1,338","          2.06","2,746","1,332","          2.06","2,700","1,299","          2.08","2,682","1,289","          2.08","2,656","1,276","          2.08","2,634","1,272","          2.07","2,628","1,272","          2.07","2,623","1,272","          2.06","2,653","1,281","          2.07","2,642","1,282","          2.06","2,636","1,278","          2.06","2,651","1,284","          2.06"
