"행정구역","2021년01월_거주자 인구수","2021년01월_세대수","2021년01월_세대당 인구","2021년02월_거주자 인구수","2021년02월_세대수","2021년02월_세대당 인구","2021년03월_거주자 인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년04월_거주자 인구수","2021년04월_세대수","2021년04월_세대당 인구","2021년05월_거주자 인구수","2021년05월_세대수","2021년05월_세대당 인구","2021년06월_거주자 인구수","2021년06월_세대수","2021년06월_세대당 인구","2021년07월_거주자 인구수","2021년07월_세대수","2021년07월_세대당 인구","2021년08월_거주자 인구수","2021년08월_세대수","2021년08월_세대당 인구","2021년09월_거주자 인구수","2021년09월_세대수","2021년09월_세대당 인구","2021년10월_거주자 인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년11월_거주자 인구수","2021년11월_세대수","2021년11월_세대당 인구","2021년12월_거주자 인구수","2021년12월_세대수","2021년12월_세대당 인구"
"대구광역시 남구 (2720000000)","144,277","74,865","          1.93","144,106","74,999","          1.92","143,880","75,080","          1.92","144,074","75,310","          1.91","143,961","75,427","          1.91","143,775","75,474","          1.90","143,570","75,472","          1.90","143,245","75,419","          1.90","143,186","75,516","          1.90","142,835","75,440","          1.89","142,362","75,309","          1.89","141,883","75,176","          1.89"
"대구광역시 남구 이천동(2720051500)","12,142","5,507","          2.20","12,120","5,501","          2.20","12,111","5,497","          2.20","12,115","5,507","          2.20","12,090","5,512","          2.19","12,076","5,512","          2.19","12,052","5,518","          2.18","12,042","5,519","          2.18","12,031","5,523","          2.18","11,994","5,506","          2.18","11,970","5,513","          2.17","11,959","5,515","          2.17"
"대구광역시 남구 봉덕1동(2720053000)","9,067","5,102","          1.78","9,093","5,118","          1.78","9,091","5,123","          1.77","9,060","5,125","          1.77","9,045","5,128","          1.76","9,031","5,120","          1.76","9,076","5,162","          1.76","9,070","5,161","          1.76","9,068","5,163","          1.76","9,060","5,171","          1.75","9,058","5,164","          1.75","9,040","5,167","          1.75"
"대구광역시 남구 봉덕2동(2720054000)","12,001","5,214","          2.30","12,021","5,220","          2.30","12,048","5,248","          2.30","12,464","5,422","          2.30","12,620","5,501","          2.29","12,677","5,524","          2.29","12,705","5,534","          2.30","12,710","5,540","          2.29","12,700","5,537","          2.29","12,642","5,512","          2.29","12,572","5,480","          2.29","12,473","5,438","          2.29"
"대구광역시 남구 봉덕3동(2720055000)","16,860","8,304","          2.03","16,824","8,295","          2.03","16,760","8,273","          2.03","16,651","8,239","          2.02","16,570","8,235","          2.01","16,517","8,232","          2.01","16,495","8,219","          2.01","16,487","8,224","          2.00","16,482","8,245","          2.00","16,413","8,228","          1.99","16,396","8,214","          2.00","16,422","8,230","          2.00"
"대구광역시 남구 대명1동(2720056000)","11,476","5,736","          2.00","11,441","5,754","          1.99","11,393","5,759","          1.98","11,390","5,773","          1.97","11,341","5,776","          1.96","11,361","5,795","          1.96","11,337","5,787","          1.96","11,375","5,816","          1.96","11,369","5,816","          1.95","11,363","5,817","          1.95","11,299","5,809","          1.95","11,255","5,807","          1.94"
"대구광역시 남구 대명2동(2720057100)","10,497","6,085","          1.73","10,431","6,081","          1.72","10,382","6,076","          1.71","10,337","6,054","          1.71","10,315","6,045","          1.71","10,305","6,044","          1.70","10,294","6,033","          1.71","10,249","6,032","          1.70","10,276","6,058","          1.70","10,243","6,043","          1.70","10,211","6,033","          1.69","10,135","5,994","          1.69"
"대구광역시 남구 대명3동(2720058600)","10,892","6,084","          1.79","10,921","6,116","          1.79","10,914","6,142","          1.78","10,893","6,152","          1.77","10,841","6,150","          1.76","10,835","6,159","          1.76","10,824","6,176","          1.75","10,749","6,151","          1.75","10,786","6,176","          1.75","10,759","6,163","          1.75","10,717","6,163","          1.74","10,704","6,181","          1.73"
"대구광역시 남구 대명4동(2720059000)","11,103","5,881","          1.89","11,097","5,902","          1.88","11,082","5,906","          1.88","11,062","5,910","          1.87","11,041","5,917","          1.87","11,033","5,934","          1.86","11,030","5,943","          1.86","11,022","5,942","          1.85","11,043","5,956","          1.85","11,050","5,964","          1.85","11,028","5,956","          1.85","10,984","5,952","          1.85"
"대구광역시 남구 대명5동(2720060000)","7,185","4,034","          1.78","7,191","4,045","          1.78","7,145","4,022","          1.78","7,098","4,009","          1.77","7,030","3,973","          1.77","6,899","3,910","          1.76","6,754","3,829","          1.76","6,597","3,750","          1.76","6,495","3,716","          1.75","6,404","3,666","          1.75","6,332","3,638","          1.74","6,223","3,576","          1.74"
"대구광역시 남구 대명6동(2720061000)","9,546","5,064","          1.89","9,573","5,094","          1.88","9,557","5,096","          1.88","9,536","5,097","          1.87","9,554","5,107","          1.87","9,571","5,127","          1.87","9,541","5,120","          1.86","9,524","5,121","          1.86","9,544","5,143","          1.86","9,530","5,146","          1.85","9,497","5,138","          1.85","9,496","5,153","          1.84"
"대구광역시 남구 대명9동(2720064000)","15,871","8,353","          1.90","15,785","8,350","          1.89","15,772","8,378","          1.88","15,767","8,394","          1.88","15,767","8,413","          1.87","15,734","8,427","          1.87","15,716","8,441","          1.86","15,706","8,445","          1.86","15,690","8,457","          1.86","15,672","8,470","          1.85","15,628","8,468","          1.85","15,572","8,435","          1.85"
"대구광역시 남구 대명10동(2720065000)","9,198","4,939","          1.86","9,168","4,944","          1.85","9,169","4,964","          1.85","9,155","4,971","          1.84","9,124","4,966","          1.84","9,131","4,977","          1.83","9,112","4,970","          1.83","9,080","4,977","          1.82","9,089","4,987","          1.82","9,083","4,999","          1.82","9,066","4,995","          1.82","9,047","4,995","          1.81"
"대구광역시 남구 대명11동(2720066000)","8,439","4,562","          1.85","8,441","4,579","          1.84","8,456","4,596","          1.84","8,546","4,657","          1.84","8,623","4,704","          1.83","8,605","4,713","          1.83","8,634","4,740","          1.82","8,634","4,741","          1.82","8,613","4,739","          1.82","8,622","4,755","          1.81","8,588","4,738","          1.81","8,573","4,733","          1.81"
